RMS Current (A),RMS Voltage (V),Load Combinations,%Belt Tension,Power (W),%Power/Nominal_Power,Normalized_Power,Normalized_Belt_Tension,Normalized_Load,Class_3,Class_4,Class_9,NNNormalized_Power,Load,Load1
2.096,239.728,0,0,226,23,0.04,0,0,1,1,1,0.06,0,1
2.081,239.685,0,0,226,23,0.04,0,0,1,1,1,0.06,0,1
2.093,239.844,0,0,226,23,0.04,0,0,1,1,1,0.06,0,1
2.093,239.885,0,0,226,23,0.04,0,0,1,1,1,0.06,0,1
2.091,239.906,0,0,226,23,0.04,0,0,1,1,1,0.06,0,1
2.088,239.799,0,0,225,23,0.03,0,0,1,1,1,0.05,0,1
2.093,239.875,0,0,225,23,0.03,0,0,1,1,1,0.05,0,1
2.094,239.751,0,0,225,23,0.03,0,0,1,1,1,0.05,0,1
2.096,239.67,0,0,225,23,0.03,0,0,1,1,1,0.05,0,1
2.085,239.534,0,0,225,23,0.03,0,0,1,1,1,0.05,0,1
2.093,239.422,0,0,225,23,0.03,0,0,1,1,1,0.05,0,1
2.085,239.356,0,0,225,23,0.03,0,0,1,1,1,0.05,0,1
2.095,239.333,0,0,225,23,0.03,0,0,1,1,1,0.05,0,1
2.106,239.722,0,0,226,23,0.04,0,0,1,1,1,0.06,0,1
2.103,239.797,0,0,226,23,0.04,0,0,1,1,1,0.06,0,1
2.107,239.746,0,0,227,23,0.06,0,0,1,1,1,0.07,0,1
2.106,239.666,0,0,227,23,0.06,0,0,1,1,1,0.07,0,1
2.105,239.601,0,0,227,23,0.06,0,0,1,1,1,0.07,0,1
2.109,239.404,0,0,226,23,0.04,0,0,1,1,1,0.06,0,1
2.103,239.4,0,0,227,23,0.06,0,0,1,1,1,0.07,0,1
2.107,239.359,0,0,227,23,0.06,0,0,1,1,1,0.07,0,1
2.112,239.34,0,0,227,23,0.06,0,0,1,1,1,0.07,0,1
2.112,239.343,0,0,228,23,0.07,0,0,1,1,1,0.08,0,1
2.118,239.32,0,0,228,23,0.07,0,0,1,1,1,0.08,0,1
2.116,239.465,0,0,228,23,0.07,0,0,1,1,1,0.08,0,1
2.117,239.455,0,0,228,23,0.07,0,0,1,1,1,0.08,0,1
2.116,239.473,0,0,228,23,0.07,0,0,1,1,1,0.08,0,1
2.123,239.527,0,0,229,23,0.09,0,0,1,1,1,0.09,0,1
2.122,239.367,0,0,229,23,0.09,0,0,1,1,1,0.09,0,1
2.129,239.491,0,0,229,23,0.09,0,0,1,1,1,0.09,0,1
2.131,239.523,0,0,230,23,0.1,0,0,1,1,1,0.1,0,1
2.136,239.471,0,0,230,23,0.1,0,0,1,1,1,0.1,0,1
2.14,239.592,0,0,230,23,0.1,0,0,1,1,1,0.1,0,1
2.138,239.657,0,0,230,23,0.1,0,0,1,1,1,0.1,0,1
2.132,239.714,0,0,230,24,0.1,0,0,1,1,1,0.1,0,1
2.132,239.624,0,0,230,23,0.1,0,0,1,1,1,0.1,0,1
2.138,239.62,0,0,230,24,0.1,0,0,1,1,1,0.1,0,1
2.131,239.794,0,0,230,24,0.1,0,0,1,1,1,0.1,0,1
2.128,239.836,0,0,230,24,0.1,0,0,1,1,1,0.1,0,1
2.14,239.8,0,0,230,24,0.1,0,0,1,1,1,0.1,0,1
2.143,239.955,0,0,230,24,0.1,0,0,1,1,1,0.1,0,1
2.141,239.86,0,0,230,24,0.1,0,0,1,1,1,0.1,0,1
2.138,239.86,0,0,232,24,0.13,0,0,1,1,1,0.12,0,1
2.146,239.93,0,0,232,24,0.13,0,0,1,1,1,0.12,0,1
2.143,239.822,0,0,232,24,0.13,0,0,1,1,1,0.12,0,1
2.144,239.801,0,0,233,24,0.15,0,0,1,1,1,0.13,0,1
2.136,239.503,0,0,233,24,0.15,0,0,1,1,1,0.13,0,1
2.133,239.45,0,0,232,24,0.13,0,0,1,1,1,0.12,0,1
2.137,239.475,0,0,230,24,0.1,0,0,1,1,1,0.1,0,1
2.127,239.191,0,0,230,24,0.1,0,0,1,1,1,0.1,0,1
2.131,239.323,0,0,230,24,0.1,0,0,1,1,1,0.1,0,1
2.135,239.415,0,0,230,24,0.1,0,0,1,1,1,0.1,0,1
2.134,239.44,0,0,230,24,0.1,0,0,1,1,1,0.1,0,1
2.132,239.525,0,0,230,24,0.1,0,0,1,1,1,0.1,0,1
2.129,239.475,0,0,230,24,0.1,0,0,1,1,1,0.1,0,1
2.134,239.467,0,0,230,24,0.1,0,0,1,1,1,0.1,0,1
2.139,239.357,0,0,230,24,0.1,0,0,1,1,1,0.1,0,1
2.14,239.343,0,0,230,24,0.1,0,0,1,1,1,0.1,0,1
2.142,239.555,0,0,230,24,0.1,0,0,1,1,1,0.1,0,1
2.139,239.711,0,0,230,24,0.1,0,0,1,1,1,0.1,0,1
2.146,239.872,0,0,230,24,0.1,0,0,1,1,1,0.1,0,1
2.141,239.779,0,0,230,24,0.1,0,0,1,1,1,0.1,0,1
2.146,239.575,0,0,230,24,0.1,0,0,1,1,1,0.1,0,1
2.138,239.469,0,0,230,24,0.1,0,0,1,1,1,0.1,0,1
2.14,239.795,0,0,230,24,0.1,0,0,1,1,1,0.1,0,1
2.141,239.953,0,0,230,24,0.1,0,0,1,1,1,0.1,0,1
2.142,239.603,0,0,230,24,0.1,0,0,1,1,1,0.1,0,1
2.141,239.505,0,0,230,24,0.1,0,0,1,1,1,0.1,0,1
2.139,239.592,0,0,230,24,0.1,0,0,1,1,1,0.1,0,1
2.138,239.834,0,0,230,24,0.1,0,0,1,1,1,0.1,0,1
2.14,239.899,0,0,230,24,0.1,0,0,1,1,1,0.1,0,1
2.134,239.814,0,0,230,24,0.1,0,0,1,1,1,0.1,0,1
2.148,239.728,0,0,230,24,0.1,0,0,1,1,1,0.1,0,1
2.147,239.555,0,0,230,24,0.1,0,0,1,1,1,0.1,0,1
2.14,239.43,0,0,230,24,0.1,0,0,1,1,1,0.1,0,1
2.138,239.475,0,0,233,24,0.15,0,0,1,1,1,0.13,0,1
2.137,239.878,0,0,233,24,0.15,0,0,1,1,1,0.13,0,1
2.1,239.222,0,15,226,23,0.04,0.16,0,1,1,2,0.06,0,1
2.1,239.199,0,15,225,23,0.03,0.16,0,1,1,2,0.05,0,1
2.094,239.122,0,15,225,23,0.03,0.16,0,1,1,2,0.05,0,1
2.107,239.012,0,15,223,23,0,0.16,0,1,1,2,0.03,0,1
2.1,239.011,0,15,226,23,0.04,0.16,0,1,1,2,0.06,0,1
2.097,238.867,0,15,225,23,0.03,0.16,0,1,1,2,0.05,0,1
2.094,238.88,0,15,224,23,0.01,0.16,0,1,1,2,0.04,0,1
2.092,238.794,0,15,224,23,0.01,0.16,0,1,1,2,0.04,0,1
2.104,238.883,0,15,226,23,0.04,0.16,0,1,1,2,0.06,0,1
2.111,238.89,0,15,227,23,0.06,0.16,0,1,1,2,0.07,0,1
2.106,238.964,0,15,225,23,0.03,0.16,0,1,1,2,0.05,0,1
2.102,239.018,0,15,226,23,0.04,0.16,0,1,1,2,0.06,0,1
2.099,239.058,0,15,225,23,0.03,0.16,0,1,1,2,0.05,0,1
2.095,239.066,0,15,226,23,0.04,0.16,0,1,1,2,0.06,0,1
2.107,239.172,0,15,226,23,0.04,0.16,0,1,1,2,0.06,0,1
2.103,239.132,0,15,226,23,0.04,0.16,0,1,1,2,0.06,0,1
2.103,239.186,0,15,226,23,0.04,0.16,0,1,1,2,0.06,0,1
2.111,238.928,0,15,226,23,0.04,0.16,0,1,1,2,0.06,0,1
2.106,238.82,0,15,226,23,0.04,0.16,0,1,1,2,0.06,0,1
2.103,238.849,0,15,226,23,0.04,0.16,0,1,1,2,0.06,0,1
2.104,238.638,0,15,226,23,0.04,0.16,0,1,1,2,0.06,0,1
2.105,238.711,0,15,227,23,0.06,0.16,0,1,1,2,0.07,0,1
2.103,238.866,0,15,227,23,0.06,0.16,0,1,1,2,0.07,0,1
2.095,238.688,0,15,226,23,0.04,0.16,0,1,1,2,0.06,0,1
2.11,238.74,0,15,227,23,0.06,0.16,0,1,1,2,0.07,0,1
2.103,238.601,0,15,226,23,0.04,0.16,0,1,1,2,0.06,0,1
2.112,238.62,0,15,227,23,0.06,0.16,0,1,1,2,0.07,0,1
2.107,238.558,0,15,227,23,0.06,0.16,0,1,1,2,0.07,0,1
2.117,238.597,0,15,227,23,0.06,0.16,0,1,1,2,0.07,0,1
2.117,238.57,0,15,227,23,0.06,0.16,0,1,1,2,0.07,0,1
2.115,238.534,0,15,227,23,0.06,0.16,0,1,1,2,0.07,0,1
2.115,238.52,0,15,227,23,0.06,0.16,0,1,1,2,0.07,0,1
2.114,238.721,0,15,227,23,0.06,0.16,0,1,1,2,0.07,0,1
2.106,238.869,0,15,228,23,0.07,0.16,0,1,1,2,0.08,0,1
2.107,239.005,0,15,228,23,0.07,0.16,0,1,1,2,0.08,0,1
2.111,239.056,0,15,228,23,0.07,0.16,0,1,1,2,0.08,0,1
2.122,239.049,0,15,230,23,0.1,0.16,0,1,1,2,0.1,0,1
2.123,239.176,0,15,228,23,0.07,0.16,0,1,1,2,0.08,0,1
2.127,239.318,0,15,230,23,0.1,0.16,0,1,1,2,0.1,0,1
2.128,239.351,0,15,228,23,0.07,0.16,0,1,1,2,0.08,0,1
2.137,239.495,0,15,229,23,0.09,0.16,0,1,1,2,0.09,0,1
2.131,239.676,0,15,230,23,0.1,0.16,0,1,1,2,0.1,0,1
2.13,239.804,0,15,230,23,0.1,0.16,0,1,1,2,0.1,0,1
2.133,239.866,0,15,230,23,0.1,0.16,0,1,1,2,0.1,0,1
2.136,239.685,0,15,230,23,0.1,0.16,0,1,1,2,0.1,0,1
2.134,239.373,0,15,230,23,0.1,0.16,0,1,1,2,0.1,0,1
2.135,239.366,0,15,231,24,0.12,0.16,0,1,1,2,0.11,0,1
2.133,239.343,0,15,230,23,0.1,0.16,0,1,1,2,0.1,0,1
2.123,239.375,0,15,230,23,0.1,0.16,0,1,1,2,0.1,0,1
2.138,239.465,0,15,230,23,0.1,0.16,0,1,1,2,0.1,0,1
2.142,239.561,0,15,231,24,0.12,0.16,0,1,1,2,0.11,0,1
2.15,239.616,0,15,231,24,0.12,0.16,0,1,1,2,0.11,0,1
2.139,239.483,0,15,231,24,0.12,0.16,0,1,1,2,0.11,0,1
2.135,239.511,0,15,232,24,0.13,0.16,0,1,1,2,0.12,0,1
2.142,239.383,0,15,230,23,0.1,0.16,0,1,1,2,0.1,0,1
2.14,239.506,0,15,232,24,0.13,0.16,0,1,1,2,0.12,0,1
2.145,239.438,0,15,230,23,0.1,0.16,0,1,1,2,0.1,0,1
2.147,239.334,0,15,231,24,0.12,0.16,0,1,1,2,0.11,0,1
2.146,239.274,0,15,232,24,0.13,0.16,0,1,1,2,0.12,0,1
2.143,239.357,0,15,232,24,0.13,0.16,0,1,1,2,0.12,0,1
2.142,239.435,0,15,232,24,0.13,0.16,0,1,1,2,0.12,0,1
2.148,239.47,0,15,232,24,0.13,0.16,0,1,1,2,0.12,0,1
2.145,239.636,0,15,232,24,0.13,0.16,0,1,1,2,0.12,0,1
2.143,239.561,0,15,233,24,0.15,0.16,0,1,1,2,0.13,0,1
2.148,239.709,0,15,232,24,0.13,0.16,0,1,1,2,0.12,0,1
2.144,239.758,0,15,232,24,0.13,0.16,0,1,1,2,0.12,0,1
2.146,239.785,0,15,232,24,0.13,0.16,0,1,1,2,0.12,0,1
2.137,239.689,0,15,231,24,0.12,0.16,0,1,1,2,0.11,0,1
2.147,239.588,0,15,233,24,0.15,0.16,0,1,1,2,0.13,0,1
2.148,239.397,0,15,232,24,0.13,0.16,0,1,1,2,0.12,0,1
2.146,239.301,0,15,232,24,0.13,0.16,0,1,1,2,0.12,0,1
2.137,239.191,0,15,231,24,0.12,0.16,0,1,1,2,0.11,0,1
2.137,239.147,0,15,233,24,0.15,0.16,0,1,1,2,0.13,0,1
2.147,239.231,0,15,233,24,0.15,0.16,0,1,1,2,0.13,0,1
2.147,239.255,0,15,232,24,0.13,0.16,0,1,1,2,0.12,0,1
2.137,239.337,0,15,232,24,0.13,0.16,0,1,1,2,0.12,0,1
2.142,239.384,0,15,232,24,0.13,0.16,0,1,1,2,0.12,0,1
2.147,239.403,0,15,232,24,0.13,0.16,0,1,1,2,0.12,0,1
2.149,239.399,0,15,233,24,0.15,0.16,0,1,1,2,0.13,0,1
2.147,239.465,0,15,232,24,0.13,0.16,0,1,1,2,0.12,0,1
2.142,239.359,0,15,232,24,0.13,0.16,0,1,1,2,0.12,0,1
2.145,239.239,0,15,233,24,0.15,0.16,0,1,1,2,0.13,0,1
2.141,239.212,0,15,232,24,0.13,0.16,0,1,1,2,0.12,0,1
2.141,239.255,0,15,232,24,0.13,0.16,0,1,1,2,0.12,0,1
2.147,239.326,0,15,233,24,0.15,0.16,0,1,1,2,0.13,0,1
2.148,239.521,0,15,233,24,0.15,0.16,0,1,1,2,0.13,0,1
2.101,239.908,0,30,225,23,0.03,0.32,0,1,1,3,0.05,0,1
2.102,239.784,0,30,226,23,0.04,0.32,0,1,1,3,0.06,0,1
2.106,239.546,0,30,225,23,0.03,0.32,0,1,1,3,0.05,0,1
2.104,239.392,0,30,226,23,0.04,0.32,0,1,1,3,0.06,0,1
2.102,239.469,0,30,225,23,0.03,0.32,0,1,1,3,0.05,0,1
2.106,239.72,0,30,226,23,0.04,0.32,0,1,1,3,0.06,0,1
2.111,239.904,0,30,226,23,0.04,0.32,0,1,1,3,0.06,0,1
2.105,239.939,0,30,226,23,0.04,0.32,0,1,1,3,0.06,0,1
2.099,240.078,0,30,226,23,0.04,0.32,0,1,1,3,0.06,0,1
2.097,239.888,0,30,226,23,0.04,0.32,0,1,1,3,0.06,0,1
2.105,239.696,0,30,226,23,0.04,0.32,0,1,1,3,0.06,0,1
2.102,239.666,0,30,226,23,0.04,0.32,0,1,1,3,0.06,0,1
2.095,239.651,0,30,226,23,0.04,0.32,0,1,1,3,0.06,0,1
2.109,239.642,0,30,226,23,0.04,0.32,0,1,1,3,0.06,0,1
2.115,239.575,0,30,227,23,0.06,0.32,0,1,1,3,0.07,0,1
2.104,239.732,0,30,227,23,0.06,0.32,0,1,1,3,0.07,0,1
2.114,239.772,0,30,227,23,0.06,0.32,0,1,1,3,0.07,0,1
2.111,239.912,0,30,227,23,0.06,0.32,0,1,1,3,0.07,0,1
2.116,240.028,0,30,227,23,0.06,0.32,0,1,1,3,0.07,0,1
2.117,240.108,0,30,227,23,0.06,0.32,0,1,1,3,0.07,0,1
2.113,240.039,0,30,227,23,0.06,0.32,0,1,1,3,0.07,0,1
2.122,239.978,0,30,227,23,0.06,0.32,0,1,1,3,0.07,0,1
2.115,239.905,0,30,227,23,0.06,0.32,0,1,1,3,0.07,0,1
2.115,239.835,0,30,227,23,0.06,0.32,0,1,1,3,0.07,0,1
2.116,239.607,0,30,227,23,0.06,0.32,0,1,1,3,0.07,0,1
2.113,239.669,0,30,227,23,0.06,0.32,0,1,1,3,0.07,0,1
2.122,239.676,0,30,227,23,0.06,0.32,0,1,1,3,0.07,0,1
2.115,239.825,0,30,228,23,0.07,0.32,0,1,1,3,0.08,0,1
2.119,240.009,0,30,228,23,0.07,0.32,0,1,1,3,0.08,0,1
2.118,240.233,0,30,228,23,0.07,0.32,0,1,1,3,0.08,0,1
2.129,239.894,0,30,228,23,0.07,0.32,0,1,1,3,0.08,0,1
2.125,239.761,0,30,229,23,0.09,0.32,0,1,1,3,0.09,0,1
2.125,239.721,0,30,228,23,0.07,0.32,0,1,1,3,0.08,0,1
2.13,240.021,0,30,229,23,0.09,0.32,0,1,1,3,0.09,0,1
2.127,240.189,0,30,228,23,0.07,0.32,0,1,1,3,0.08,0,1
2.127,240.042,0,30,229,23,0.09,0.32,0,1,1,3,0.09,0,1
2.123,239.841,0,30,230,23,0.1,0.32,0,1,1,3,0.1,0,1
2.125,239.627,0,30,229,23,0.09,0.32,0,1,1,3,0.09,0,1
2.131,239.617,0,30,229,23,0.09,0.32,0,1,1,3,0.09,0,1
2.127,239.767,0,30,230,23,0.1,0.32,0,1,1,3,0.1,0,1
2.128,240.108,0,30,231,24,0.12,0.32,0,1,1,3,0.11,0,1
2.13,240.097,0,30,231,24,0.12,0.32,0,1,1,3,0.11,0,1
2.138,239.818,0,30,231,24,0.12,0.32,0,1,1,3,0.11,0,1
2.137,239.791,0,30,231,24,0.12,0.32,0,1,1,3,0.11,0,1
2.139,239.722,0,30,231,24,0.12,0.32,0,1,1,3,0.11,0,1
2.141,239.787,0,30,231,24,0.12,0.32,0,1,1,3,0.11,0,1
2.12,239.736,0,30,231,24,0.12,0.32,0,1,1,3,0.11,0,1
2.126,239.743,0,30,231,24,0.12,0.32,0,1,1,3,0.11,0,1
2.116,239.717,0,30,231,24,0.12,0.32,0,1,1,3,0.11,0,1
2.122,239.776,0,30,232,24,0.13,0.32,0,1,1,3,0.12,0,1
2.133,239.911,0,30,232,24,0.13,0.32,0,1,1,3,0.12,0,1
2.135,240.13,0,30,232,24,0.13,0.32,0,1,1,3,0.12,0,1
2.123,240.174,0,30,232,24,0.13,0.32,0,1,1,3,0.12,0,1
2.133,240.192,0,30,232,24,0.13,0.32,0,1,1,3,0.12,0,1
2.136,240.183,0,30,232,24,0.13,0.32,0,1,1,3,0.12,0,1
2.131,240.275,0,30,232,24,0.13,0.32,0,1,1,3,0.12,0,1
2.129,240.11,0,30,232,24,0.13,0.32,0,1,1,3,0.12,0,1
2.143,240.127,0,30,232,24,0.13,0.32,0,1,1,3,0.12,0,1
2.139,239.932,0,30,232,24,0.13,0.32,0,1,1,3,0.12,0,1
2.127,239.907,0,30,232,24,0.13,0.32,0,1,1,3,0.12,0,1
2.133,239.689,0,30,233,24,0.15,0.32,0,1,1,3,0.13,0,1
2.13,239.63,0,30,232,24,0.13,0.32,0,1,1,3,0.12,0,1
2.125,239.579,0,30,232,24,0.13,0.32,0,1,1,3,0.12,0,1
2.137,239.688,0,30,233,24,0.15,0.32,0,1,1,3,0.13,0,1
2.142,239.877,0,30,233,24,0.15,0.32,0,1,1,3,0.13,0,1
2.132,240.001,0,30,233,24,0.15,0.32,0,1,1,3,0.13,0,1
2.132,240.184,0,30,232,24,0.13,0.32,0,1,1,3,0.12,0,1
2.136,240.18,0,30,232,24,0.13,0.32,0,1,1,3,0.12,0,1
2.137,240.097,0,30,232,24,0.13,0.32,0,1,1,3,0.12,0,1
2.131,239.996,0,30,233,24,0.15,0.32,0,1,1,3,0.13,0,1
2.138,239.923,0,30,233,24,0.15,0.32,0,1,1,3,0.13,0,1
2.142,239.867,0,30,233,24,0.15,0.32,0,1,1,3,0.13,0,1
2.135,239.891,0,30,233,24,0.15,0.32,0,1,1,3,0.13,0,1
2.13,239.873,0,30,233,24,0.15,0.32,0,1,1,3,0.13,0,1
2.131,239.84,0,30,233,24,0.15,0.32,0,1,1,3,0.13,0,1
2.131,239.822,0,30,233,24,0.15,0.32,0,1,1,3,0.13,0,1
2.136,239.798,0,30,233,24,0.15,0.32,0,1,1,3,0.13,0,1
2.136,239.672,0,30,232,24,0.13,0.32,0,1,1,3,0.12,0,1
2.138,239.656,0,30,233,24,0.15,0.32,0,1,1,3,0.13,0,1
2.135,239.429,0,30,233,24,0.15,0.32,0,1,1,3,0.13,0,1
2.132,239.485,0,30,232,24,0.13,0.32,0,1,1,3,0.12,0,1
0.536,240.514,0,45,232,24,0.13,0.47,0,1,1,4,0.12,0,1
2.104,240.354,0,45,230,23,0.1,0.47,0,1,1,4,0.1,0,1
2.105,240.358,0,45,229,23,0.09,0.47,0,1,1,4,0.09,0,1
2.105,240.343,0,45,229,23,0.09,0.47,0,1,1,4,0.09,0,1
2.094,240.202,0,45,229,23,0.09,0.47,0,1,1,4,0.09,0,1
2.097,240.12,0,45,229,23,0.09,0.47,0,1,1,4,0.09,0,1
2.095,240.218,0,45,229,23,0.09,0.47,0,1,1,4,0.09,0,1
2.109,240.343,0,45,230,23,0.1,0.47,0,1,1,4,0.1,0,1
2.105,240.427,0,45,230,23,0.1,0.47,0,1,1,4,0.1,0,1
2.112,240.528,0,45,229,23,0.09,0.47,0,1,1,4,0.09,0,1
2.11,240.546,0,45,231,24,0.12,0.47,0,1,1,4,0.11,0,1
2.111,240.594,0,45,230,23,0.1,0.47,0,1,1,4,0.1,0,1
2.104,240.507,0,45,231,24,0.12,0.47,0,1,1,4,0.11,0,1
2.105,240.57,0,45,230,23,0.1,0.47,0,1,1,4,0.1,0,1
2.112,240.437,0,45,230,23,0.1,0.47,0,1,1,4,0.1,0,1
2.118,240.458,0,45,231,24,0.12,0.47,0,1,1,4,0.11,0,1
2.105,240.419,0,45,232,24,0.13,0.47,0,1,1,4,0.12,0,1
2.109,240.321,0,45,231,24,0.12,0.47,0,1,1,4,0.11,0,1
2.111,240.32,0,45,231,24,0.12,0.47,0,1,1,4,0.11,0,1
2.107,240.304,0,45,232,24,0.13,0.47,0,1,1,4,0.12,0,1
2.115,240.087,0,45,231,24,0.12,0.47,0,1,1,4,0.11,0,1
2.103,239.823,0,45,231,24,0.12,0.47,0,1,1,4,0.11,0,1
2.11,239.822,0,45,231,24,0.12,0.47,0,1,1,4,0.11,0,1
2.11,240.029,0,45,231,24,0.12,0.47,0,1,1,4,0.11,0,1
2.115,240.1,0,45,231,24,0.12,0.47,0,1,1,4,0.11,0,1
2.125,240.158,0,45,231,24,0.12,0.47,0,1,1,4,0.11,0,1
2.112,240.363,0,45,231,24,0.12,0.47,0,1,1,4,0.11,0,1
2.118,240.528,0,45,232,24,0.13,0.47,0,1,1,4,0.12,0,1
2.118,240.689,0,45,232,24,0.13,0.47,0,1,1,4,0.12,0,1
2.126,240.646,0,45,233,24,0.15,0.47,0,1,1,4,0.13,0,1
2.135,240.628,0,45,233,24,0.15,0.47,0,1,1,4,0.13,0,1
2.127,240.551,0,45,233,24,0.15,0.47,0,1,1,4,0.13,0,1
2.127,240.595,0,45,233,24,0.15,0.47,0,1,1,4,0.13,0,1
2.131,240.565,0,45,233,24,0.15,0.47,0,1,1,4,0.13,0,1
2.126,240.587,0,45,233,24,0.15,0.47,0,1,1,4,0.13,0,1
2.125,240.441,0,45,233,24,0.15,0.47,0,1,1,4,0.13,0,1
2.127,240.352,0,45,233,24,0.15,0.47,0,1,1,4,0.13,0,1
2.133,240.257,0,45,233,24,0.15,0.47,0,1,1,4,0.13,0,1
2.129,240.131,0,45,233,24,0.15,0.47,0,1,1,4,0.13,0,1
2.123,240.117,0,45,233,24,0.15,0.47,0,1,1,4,0.13,0,1
2.135,240.361,0,45,233,24,0.15,0.47,0,1,1,4,0.13,0,1
2.128,240.594,0,45,233,24,0.15,0.47,0,1,1,4,0.13,0,1
2.118,240.223,0,45,233,24,0.15,0.47,0,1,1,4,0.13,0,1
2.128,240.127,0,45,233,24,0.15,0.47,0,1,1,4,0.13,0,1
2.128,240.196,0,45,233,24,0.15,0.47,0,1,1,4,0.13,0,1
2.128,240.388,0,45,233,24,0.15,0.47,0,1,1,4,0.13,0,1
2.127,240.542,0,45,233,24,0.15,0.47,0,1,1,4,0.13,0,1
2.13,240.644,0,45,233,24,0.15,0.47,0,1,1,4,0.13,0,1
2.137,240.669,0,45,234,24,0.16,0.47,0,1,1,4,0.14,0,1
2.128,240.656,0,45,233,24,0.15,0.47,0,1,1,4,0.13,0,1
2.131,240.426,0,45,234,24,0.16,0.47,0,1,1,4,0.14,0,1
2.125,240.258,0,45,234,24,0.16,0.47,0,1,1,4,0.14,0,1
2.129,240.256,0,45,234,24,0.16,0.47,0,1,1,4,0.14,0,1
2.131,240.144,0,45,234,24,0.16,0.47,0,1,1,4,0.14,0,1
2.123,240.124,0,45,234,24,0.16,0.47,0,1,1,4,0.14,0,1
2.121,240.033,0,45,234,24,0.16,0.47,0,1,1,4,0.14,0,1
2.131,240.259,0,45,234,24,0.16,0.47,0,1,1,4,0.14,0,1
2.134,240.505,0,45,234,24,0.16,0.47,0,1,1,4,0.14,0,1
2.128,240.592,0,45,235,24,0.18,0.47,0,1,1,4,0.15,0,1
2.133,240.735,0,45,234,24,0.16,0.47,0,1,1,4,0.14,0,1
2.133,240.746,0,45,234,24,0.16,0.47,0,1,1,4,0.14,0,1
2.128,240.734,0,45,235,24,0.18,0.47,0,1,1,4,0.15,0,1
2.145,240.819,0,45,235,24,0.18,0.47,0,1,1,4,0.15,0,1
2.133,240.645,0,45,234,24,0.16,0.47,0,1,1,4,0.14,0,1
2.138,240.597,0,45,235,24,0.18,0.47,0,1,1,4,0.15,0,1
2.136,240.462,0,45,235,24,0.18,0.47,0,1,1,4,0.15,0,1
2.137,240.511,0,45,236,24,0.19,0.47,0,1,1,4,0.16,0,1
2.15,240.644,0,45,235,24,0.18,0.47,0,1,1,4,0.15,0,1
2.14,240.881,0,45,235,24,0.18,0.47,0,1,1,4,0.15,0,1
2.143,240.975,0,45,235,24,0.18,0.47,0,1,1,4,0.15,0,1
2.146,240.822,0,45,236,24,0.19,0.47,0,1,1,4,0.16,0,1
2.136,240.419,0,45,236,24,0.19,0.47,0,1,1,4,0.16,0,1
2.133,240.443,0,45,235,24,0.18,0.47,0,1,1,4,0.15,0,1
2.129,240.614,0,45,235,24,0.18,0.47,0,1,1,4,0.15,0,1
2.133,240.729,0,45,236,24,0.19,0.47,0,1,1,4,0.16,0,1
2.139,240.819,0,45,235,24,0.18,0.47,0,1,1,4,0.15,0,1
2.126,240.895,0,45,236,24,0.19,0.47,0,1,1,4,0.16,0,1
2.139,240.802,0,45,236,24,0.19,0.47,0,1,1,4,0.16,0,1
2.132,240.884,0,45,236,24,0.19,0.47,0,1,1,4,0.16,0,1
2.136,240.813,0,45,235,24,0.18,0.47,0,1,1,4,0.15,0,1
2.134,240.703,0,60,236,24,0.19,0.63,0,1,1,5,0.16,0,1
2.13,240.617,0,60,236,24,0.19,0.63,0,1,1,5,0.16,0,1
2.136,240.491,0,60,235,24,0.18,0.63,0,1,1,5,0.15,0,1
2.134,240.495,0,60,236,24,0.19,0.63,0,1,1,5,0.16,0,1
2.126,240.459,0,60,236,24,0.19,0.63,0,1,1,5,0.16,0,1
2.137,240.432,0,60,235,24,0.18,0.63,0,1,1,5,0.15,0,1
2.126,240.528,0,60,235,24,0.18,0.63,0,1,1,5,0.15,0,1
2.128,240.65,0,60,235,24,0.18,0.63,0,1,1,5,0.15,0,1
2.094,240.131,0,60,230,23,0.1,0.63,0,1,1,5,0.1,0,1
2.098,239.789,0,60,230,23,0.1,0.63,0,1,1,5,0.1,0,1
2.106,240.302,0,60,231,24,0.12,0.63,0,1,1,5,0.11,0,1
2.09,240.628,0,60,231,24,0.12,0.63,0,1,1,5,0.11,0,1
2.101,239.982,0,60,229,23,0.09,0.63,0,1,1,5,0.09,0,1
2.11,240.255,0,60,230,23,0.1,0.63,0,1,1,5,0.1,0,1
2.101,239.977,0,60,231,24,0.12,0.63,0,1,1,5,0.11,0,1
2.111,239.951,0,60,231,24,0.12,0.63,0,1,1,5,0.11,0,1
2.11,240.374,0,60,231,24,0.12,0.63,0,1,1,5,0.11,0,1
2.095,240.56,0,60,232,24,0.13,0.63,0,1,1,5,0.12,0,1
2.096,240.206,0,60,231,24,0.12,0.63,0,1,1,5,0.11,0,1
2.1,240.293,0,60,232,24,0.13,0.63,0,1,1,5,0.12,0,1
2.096,239.99,0,60,232,24,0.13,0.63,0,1,1,5,0.12,0,1
2.092,239.798,0,60,232,24,0.13,0.63,0,1,1,5,0.12,0,1
2.092,240.17,0,60,232,24,0.13,0.63,0,1,1,5,0.12,0,1
2.095,240.361,0,60,232,24,0.13,0.63,0,1,1,5,0.12,0,1
2.091,240.351,0,60,231,24,0.12,0.63,0,1,1,5,0.11,0,1
2.097,240.05,0,60,233,24,0.15,0.63,0,1,1,5,0.13,0,1
2.094,240.054,0,60,232,24,0.13,0.63,0,1,1,5,0.12,0,1
