Workstation_ID,RMS_Current(A),RMS_Voltage(V),PF,Power(W),Power(KW)
9,2.992,240.951,0.49,363.547,0.364
9,2.992,240.951,0.49,363.547,0.364
9,3.01,241.107,0.495,369.059,0.369
9,3.01,241.107,0.495,369.059,0.369
9,3.058,241.27,0.492,372.467,0.372
9,3.058,241.27,0.492,372.467,0.372
9,3.058,241.319,0.492,372.421,0.372
9,3.058,241.319,0.492,372.421,0.372
9,3.048,241.231,0.491,371.959,0.372
9,3.048,241.231,0.491,371.959,0.372
9,3.064,241.086,0.491,372.906,0.373
9,3.064,241.086,0.491,372.906,0.373
9,3.06,240.959,0.492,373.024,0.373
9,3.06,240.959,0.492,373.024,0.373
9,3.078,240.894,0.492,375.456,0.375
9,3.078,240.894,0.492,375.456,0.375
9,3.067,240.94,0.491,374.2,0.374
9,3.067,240.94,0.491,374.2,0.374
9,3.055,241.054,0.492,372.861,0.373
9,3.055,241.054,0.492,372.861,0.373
9,3.057,241.207,0.492,372.029,0.372
9,3.057,241.207,0.492,372.029,0.372
9,3.05,241.238,0.491,371.549,0.372
9,3.05,241.238,0.491,371.549,0.372
9,3.052,241.1,0.495,374.027,0.374
9,3.052,241.1,0.495,374.027,0.374
9,3.063,240.91,0.492,373.504,0.374
9,3.063,240.91,0.492,373.504,0.374
9,3.056,240.779,0.491,372.043,0.372
9,3.056,240.779,0.491,372.043,0.372
9,3.056,240.823,0.492,372.691,0.373
9,3.056,240.823,0.492,372.691,0.373
9,3.061,240.957,0.492,373.206,0.373
9,3.061,240.957,0.492,373.206,0.373
9,3.056,241.092,0.493,372.454,0.372
9,3.056,241.092,0.493,372.454,0.372
9,3.07,241.137,0.493,375.527,0.376
9,3.07,241.137,0.493,375.527,0.376
9,3.059,241.027,0.491,372.809,0.373
9,3.059,241.027,0.491,372.809,0.373
9,3.045,240.859,0.492,371.425,0.371
9,3.045,240.859,0.492,371.425,0.371
9,3.048,240.775,0.491,371.711,0.372
9,3.048,240.775,0.491,371.711,0.372
9,3.043,240.844,0.491,371.246,0.371
9,3.043,240.844,0.491,371.246,0.371
9,3.061,240.956,0.493,374.284,0.374
9,3.061,240.956,0.493,374.284,0.374
9,3.088,241.116,0.492,375.854,0.376
9,3.088,241.116,0.492,375.854,0.376
9,3.069,241.177,0.492,373.698,0.374
9,3.069,241.177,0.492,373.698,0.374
9,3.063,241.123,0.491,373.064,0.373
9,3.063,241.123,0.491,373.064,0.373
9,3.062,240.958,0.492,372.916,0.373
9,3.062,240.958,0.492,372.916,0.373
9,3.054,240.819,0.493,372.508,0.373
9,3.054,240.819,0.493,372.508,0.373
9,3.073,240.762,0.493,375.861,0.376
9,3.073,240.762,0.493,375.861,0.376
9,3.068,240.825,0.492,374.567,0.375
9,3.068,240.825,0.492,374.567,0.375
9,3.057,240.873,0.49,371.279,0.371
9,3.057,240.873,0.49,371.279,0.371
9,3.052,240.998,0.491,371.686,0.372
9,3.052,240.998,0.491,371.686,0.372
9,3.05,241.096,0.492,371.963,0.372
9,3.05,241.096,0.492,371.963,0.372
9,3.063,241.162,0.493,374.328,0.374
9,3.063,241.162,0.493,374.328,0.374
9,3.08,241.15,0.491,375.006,0.375
9,3.08,241.15,0.491,375.006,0.375
9,3.053,241.094,0.493,373.212,0.373
9,3.053,241.094,0.493,373.212,0.373
9,3.046,240.983,0.493,372.727,0.373
9,3.046,240.983,0.493,372.727,0.373
9,3.042,240.866,0.494,372.085,0.372
9,3.042,240.866,0.494,372.085,0.372
9,3.04,240.779,0.494,371.267,0.371
9,3.04,240.779,0.494,371.267,0.371
9,3.064,240.722,0.493,374.978,0.375
9,3.064,240.722,0.493,374.978,0.375
9,3.055,240.734,0.493,374.032,0.374
9,3.055,240.734,0.493,374.032,0.374
9,3.045,240.798,0.493,372.065,0.372
9,3.045,240.798,0.493,372.065,0.372
9,3.045,240.865,0.493,372.257,0.372
9,3.035,240.971,0.492,370.915,0.371
9,3.022,241.101,0.493,369.098,0.369
9,3.035,241.19,0.492,369.732,0.37
9,3.007,241.227,0.49,365.495,0.365
9,2.995,241.206,0.491,365.007,0.365
9,2.995,241.205,0.49,363.81,0.364
9,2.988,241.12,0.489,362.896,0.363
9,3.008,241.047,0.492,367.192,0.367
9,3.019,241.107,0.491,368.148,0.368
9,3.024,241.185,0.491,368.408,0.368
9,3.014,241.429,0.489,366.754,0.367
9,3.015,241.533,0.492,367.948,0.368
9,3.049,241.603,0.492,371.991,0.372
9,3.081,241.461,0.491,374.915,0.375
9,3.06,241.276,0.49,372.87,0.373
9,3.061,241.236,0.491,373.141,0.373
9,3.053,241.212,0.491,372.143,0.372
9,3.052,241.351,0.491,371.735,0.372
9,3.08,241.507,0.493,376.791,0.377
9,3.076,241.519,0.491,374.886,0.375
9,3.065,241.509,0.49,372.719,0.373
9,3.06,241.313,0.49,372.525,0.373
9,3.057,241.232,0.49,372.445,0.372
9,3.066,241.283,0.493,374.837,0.375
9,3.087,241.326,0.491,376.947,0.377
9,3.071,241.459,0.49,373.564,0.374
9,3.067,241.501,0.49,372.871,0.373
9,3.067,241.404,0.491,373.01,0.373
9,3.067,241.282,0.489,372.533,0.373
9,3.085,241.181,0.491,375.809,0.376
9,3.08,241.203,0.489,374.677,0.375
9,3.073,241.305,0.489,373.188,0.373
9,3.064,241.41,0.49,372.135,0.372
9,3.06,241.463,0.489,371.42,0.371
9,3.069,241.297,0.492,374.106,0.374
9,3.086,241.175,0.49,375.781,0.376
9,3.064,241.13,0.49,373.086,0.373
9,3.059,241.119,0.491,372.786,0.373
9,3.056,241.243,0.489,371.243,0.371
9,3.053,241.331,0.491,371.809,0.372
9,3.079,241.269,0.495,376.552,0.377
9,3.072,241.116,0.492,375.155,0.375
9,3.059,240.972,0.491,372.386,0.372
9,3.059,240.958,0.492,373.254,0.373
9,3.063,240.99,0.49,372.744,0.373
9,3.066,241.246,0.493,374.821,0.375
9,3.083,241.428,0.492,376.497,0.376
9,3.061,241.457,0.49,373.095,0.373
9,3.05,241.429,0.492,372.097,0.372
9,3.055,241.272,0.492,372.554,0.373
9,3.061,241.139,0.491,372.901,0.373
9,3.084,241.081,0.492,376.271,0.376
9,3.078,241.114,0.489,374.111,0.374
9,3.066,241.237,0.49,373.095,0.373
9,3.061,241.368,0.489,372.097,0.372
9,3.074,241.477,0.491,373.829,0.374
9,3.083,241.544,0.492,375.231,0.375
9,3.102,241.478,0.491,377.801,0.378
9,3.071,241.34,0.49,373.359,0.373
9,3.056,241.21,0.492,372.406,0.372
9,3.05,241.137,0.491,371.842,0.372
9,3.044,241.078,0.491,371.362,0.371
9,3.061,241.091,0.494,375.391,0.375
9,3.063,241.132,0.491,374.084,0.374
9,3.052,241.214,0.491,372.391,0.372
9,3.053,241.324,0.492,372.39,0.372
9,3.063,241.451,0.49,372.66,0.373
9,3.065,241.555,0.492,373.921,0.374
9,3.081,241.6,0.49,374.818,0.375
9,3.056,241.606,0.489,371.653,0.372
9,3.043,241.551,0.492,371.645,0.372
9,3.043,241.421,0.491,371.087,0.371
9,3.051,241.285,0.492,371.856,0.372
9,3.068,241.178,0.493,374.596,0.375
9,3.067,241.112,0.492,374.492,0.374
9,3.057,241.104,0.492,373.119,0.373
9,3.053,241.163,0.491,371.691,0.372
9,3.055,241.294,0.491,372.547,0.373
9,3.053,241.44,0.494,373.459,0.373
9,3.072,241.458,0.493,375.939,0.376
9,3.043,241.377,0.491,371.73,0.372
9,3.034,241.235,0.493,371.427,0.371
9,3.041,241.14,0.492,371.303,0.371
9,3.051,241.152,0.491,371.695,0.372
9,3.062,241.269,0.494,375.085,0.375
9,3.069,241.429,0.49,374.18,0.374
9,3.054,241.523,0.491,371.814,0.372
9,3.054,241.465,0.49,371.426,0.371
9,3.058,241.327,0.491,373.132,0.373
9,3.055,241.239,0.492,373.116,0.373
9,3.08,241.302,0.491,375.937,0.376
9,3.071,241.456,0.491,374.425,0.374
9,3.06,241.631,0.491,372.919,0.373
9,3.06,241.695,0.491,372.918,0.373
9,3.065,241.635,0.49,372.606,0.373
9,3.066,241.512,0.491,373.899,0.374
9,3.063,241.392,0.49,373.756,0.374
9,3.052,241.369,0.491,372.395,0.372
9,3.05,241.378,0.492,372.392,0.372
9,3.053,241.462,0.492,372.945,0.373
9,3.056,241.594,0.492,373.04,0.373
9,3.08,241.674,0.492,375.906,0.376
9,3.061,241.675,0.49,372.964,0.373
9,3.048,241.586,0.491,372.182,0.372
9,3.053,241.47,0.492,373.032,0.373
9,3.058,241.378,0.491,372.653,0.373
9,3.063,241.341,0.493,374.611,0.375
9,3.073,241.365,0.491,375.434,0.375
9,3.057,241.434,0.491,373.082,0.373
9,3.054,241.535,0.491,372.674,0.373
9,3.053,241.618,0.491,373.199,0.373
9,3.05,241.722,0.492,373.033,0.373
9,3.071,241.816,0.492,375.21,0.375
9,3.059,241.831,0.491,373.988,0.374
9,3.042,241.785,0.492,372.352,0.372
9,3.05,241.718,0.492,372.374,0.372
9,3.038,241.616,0.491,370.381,0.37
9,3.034,241.533,0.491,370.258,0.37
9,3.034,241.434,0.49,370.401,0.37
9,3.009,241.366,0.491,367.19,0.367
9,2.996,241.313,0.49,365.59,0.366
9,2.992,241.323,0.49,365.046,0.365
9,2.988,241.353,0.49,364.269,0.364
9,3.023,241.41,0.492,368.509,0.369
9,3.01,241.482,0.49,366.131,0.366
9,2.996,241.587,0.49,364.713,0.365
9,3.002,241.672,0.49,365.38,0.365
9,3.002,241.693,0.49,364.96,0.365
9,3.005,241.647,0.492,366.658,0.367
9,3.027,241.574,0.49,369.176,0.369
9,3.008,241.481,0.49,365.961,0.366
9,2.986,241.395,0.489,363.085,0.363
9,2.946,241.332,0.49,359.219,0.359
9,2.934,241.339,0.489,356.908,0.357
9,2.947,241.337,0.49,358.379,0.358
9,2.93,241.358,0.489,356.446,0.356
9,2.922,241.41,0.49,355.633,0.356
9,2.92,241.494,0.489,354.053,0.354
9,2.913,241.623,0.489,353.517,0.354
9,2.922,241.702,0.49,355.992,0.356
9,2.967,241.708,0.49,359.944,0.36
9,2.974,241.683,0.487,359.927,0.36
9,2.98,241.55,0.487,360.995,0.361
9,2.971,241.441,0.487,360.053,0.36
9,2.969,241.368,0.486,358.801,0.359
9,2.99,241.325,0.489,362.958,0.363
9,2.979,241.294,0.487,361.301,0.361
9,2.971,241.397,0.489,360.601,0.361
9,2.972,241.517,0.488,359.892,0.36
9,2.955,241.628,0.487,358.292,0.358
9,2.965,241.734,0.49,360.505,0.361
9,2.997,241.749,0.489,363.545,0.364
9,2.964,241.668,0.487,358.735,0.359
9,2.936,241.514,0.487,355.705,0.356
9,2.922,241.357,0.489,354.505,0.355
9,2.914,241.288,0.487,352.725,0.353
9,2.932,241.271,0.489,356.666,0.357
9,2.928,241.365,0.488,355.301,0.355
9,2.927,241.523,0.488,354.298,0.354
9,2.92,241.629,0.487,353.638,0.354
9,2.912,241.593,0.489,353.347,0.353
9,2.932,241.509,0.489,355.23,0.355
9,2.949,241.353,0.487,356.826,0.357
9,2.919,241.274,0.488,354.653,0.355
9,2.919,241.277,0.488,354.282,0.354
9,2.917,241.411,0.488,353.057,0.353
9,2.915,241.578,0.487,352.381,0.352
9,2.941,241.512,0.49,357.391,0.357
9,2.937,241.33,0.488,355.466,0.355
9,2.927,241.253,0.487,354.096,0.354
9,2.926,241.357,0.488,354.671,0.355
9,2.923,241.552,0.488,353.77,0.354
9,2.929,241.491,0.49,355.133,0.355
9,2.953,241.25,0.487,356.786,0.357
9,2.934,241.127,0.486,354.214,0.354
9,2.933,241.122,0.487,354.026,0.354
9,2.926,241.294,0.486,352.529,0.353
9,2.918,241.248,0.487,352.782,0.353
9,2.937,241.054,0.489,355.802,0.356
9,2.934,241.054,0.487,354.677,0.355
9,2.927,241.198,0.488,354.327,0.354
9,2.924,241.27,0.487,353.456,0.353
9,2.922,241.169,0.487,353.099,0.353
9,2.93,241.108,0.489,355.378,0.355
9,2.943,241.212,0.488,356.886,0.357
9,2.927,241.309,0.488,354.567,0.355
9,2.919,241.257,0.488,353.111,0.353
9,2.899,241.092,0.486,349.708,0.35
9,2.877,241.05,0.487,348.204,0.348
9,2.895,241.191,0.49,351.509,0.352
9,2.878,241.304,0.487,348.076,0.348
9,2.876,241.258,0.489,348.512,0.349
9,2.879,241.116,0.489,349.273,0.349
9,2.877,240.915,0.488,348.136,0.348
9,2.885,240.883,0.49,350.539,0.351
9,2.903,241.08,0.489,352.348,0.352
9,2.886,241.238,0.49,350.151,0.35
9,2.886,241.384,0.488,349.632,0.35
9,2.873,241.312,0.488,348.284,0.348
9,2.873,241.17,0.489,348.487,0.348
9,2.889,240.89,0.49,350.683,0.351
9,2.877,240.77,0.488,348.43,0.348
9,2.873,240.778,0.489,348.484,0.348
9,2.872,240.976,0.487,347.259,0.347
9,2.885,241.199,0.491,350.318,0.35
9,2.917,241.285,0.491,354.793,0.355
9,2.937,241.21,0.49,356.647,0.357
9,2.923,241.075,0.49,355.161,0.355
9,2.923,240.982,0.491,355.53,0.356
9,2.92,241.006,0.488,353.949,0.354
9,2.925,241.144,0.49,354.784,0.355
9,2.949,241.263,0.491,358.486,0.358
9,2.938,241.237,0.488,355.935,0.356
9,2.927,241.109,0.489,354.87,0.355
9,2.918,241.007,0.489,354.295,0.354
9,2.916,241.054,0.488,353.332,0.353
9,2.922,241.188,0.49,354.78,0.355
9,2.936,241.315,0.489,356.06,0.356
9,2.921,241.296,0.487,353.05,0.353
9,2.916,241.211,0.489,353.55,0.354
9,2.901,241.089,0.489,352.757,0.353
9,2.905,241.047,0.489,352.986,0.353
9,2.925,241.098,0.491,355.886,0.356
9,2.925,241.18,0.487,353.845,0.354
9,2.923,241.298,0.489,354.125,0.354
9,2.916,241.319,0.49,354.239,0.354
9,2.915,241.202,0.489,352.866,0.353
9,2.919,241.079,0.49,354.416,0.354
9,2.928,240.986,0.49,355.938,0.356
9,2.908,240.942,0.489,352.758,0.353
9,2.914,241.013,0.49,353.568,0.354
9,2.907,241.127,0.489,352.764,0.353
9,2.901,241.258,0.489,351.569,0.352
9,2.913,241.27,0.492,354.675,0.355
9,2.902,241.15,0.488,351.79,0.352
9,2.894,241.012,0.489,350.747,0.351
9,2.893,240.924,0.49,351.914,0.352
9,2.896,240.873,0.489,351.775,0.352
9,2.902,240.884,0.49,352.722,0.353
9,2.925,240.976,0.488,354.489,0.354
9,2.914,241.084,0.488,352.83,0.353
9,2.911,241.189,0.489,353.016,0.353
9,2.903,241.171,0.489,351.921,0.352
9,2.906,241.066,0.488,351.224,0.351
9,2.923,240.877,0.491,354.36,0.354
9,2.922,240.741,0.489,354.086,0.354
9,2.923,240.645,0.489,353.669,0.354
9,2.919,240.613,0.488,353.11,0.353
9,2.877,240.721,0.485,346.902,0.347
9,2.867,240.894,0.489,346.923,0.347
9,2.879,241.024,0.489,348.31,0.348
9,2.857,241.079,0.487,344.936,0.345
9,2.859,241.002,0.49,346.561,0.347
9,2.853,240.89,0.487,344.608,0.345
9,2.845,240.777,0.487,343.669,0.344
9,2.859,240.648,0.49,346.846,0.347
9,2.864,240.713,0.487,346.027,0.346
9,2.861,240.876,0.488,345.698,0.346
9,2.86,241.068,0.488,345.425,0.345
9,2.852,241.109,0.487,344.558,0.345
9,2.849,240.982,0.489,344.653,0.345
9,2.865,240.871,0.489,346.688,0.347
9,2.854,240.798,0.488,345.969,0.346
9,2.857,240.928,0.488,345.786,0.346
9,2.85,241.127,0.488,344.907,0.345
9,2.849,241.174,0.487,343.93,0.344
9,2.873,241.068,0.492,349.682,0.35
9,2.884,240.883,0.488,349.33,0.349
9,2.898,240.757,0.489,350.301,0.35
9,2.901,240.848,0.488,351.446,0.351
9,2.899,241.06,0.488,351.029,0.351
9,2.912,241.25,0.49,352.417,0.352
9,2.926,241.196,0.489,354.558,0.355
9,2.913,240.998,0.488,352.747,0.353
9,2.919,240.867,0.489,353.564,0.354
9,2.912,240.883,0.488,352.34,0.352
9,2.908,241.03,0.487,351.506,0.352
9,2.929,241.195,0.49,355.169,0.355
9,2.933,241.118,0.488,354.687,0.355
9,2.928,240.977,0.488,353.604,0.354
9,2.912,240.886,0.487,351.774,0.352
9,2.903,240.829,0.487,351.163,0.351
9,2.901,240.906,0.49,351.779,0.352
9,2.913,240.999,0.489,353.549,0.354
9,2.907,241.151,0.489,352.583,0.353
9,2.913,241.136,0.489,352.361,0.352
9,2.906,241.101,0.488,351.403,0.351
9,2.904,241.056,0.489,351.877,0.352
9,2.915,240.958,0.491,354.185,0.354
9,2.911,240.86,0.489,353.037,0.353
9,2.898,240.79,0.49,352.547,0.353
9,2.897,240.713,0.489,351.48,0.351
9,2.894,240.694,0.488,350.35,0.35
9,2.901,240.758,0.49,351.446,0.351
9,2.924,240.908,0.489,354.583,0.355
9,2.909,241.063,0.488,351.87,0.352
9,2.912,241.143,0.489,352.512,0.353
9,2.906,241.16,0.489,352.332,0.352
9,2.904,241.113,0.488,350.948,0.351
9,2.923,241.041,0.49,353.804,0.354
9,2.918,240.976,0.487,353.124,0.353
9,2.902,240.898,0.489,352.409,0.352
9,2.901,240.941,0.488,351.423,0.351
9,2.901,240.99,0.488,351.13,0.351
9,2.902,241.086,0.49,352.632,0.353
9,2.93,241.245,0.488,354.764,0.355
9,2.927,241.301,0.489,353.947,0.354
9,2.914,241.267,0.488,352.607,0.353
9,2.894,241.153,0.488,350.812,0.351
9,2.898,240.997,0.489,351.081,0.351
9,2.915,240.824,0.491,354.302,0.354
9,2.919,240.797,0.488,353.64,0.354
9,2.914,240.898,0.489,352.793,0.353
9,2.912,240.968,0.488,351.886,0.352
9,2.901,241.077,0.489,351.763,0.352
9,2.904,241.138,0.491,352.828,0.353
9,2.931,241.053,0.488,354.533,0.355
9,2.907,240.971,0.488,352.044,0.352
9,2.901,240.996,0.489,352.583,0.353
9,2.908,241.124,0.488,352.298,0.352
9,2.914,241.233,0.487,351.378,0.351
9,2.935,241.288,0.49,355.982,0.356
9,2.935,241.214,0.487,355.132,0.355
9,2.915,241.077,0.49,353.654,0.354
9,2.906,240.91,0.489,351.933,0.352
9,2.898,240.761,0.489,351.921,0.352
9,2.905,240.743,0.489,352.228,0.352
9,2.936,240.827,0.489,354.903,0.355
9,2.92,240.935,0.488,353.027,0.353
9,2.918,240.996,0.488,352.813,0.353
9,2.914,241.058,0.487,351.589,0.352
9,2.908,241.037,0.488,351.087,0.351
9,2.923,240.991,0.49,354.748,0.355
9,2.921,240.91,0.487,352.956,0.353
9,2.909,240.826,0.489,352.513,0.353
9,2.907,240.856,0.488,352.152,0.352
9,2.901,240.955,0.49,352.627,0.353
9,2.909,241.084,0.49,353.072,0.353
9,2.933,241.201,0.49,355.803,0.356
9,2.914,241.258,0.488,353.368,0.353
9,2.911,241.184,0.489,353.236,0.353
9,2.915,241.092,0.489,353.072,0.353
9,2.907,240.984,0.489,352.387,0.352
9,2.923,240.885,0.491,355.53,0.356
9,2.927,240.828,0.489,355.258,0.355
9,2.916,240.872,0.488,353.456,0.353
9,2.919,240.956,0.486,352.233,0.352
9,2.921,241.073,0.487,352.598,0.353
9,2.922,241.139,0.489,353.503,0.354
9,2.944,241.208,0.488,355.98,0.356
9,2.93,241.199,0.488,354.195,0.354
9,2.933,241.141,0.489,354.157,0.354
9,2.916,241.054,0.487,351.966,0.352
9,2.916,240.973,0.489,353.798,0.354
9,2.943,240.883,0.491,357.971,0.358
9,2.958,240.855,0.49,359.258,0.359
9,2.952,240.929,0.489,358.725,0.359
9,2.966,241.014,0.49,360.987,0.361
9,2.973,241.166,0.49,360.916,0.361
9,2.977,241.307,0.491,361.58,0.362
9,2.998,241.341,0.49,364.096,0.364
9,2.977,241.294,0.489,361.497,0.361
9,2.977,241.153,0.489,360.259,0.36
9,2.978,241.008,0.489,360.888,0.361
9,2.977,240.898,0.489,361.319,0.361
9,2.993,240.901,0.49,362.915,0.363
9,3.001,240.999,0.488,362.973,0.363
9,2.984,241.171,0.489,361.556,0.362
9,2.981,241.333,0.488,360.726,0.361
9,2.976,241.334,0.491,361.391,0.361
9,2.975,241.203,0.489,360.908,0.361
9,2.999,241.021,0.488,363.398,0.363
9,2.98,240.861,0.489,361.654,0.362
9,2.981,240.903,0.49,362.187,0.362
9,2.981,241.063,0.488,361.234,0.361
9,2.98,241.222,0.488,360.705,0.361
9,2.998,241.198,0.49,363.8,0.364
9,3,241.026,0.488,363.336,0.363
9,2.985,240.917,0.489,361.705,0.362
9,2.985,241.01,0.488,361.591,0.362
9,2.975,241.221,0.488,360.297,0.36
9,2.974,241.229,0.49,361.326,0.361
9,3.004,241.053,0.49,364.685,0.365
9,2.979,240.933,0.489,361.121,0.361
9,2.971,240.994,0.49,360.971,0.361
9,2.983,241.14,0.489,361.602,0.362
9,2.981,241.101,0.488,360.191,0.36
9,2.979,240.978,0.49,361.726,0.362
9,2.977,240.92,0.488,361.066,0.361
9,2.968,241.07,0.49,360.699,0.361
9,2.971,241.158,0.49,360.375,0.36
9,2.966,241.036,0.489,359.799,0.36
9,2.966,240.866,0.49,360.429,0.36
9,2.987,240.923,0.49,363.071,0.363
9,2.97,241.156,0.489,360.037,0.36
9,2.966,241.17,0.49,360.769,0.361
9,2.966,241.025,0.489,359.961,0.36
9,2.964,240.944,0.49,359.629,0.36
9,2.978,241.112,0.491,362.743,0.363
9,2.979,241.185,0.49,361.767,0.362
9,2.965,240.997,0.49,359.926,0.36
9,2.973,240.792,0.49,360.862,0.361
9,2.971,240.783,0.489,359.999,0.36
9,2.963,241.028,0.491,360.511,0.361
9,2.985,241.181,0.49,362.522,0.363
9,2.969,241.093,0.49,360.741,0.361
9,2.978,240.928,0.49,361.508,0.362
9,2.97,240.827,0.488,360.263,0.36
9,2.962,240.914,0.49,359.642,0.36
9,2.972,241.093,0.491,361.785,0.362
9,2.98,241.167,0.489,361.374,0.361
9,2.978,241.065,0.489,360.652,0.361
9,2.973,240.861,0.488,360.328,0.36
9,2.966,240.763,0.489,359.78,0.36
9,2.966,240.794,0.49,360.421,0.36
9,2.991,240.985,0.49,363.178,0.363
9,2.978,241.13,0.489,361.086,0.361
9,2.985,241.134,0.49,362.065,0.362
9,2.98,241.034,0.489,360.491,0.36
9,2.971,240.917,0.489,359.847,0.36
9,2.979,240.794,0.491,362.673,0.363
9,2.987,240.742,0.49,363.297,0.363
9,3.005,240.839,0.491,364.862,0.365
9,3.024,241.011,0.49,366.75,0.367
9,3.023,241.102,0.488,366.103,0.366
9,3.02,241.041,0.49,366.434,0.366
9,3.041,240.963,0.491,369.507,0.37
9,3.024,240.886,0.49,367.406,0.367
9,3.028,240.865,0.489,367.653,0.368
9,3.029,240.98,0.489,367.201,0.367
9,3.024,241.191,0.488,366.149,0.366
9,3.028,241.317,0.49,368.143,0.368
9,3.035,241.263,0.489,368.399,0.368
9,3.029,241.129,0.489,367.506,0.368
9,3.029,240.971,0.488,366.967,0.367
9,3.019,240.933,0.489,366.303,0.366
9,3.003,241.047,0.488,364.091,0.364
9,3.001,241.203,0.49,364.57,0.365
9,2.983,241.252,0.488,361.518,0.362
9,2.989,241.161,0.49,362.38,0.362
9,2.996,241.01,0.489,362.179,0.362
9,3.004,240.892,0.489,364.404,0.364
9,3.029,240.92,0.493,369.68,0.37
9,3.043,241,0.489,369.278,0.369
9,3.037,241.146,0.489,368.004,0.368
9,3.036,241.233,0.489,368.037,0.368
9,3.03,241.186,0.488,366.63,0.367
9,3.032,241.059,0.49,367.648,0.368
9,3.058,240.934,0.491,371.868,0.372
9,3.042,240.837,0.487,368.331,0.368
9,3.004,240.851,0.488,363.924,0.364
9,2.979,240.936,0.488,360.387,0.36
9,2.97,241.038,0.488,359.381,0.359
9,2.98,241.12,0.49,361.505,0.362
9,2.991,241.137,0.488,361.53,0.362
9,2.987,241.127,0.489,362.136,0.362
9,2.989,241.063,0.489,361.941,0.362
9,2.979,241.013,0.488,359.886,0.36
9,2.98,240.944,0.49,361.158,0.361
9,2.995,240.844,0.49,364.235,0.364
9,2.985,240.773,0.488,361.38,0.361
9,2.994,240.784,0.488,362.324,0.362
9,2.983,240.851,0.487,360.597,0.361
9,2.985,240.993,0.488,360.867,0.361
9,3.014,241.093,0.49,364.539,0.365
9,3.024,241.116,0.488,365.502,0.366
9,3.011,241.132,0.49,365.322,0.365
9,3.015,241.053,0.491,366.363,0.366
9,3.023,240.964,0.49,366.811,0.367
9,3.025,240.915,0.491,368.414,0.368
9,3.061,240.918,0.492,373.429,0.373
9,3.057,240.947,0.489,371.395,0.371
9,3.048,241.1,0.489,369.98,0.37
9,3.039,241.201,0.489,369.117,0.369
9,3.042,241.334,0.491,370.246,0.37
9,3.06,241.35,0.493,372.8,0.373
9,3.059,241.267,0.49,372.135,0.372
9,3.048,241.134,0.489,370.283,0.37
9,3.042,240.979,0.491,370.391,0.37
9,3.043,240.794,0.49,369.015,0.369
9,3.043,240.663,0.492,370.564,0.371
9,3.071,240.609,0.492,374.309,0.374
9,3.057,240.68,0.491,371.929,0.372
9,3.049,240.823,0.492,371.204,0.371
9,3.038,241.008,0.491,370.214,0.37
9,3.04,241.117,0.49,369.496,0.369
9,3.057,241.112,0.493,372.355,0.372
9,3.061,241.068,0.489,372.258,0.372
9,3.043,240.907,0.49,369.779,0.37
9,3.04,240.812,0.49,369.318,0.369
9,3.046,240.768,0.49,369.712,0.37
9,3.051,240.79,0.491,371.605,0.372
9,3.078,240.868,0.491,374.008,0.374
9,3.07,240.948,0.488,371.321,0.371
9,3.049,240.99,0.49,370.088,0.37
9,3.039,240.945,0.49,368.891,0.369
9,3.044,240.818,0.49,368.954,0.369
9,3.059,240.642,0.492,371.156,0.371
9,3.062,240.463,0.491,372.079,0.372
9,3.052,240.337,0.491,370.71,0.371
9,3.043,240.271,0.49,368.702,0.369
9,3.044,240.339,0.491,369.743,0.37
9,3.049,240.503,0.493,371.729,0.372
9,3.076,240.652,0.492,374.371,0.374
9,3.066,240.78,0.489,371.088,0.371
9,3.046,240.85,0.49,369.3,0.369
9,3.044,240.771,0.491,369.877,0.37
9,3.048,240.713,0.49,369.497,0.369
9,3.062,240.581,0.492,371.628,0.372
9,3.073,240.511,0.489,372.764,0.373
9,3.055,240.509,0.489,370.541,0.371
9,3.054,240.504,0.49,369.942,0.37
9,3.061,240.59,0.489,370.521,0.371
9,3.06,240.691,0.491,371.493,0.371
9,3.078,240.745,0.491,373.581,0.374
9,3.074,240.844,0.488,371.319,0.371
9,3.05,240.779,0.489,369.395,0.369
9,3.043,240.638,0.49,368.607,0.369
9,3.055,240.495,0.49,369.704,0.37
9,3.058,240.316,0.491,371.02,0.371
9,3.07,240.26,0.49,372.404,0.372
9,3.047,240.257,0.491,370.151,0.37
9,3.045,240.301,0.491,369.228,0.369
9,3.041,240.406,0.492,369.404,0.369
9,3.036,240.463,0.492,369.477,0.369
9,3.058,240.417,0.493,371.89,0.372
9,3.046,240.365,0.491,369.76,0.37
9,3.023,240.195,0.491,367.62,0.368
9,3.022,240.025,0.492,367.741,0.368
9,3.03,239.964,0.491,367.756,0.368
9,3.049,240.056,0.493,370.804,0.371
9,3.069,240.223,0.49,372.565,0.373
9,3.05,240.358,0.491,370.044,0.37
9,3.041,240.517,0.491,368.429,0.368
9,3.044,240.508,0.492,369.77,0.37
9,3.045,240.477,0.492,369.626,0.37
9,3.063,240.366,0.493,372.124,0.372
9,3.058,240.19,0.489,369.995,0.37
9,3.032,240.087,0.491,368.16,0.368
9,3.033,240.093,0.492,368.717,0.369
9,3.047,240.107,0.491,369.888,0.37
9,3.056,240.236,0.491,370.922,0.371
9,3.071,240.406,0.489,371.92,0.372
9,3.051,240.57,0.49,369.641,0.37
9,3.056,240.747,0.49,370.017,0.37
9,3.057,240.85,0.488,369.554,0.37
9,3.053,240.871,0.489,369.981,0.37
