Workstation_ID,RMS_Current(A),RMS_Voltage(V),PF,Power(W),Power(KW)
9,3.077,240.87,0.491,373.517,0.374
9,3.068,240.785,0.488,371.009,0.371
9,3.044,240.679,0.49,369.406,0.369
9,3.048,240.597,0.489,369.276,0.369
9,3.053,240.517,0.489,369.694,0.37
9,3.057,240.52,0.49,371.154,0.371
9,3.08,240.566,0.49,373.685,0.374
9,3.06,240.582,0.488,369.81,0.37
9,3.055,240.693,0.488,369.22,0.369
9,3.068,240.762,0.489,371.23,0.371
9,3.065,240.875,0.488,370.495,0.37
9,3.08,240.932,0.491,373.034,0.373
9,3.075,240.908,0.488,371.538,0.372
9,3.066,240.87,0.488,370.794,0.371
9,3.07,240.771,0.487,370.288,0.37
9,3.07,240.771,0.487,370.288,0.37
9,3.072,240.612,0.488,371.418,0.371
9,3.072,240.612,0.488,371.418,0.371
9,3.075,240.456,0.49,372.858,0.373
9,3.075,240.456,0.49,372.858,0.373
9,3.088,240.328,0.489,374.383,0.374
9,3.088,240.328,0.489,374.383,0.374
9,3.073,240.271,0.488,371.454,0.371
9,3.073,240.271,0.488,371.454,0.371
9,3.072,240.316,0.489,371.314,0.371
9,3.072,240.316,0.489,371.314,0.371
9,3.077,240.405,0.489,371.949,0.372
9,3.077,240.405,0.489,371.949,0.372
9,3.075,240.506,0.489,371.212,0.371
9,3.075,240.506,0.489,371.212,0.371
9,3.1,240.616,0.491,375.579,0.376
9,3.1,240.616,0.491,375.579,0.376
9,3.094,240.621,0.488,373.274,0.373
9,3.094,240.621,0.488,373.274,0.373
9,3.081,240.548,0.488,371.505,0.372
9,3.081,240.548,0.488,371.505,0.372
9,3.081,240.423,0.489,372.339,0.372
9,3.081,240.423,0.489,372.339,0.372
9,3.109,240.33,0.488,375.619,0.376
9,3.109,240.33,0.488,375.619,0.376
9,3.121,240.409,0.49,377.828,0.378
9,3.121,240.409,0.49,377.828,0.378
9,3.15,240.555,0.49,381.532,0.382
9,3.15,240.555,0.49,381.532,0.382
9,3.141,240.688,0.488,379.134,0.379
9,3.141,240.688,0.488,379.134,0.379
9,3.147,240.714,0.489,380.265,0.38
9,3.147,240.714,0.489,380.265,0.38
9,3.144,240.575,0.488,379.731,0.38
9,3.144,240.575,0.488,379.731,0.38
9,3.135,240.416,0.488,378.258,0.378
9,3.135,240.416,0.488,378.258,0.378
9,3.148,240.272,0.49,381.327,0.381
9,3.148,240.272,0.49,381.327,0.381
9,3.15,240.405,0.488,380.602,0.381
9,3.15,240.405,0.488,380.602,0.381
9,3.147,240.54,0.488,379.447,0.379
9,3.147,240.54,0.488,379.447,0.379
9,3.14,240.648,0.488,379.084,0.379
9,3.14,240.648,0.488,379.084,0.379
9,3.141,240.631,0.487,378.935,0.379
9,3.141,240.631,0.487,378.935,0.379
9,3.135,240.517,0.488,379.048,0.379
9,3.135,240.517,0.488,379.048,0.379
9,3.158,240.542,0.489,382.343,0.382
9,3.158,240.542,0.489,382.343,0.382
9,3.146,240.674,0.488,380.333,0.38
9,3.146,240.674,0.488,380.333,0.38
9,3.154,240.8,0.488,380.867,0.381
9,3.154,240.8,0.488,380.867,0.381
9,3.148,240.711,0.488,379.555,0.38
9,3.148,240.711,0.488,379.555,0.38
9,3.14,240.516,0.487,379.052,0.379
9,3.14,240.516,0.487,379.052,0.379
9,3.159,240.476,0.491,383.35,0.383
9,3.159,240.476,0.491,383.35,0.383
9,3.164,240.539,0.487,381.569,0.382
9,3.164,240.539,0.487,381.569,0.382
9,3.153,240.656,0.487,380.127,0.38
9,3.153,240.656,0.487,380.127,0.38
9,3.146,240.691,0.487,379.363,0.379
9,3.146,240.691,0.487,379.363,0.379
9,3.136,240.501,0.488,379.112,0.379
9,3.136,240.501,0.488,379.112,0.379
9,3.133,240.421,0.488,378.566,0.379
9,3.133,240.421,0.488,378.566,0.379
9,3.158,240.431,0.491,382.901,0.383
9,3.158,240.431,0.491,382.901,0.383
9,3.154,240.514,0.487,380.561,0.381
9,3.154,240.514,0.487,380.561,0.381
9,3.157,240.676,0.486,379.984,0.38
9,3.157,240.676,0.486,379.984,0.38
9,3.152,240.665,0.486,379.193,0.379
9,3.152,240.665,0.486,379.193,0.379
9,3.143,240.582,0.486,378.731,0.379
9,3.143,240.582,0.486,378.731,0.379
9,3.156,240.467,0.489,381.77,0.382
9,3.156,240.467,0.489,381.77,0.382
9,3.161,240.383,0.486,380.611,0.381
9,3.161,240.383,0.486,380.611,0.381
9,3.155,240.346,0.487,380.621,0.381
9,3.155,240.346,0.487,380.621,0.381
9,3.158,240.419,0.486,380.701,0.381
9,3.158,240.419,0.486,380.701,0.381
9,3.127,240.526,0.486,375.933,0.376
9,3.127,240.526,0.486,375.933,0.376
9,3.112,240.612,0.488,374.957,0.375
9,3.112,240.612,0.488,374.957,0.375
9,3.122,240.642,0.488,376.802,0.377
9,3.122,240.642,0.488,376.802,0.377
9,3.095,240.589,0.488,374.197,0.374
9,3.095,240.589,0.488,374.197,0.374
9,3.096,240.47,0.488,373.269,0.373
9,3.096,240.47,0.488,373.269,0.373
9,3.091,240.367,0.488,372.75,0.373
9,3.091,240.367,0.488,372.75,0.373
9,3.082,240.356,0.487,371.845,0.372
9,3.082,240.356,0.487,371.845,0.372
9,3.092,240.426,0.49,374.591,0.375
9,3.092,240.426,0.49,374.591,0.375
9,3.108,240.561,0.488,374.622,0.375
9,3.108,240.561,0.488,374.622,0.375
9,3.09,240.605,0.487,372.327,0.372
9,3.09,240.605,0.487,372.327,0.372
9,3.088,240.539,0.487,372.364,0.372
9,3.088,240.539,0.487,372.364,0.372
9,3.085,240.362,0.488,372.38,0.372
9,3.085,240.362,0.488,372.38,0.372
9,3.073,240.224,0.488,370.633,0.371
9,3.073,240.224,0.488,370.633,0.371
9,3.097,240.194,0.489,374.781,0.375
9,3.097,240.194,0.489,374.781,0.375
9,3.098,240.3,0.487,373.64,0.374
9,3.098,240.3,0.487,373.64,0.374
9,3.09,240.416,0.488,372.348,0.372
9,3.09,240.416,0.488,372.348,0.372
9,3.076,240.521,0.489,371.68,0.372
9,3.076,240.521,0.489,371.68,0.372
9,3.071,240.477,0.489,371.095,0.371
9,3.071,240.477,0.489,371.095,0.371
9,3.091,240.298,0.489,372.975,0.373
9,3.091,240.298,0.489,372.975,0.373
9,3.108,240.137,0.486,373.073,0.373
9,3.108,240.137,0.486,373.073,0.373
9,3.098,240.085,0.486,372.226,0.372
9,3.098,240.085,0.486,372.226,0.372
9,3.096,240.168,0.485,371.014,0.371
9,3.096,240.168,0.485,371.014,0.371
9,3.086,240.324,0.486,371.133,0.371
9,3.086,240.324,0.486,371.133,0.371
9,3.081,240.403,0.49,371.744,0.372
9,3.081,240.403,0.49,371.744,0.372
9,3.093,240.309,0.49,374.238,0.374
9,3.093,240.309,0.49,374.238,0.374
9,3.087,240.12,0.487,371.588,0.372
9,3.087,240.12,0.487,371.588,0.372
9,3.078,240.021,0.489,371.507,0.372
9,3.078,240.021,0.489,371.507,0.372
9,3.072,240.007,0.489,370.781,0.371
9,3.072,240.007,0.489,370.781,0.371
9,3.067,240.123,0.488,370.311,0.37
9,3.067,240.123,0.488,370.311,0.37
9,3.073,240.305,0.489,370.652,0.371
9,3.073,240.305,0.489,370.652,0.371
9,3.085,240.39,0.488,371.56,0.372
9,3.085,240.39,0.488,371.56,0.372
9,3.061,240.394,0.487,369.355,0.369
9,3.061,240.394,0.487,369.355,0.369
9,3.061,240.242,0.488,369.172,0.369
9,3.061,240.242,0.488,369.172,0.369
9,3.071,240.06,0.488,369.652,0.37
9,3.071,240.06,0.488,369.652,0.37
9,3.071,240.008,0.488,370.271,0.37
9,3.071,240.008,0.488,370.271,0.37
9,3.095,240.121,0.49,374.328,0.374
9,3.095,240.121,0.49,374.328,0.374
9,3.092,240.291,0.487,372.318,0.372
9,3.092,240.291,0.487,372.318,0.372
9,3.08,240.405,0.487,370.497,0.37
9,3.08,240.405,0.487,370.497,0.37
9,3.071,240.367,0.488,370.194,0.37
9,3.071,240.367,0.488,370.194,0.37
9,3.071,240.204,0.488,370.181,0.37
9,3.071,240.204,0.488,370.181,0.37
9,3.084,240.082,0.489,371.908,0.372
9,3.084,240.082,0.489,371.908,0.372
9,3.093,240.017,0.487,372.768,0.373
9,3.093,240.017,0.487,372.768,0.373
9,3.08,240.146,0.488,371.99,0.372
9,3.08,240.146,0.488,371.99,0.372
9,3.07,240.342,0.487,370.363,0.37
9,3.07,240.342,0.487,370.363,0.37
9,3.07,240.535,0.487,369.557,0.37
9,3.07,240.535,0.487,369.557,0.37
9,3.084,240.114,0.483,367.696,0.368
9,3.084,240.114,0.483,367.696,0.368
9,3.043,239.451,0.491,368.604,0.369
9,3.043,239.451,0.491,368.604,0.369
9,3.061,239.657,0.491,369.724,0.37
9,3.061,239.657,0.491,369.724,0.37
9,3.065,239.753,0.49,369.878,0.37
9,3.065,239.753,0.49,369.878,0.37
9,3.056,239.771,0.489,369.802,0.37
9,3.056,239.771,0.489,369.802,0.37
9,3.061,239.87,0.488,369.328,0.369
9,3.068,239.958,0.487,368.579,0.369
9,3.054,240.064,0.486,367.157,0.367
9,3.033,240.147,0.486,364.378,0.364
9,3.028,240.131,0.486,363.441,0.363
9,3.022,240.076,0.486,362.475,0.362
9,3.007,239.945,0.487,361.969,0.362
9,3.027,239.856,0.489,365.26,0.365
9,3.022,239.858,0.488,364.357,0.364
9,3.014,239.957,0.486,361.984,0.362
9,3.01,240.101,0.487,362.211,0.362
9,3.014,240.176,0.488,362.11,0.362
9,3.021,240.149,0.487,362.069,0.362
9,3.035,239.977,0.485,363.624,0.364
9,3.024,239.798,0.486,363.306,0.363
9,3.026,239.752,0.485,362.309,0.362
9,3.021,239.83,0.485,361.284,0.361
9,3.018,239.995,0.485,361.592,0.362
9,3.043,240.062,0.487,364.856,0.365
9,3.034,239.983,0.485,363.214,0.363
9,3.018,239.83,0.485,361.766,0.362
9,3.018,239.707,0.485,361.366,0.361
9,3.018,239.664,0.486,361.626,0.362
9,3.027,239.795,0.488,363.983,0.364
9,3.061,239.992,0.488,368.081,0.368
9,3.044,240.07,0.487,365.38,0.365
9,3.044,239.955,0.488,365.272,0.365
9,3.051,239.793,0.488,367.167,0.367
9,3.055,239.689,0.488,368.006,0.368
9,3.08,239.749,0.49,371.46,0.371
9,3.069,239.899,0.487,369.03,0.369
9,3.04,240.023,0.488,366.455,0.366
9,3.038,240.053,0.489,366.266,0.366
9,3.053,239.959,0.489,367.325,0.367
9,3.059,239.784,0.49,369.318,0.369
9,3.072,239.683,0.488,370.647,0.371
9,3.04,239.662,0.489,367.117,0.367
9,3.023,239.695,0.49,365.561,0.366
9,3.018,239.856,0.491,365.727,0.366
9,3.019,239.972,0.492,366.834,0.367
9,3.048,239.968,0.494,370.364,0.37
9,3.031,239.891,0.492,368.027,0.368
9,3.008,239.759,0.493,365.912,0.366
9,3.007,239.572,0.492,364.561,0.365
9,3.007,239.465,0.492,364.625,0.365
9,3.02,239.402,0.492,366.209,0.366
9,3.059,239.419,0.491,370.129,0.37
9,3.051,239.485,0.488,366.524,0.367
9,3.05,239.57,0.488,366.433,0.366
9,3.058,239.618,0.488,367.532,0.368
9,3.059,239.695,0.489,367.733,0.368
9,3.073,239.757,0.49,370.794,0.371
9,3.064,239.7,0.488,368.757,0.369
9,3.04,239.598,0.488,366.343,0.366
9,3.037,239.495,0.488,365.354,0.365
9,3.044,239.39,0.489,366.702,0.367
9,3.052,239.329,0.489,368.37,0.368
9,3.072,239.325,0.489,370.57,0.371
9,3.043,239.388,0.488,366.532,0.367
9,3.038,239.523,0.489,366.124,0.366
9,3.034,239.712,0.49,366.54,0.367
9,3.036,239.886,0.491,366.744,0.367
9,3.061,240.013,0.492,370.5,0.371
9,3.049,240.032,0.489,368.083,0.368
9,3.029,239.911,0.491,366.379,0.366
9,3.037,239.789,0.49,367.066,0.367
9,3.04,239.581,0.49,367.099,0.367
9,3.043,239.448,0.492,368.782,0.369
9,3.076,239.38,0.491,371.605,0.372
9,3.045,239.344,0.488,366.817,0.367
9,3.037,239.391,0.489,365.992,0.366
9,3.039,239.5,0.49,366.659,0.367
9,3.014,239.604,0.488,362.567,0.363
9,3.014,239.602,0.49,363.503,0.364
9,3.01,239.488,0.489,361.967,0.362
9,2.998,239.405,0.488,360.451,0.36
9,3,239.324,0.486,359.075,0.359
9,2.987,239.335,0.488,359.267,0.359
9,2.99,239.42,0.489,360.454,0.36
9,3.006,239.55,0.488,361.771,0.362
9,2.986,239.829,0.488,359.263,0.359
9,2.985,240.006,0.489,359.628,0.36
9,2.982,240.064,0.487,358.184,0.358
9,2.979,239.999,0.488,358.347,0.358
9,2.993,239.888,0.49,361.504,0.362
9,2.992,239.781,0.486,359.396,0.359
9,2.975,239.835,0.487,357.978,0.358
9,2.977,239.871,0.487,357.951,0.358
9,2.99,239.996,0.488,359.499,0.359
9,3.003,240.125,0.488,361.997,0.362
9,3.036,240.215,0.489,365.576,0.366
9,3.021,240.261,0.487,363.066,0.363
9,3.017,240.257,0.488,363.458,0.363
9,3.017,240.247,0.488,363.618,0.364
9,3.016,240.218,0.487,362.818,0.363
9,3,240.186,0.49,362.664,0.363
9,2.981,240.108,0.488,359.621,0.36
9,2.97,240.086,0.49,358.797,0.359
9,2.97,240.019,0.488,357.844,0.358
9,2.966,239.988,0.488,356.899,0.357
9,2.971,239.949,0.489,358.486,0.358
9,2.984,239.947,0.489,360.272,0.36
9,2.976,239.962,0.488,357.893,0.358
9,2.976,239.985,0.49,359.649,0.36
9,2.971,240.104,0.489,358.947,0.359
9,2.963,240.155,0.489,357.967,0.358
9,2.977,240.148,0.491,360.545,0.361
9,2.975,240.157,0.488,359.335,0.359
9,2.964,240.155,0.49,358.819,0.359
9,2.967,240.176,0.49,358.718,0.359
9,2.968,240.244,0.487,357.562,0.358
9,2.971,240.279,0.488,357.954,0.358
9,2.991,240.307,0.489,360.671,0.361
9,2.984,240.308,0.487,358.944,0.359
9,2.987,240.328,0.488,359.767,0.36
9,2.982,240.362,0.487,358.996,0.359
9,2.981,240.349,0.486,357.814,0.358
9,2.985,240.398,0.489,360.309,0.36
9,2.983,240.379,0.486,359.349,0.359
9,2.983,240.407,0.488,359.379,0.359
9,2.978,240.379,0.488,359.391,0.359
9,2.972,240.337,0.488,358.26,0.358
9,2.98,240.325,0.49,359.937,0.36
9,2.996,240.277,0.489,361.29,0.361
9,2.982,240.305,0.487,359.308,0.359
9,2.99,240.354,0.488,360.671,0.361
9,2.98,240.328,0.486,358.5,0.359
9,2.974,240.326,0.486,357.362,0.357
9,2.981,240.293,0.49,360.851,0.361
9,2.99,240.27,0.487,360.299,0.36
9,2.978,240.231,0.487,358.632,0.359
9,2.976,240.165,0.488,358.642,0.359
9,2.97,240.102,0.487,357.78,0.358
9,2.972,240.037,0.488,358.182,0.358
9,2.993,240.026,0.489,361.457,0.361
9,2.986,240.007,0.487,360.242,0.36
9,2.992,239.993,0.487,360.438,0.36
9,2.983,240.051,0.487,359.132,0.359
9,2.97,240.098,0.486,357.731,0.358
9,2.981,240.147,0.491,361.141,0.361
9,2.994,240.226,0.487,360.113,0.36
9,2.979,240.29,0.488,359.248,0.359
9,2.971,240.27,0.487,358.028,0.358
9,2.962,240.26,0.488,356.863,0.357
9,2.969,240.273,0.49,358.229,0.358
9,2.983,240.231,0.49,360.167,0.36
9,2.97,240.17,0.489,358.294,0.358
9,2.973,240.053,0.49,358.392,0.358
9,2.966,239.917,0.489,357.74,0.358
9,2.958,239.827,0.488,356.163,0.356
9,2.972,239.716,0.49,358.94,0.359
9,2.978,239.685,0.487,358.401,0.358
9,2.968,239.642,0.488,357.432,0.357
9,2.967,239.627,0.487,357.173,0.357
9,2.963,239.62,0.488,356.375,0.356
9,2.965,239.617,0.489,357.024,0.357
9,2.99,239.688,0.488,360.367,0.36
9,2.988,239.856,0.488,359.796,0.36
9,2.981,239.966,0.487,358.252,0.358
9,2.969,240.075,0.487,356.817,0.357
9,2.964,240.133,0.487,356.478,0.356
9,2.979,240.182,0.491,359.381,0.359
9,2.984,240.222,0.488,358.969,0.359
9,2.977,240.2,0.489,358.919,0.359
9,2.973,240.166,0.488,357.339,0.357
9,2.964,240.117,0.486,355.687,0.356
9,2.955,240.053,0.488,355.905,0.356
9,2.974,239.999,0.488,357.795,0.358
9,2.95,239.914,0.486,353.823,0.354
9,2.94,239.838,0.487,353,0.353
9,2.929,239.776,0.487,352.109,0.352
9,2.928,239.714,0.487,351.3,0.351
9,2.936,239.693,0.488,353.082,0.353
9,2.932,239.741,0.485,352.274,0.352
9,2.915,239.847,0.486,350.059,0.35
9,2.911,240.026,0.486,349.04,0.349
9,2.909,240.214,0.486,349.177,0.349
9,2.913,240.346,0.487,350.349,0.35
9,2.945,240.284,0.488,354.002,0.354
9,2.93,240.186,0.486,351.383,0.351
9,2.919,240.08,0.487,351.003,0.351
9,2.916,239.984,0.486,349.85,0.35
9,2.916,239.978,0.485,348.955,0.349
9,2.918,240.004,0.488,352.011,0.352
9,2.922,240.061,0.486,351.565,0.352
9,2.914,240.152,0.489,350.946,0.351
9,2.906,240.203,0.486,348.822,0.349
9,2.897,240.256,0.488,349.261,0.349
9,2.908,240.262,0.49,350.868,0.351
9,2.932,240.24,0.488,352.483,0.352
9,2.913,240.176,0.486,349.721,0.35
9,2.907,240.077,0.489,350.496,0.35
9,2.906,239.998,0.487,349.081,0.349
9,2.901,239.899,0.488,348.64,0.349
9,2.905,239.839,0.491,351.722,0.352
9,2.913,239.82,0.488,351.585,0.352
9,2.896,239.813,0.489,349.395,0.349
9,2.882,239.825,0.488,348.187,0.348
9,2.887,239.864,0.49,349.694,0.35
9,2.892,239.953,0.491,350.623,0.351
9,2.907,239.966,0.492,353.248,0.353
9,2.888,239.976,0.49,350.901,0.351
9,2.886,239.978,0.492,350.979,0.351
9,2.878,239.983,0.491,349.147,0.349
9,2.88,240.001,0.491,349.36,0.349
9,2.895,240.022,0.493,352.599,0.353
9,2.902,240.052,0.49,351.806,0.352
9,2.89,240.113,0.491,350.795,0.351
9,2.882,240.156,0.49,349.453,0.349
9,2.878,240.192,0.491,348.965,0.349
9,2.883,240.241,0.491,349.32,0.349
9,2.903,240.224,0.492,353.158,0.353
9,2.888,240.24,0.49,349.866,0.35
9,2.886,240.23,0.49,348.962,0.349
9,2.867,240.212,0.488,346.783,0.347
9,2.855,240.207,0.489,345.696,0.346
9,2.868,240.208,0.491,347.122,0.347
9,2.869,240.193,0.487,346.14,0.346
9,2.846,240.203,0.488,343.742,0.344
9,2.843,240.187,0.489,342.76,0.343
9,2.846,240.164,0.487,341.915,0.342
9,2.841,240.17,0.487,342.012,0.342
9,2.86,240.167,0.489,345.162,0.345
9,2.852,240.18,0.487,343.342,0.343
9,2.848,240.194,0.488,343.352,0.343
9,2.84,240.187,0.487,341.908,0.342
9,2.835,240.135,0.489,342.321,0.342
9,2.867,240.087,0.491,346.716,0.347
9,2.897,240.038,0.488,349.666,0.35
9,2.892,239.946,0.489,349.857,0.35
9,2.901,239.935,0.486,349.262,0.349
9,2.894,239.899,0.488,349.442,0.349
9,2.888,239.908,0.489,349.21,0.349
9,2.922,239.939,0.489,353.224,0.353
9,2.904,239.914,0.487,349.755,0.35
9,2.894,239.931,0.488,349.027,0.349
9,2.89,239.969,0.488,348.618,0.349
9,2.888,239.99,0.49,348.623,0.349
9,2.934,240.002,0.501,358.609,0.359
9,2.973,240.029,0.483,357.274,0.357
9,2.885,240.056,0.486,346.613,0.347
9,2.854,240.062,0.487,343.243,0.343
9,2.841,240.07,0.488,341.42,0.341
9,2.829,240.061,0.489,341.428,0.341
9,2.858,240.072,0.487,342.949,0.343
9,2.843,240.044,0.487,341.743,0.342
9,2.84,240.019,0.486,340.521,0.341
9,2.838,240.025,0.487,340.748,0.341
9,2.838,239.998,0.486,340.398,0.34
9,2.848,239.993,0.487,342.527,0.343
9,2.861,239.977,0.486,343.704,0.344
9,2.85,239.942,0.485,341.608,0.342
9,2.851,239.909,0.484,341.464,0.341
9,2.843,239.886,0.486,341.134,0.341
9,2.843,239.892,0.486,341.249,0.341
9,2.872,239.89,0.487,344.988,0.345
9,2.854,239.867,0.486,342.717,0.343
9,2.849,239.844,0.485,341.897,0.342
9,2.85,239.835,0.486,341.45,0.341
9,2.843,239.852,0.485,340.574,0.341
9,2.853,239.855,0.487,343.022,0.343
9,2.869,239.843,0.485,344.045,0.344
9,2.851,239.789,0.486,342.614,0.343
9,2.85,239.82,0.485,342.298,0.342
9,2.848,239.825,0.487,342.481,0.342
9,2.845,239.827,0.486,341.8,0.342
9,2.863,239.824,0.486,343.655,0.344
9,2.845,239.845,0.487,342.898,0.343
9,2.844,239.869,0.486,341.722,0.342
9,2.839,239.874,0.485,340.513,0.341
9,2.833,239.906,0.487,340.745,0.341
9,2.849,239.9,0.487,342.953,0.343
9,2.858,239.9,0.486,343.151,0.343
9,2.842,239.911,0.487,342.075,0.342
9,2.84,239.941,0.486,341.766,0.342
9,2.838,239.981,0.487,341.396,0.341
9,2.837,240.005,0.488,341.668,0.342
9,2.861,240.055,0.488,344.578,0.345
9,2.843,240.095,0.486,341.793,0.342
9,2.837,240.151,0.488,342.135,0.342
9,2.841,240.166,0.487,341.548,0.342
9,3.241,239.947,0.487,389.358,0.389
9,3.241,239.947,0.487,389.358,0.39
9,3.241,239.947,0.487,389.358,0.39
9,3.241,239.947,0.487,389.358,0.391
9,3.241,239.947,0.487,389.358,0.391
9,3.267,239.978,0.486,391.236,0.391
9,3.247,239.956,0.487,389.802,0.39
9,3.239,239.935,0.486,387.503,0.388
9,3.234,239.939,0.486,387.247,0.387
9,3.228,239.912,0.486,387.392,0.387
9,3.251,239.904,0.487,389.045,0.389
9,3.26,239.893,0.487,391.683,0.392
9,3.239,239.87,0.486,388.405,0.388
9,3.238,239.849,0.486,388.04,0.388
9,3.243,239.84,0.487,389.026,0.389
9,3.239,239.828,0.487,389.43,0.389
9,3.259,239.843,0.487,391.265,0.391
9,3.25,239.844,0.486,390.728,0.391
9,3.231,239.869,0.486,387.709,0.388
9,3.226,239.902,0.486,387.027,0.387
9,3.232,239.936,0.487,388.168,0.388
9,3.247,239.957,0.487,388.808,0.389
9,3.264,239.998,0.486,391.031,0.391
9,3.244,240.042,0.486,388.72,0.389
9,3.241,240.052,0.486,388.058,0.388
9,3.239,240.072,0.487,388.479,0.388
9,3.244,240.11,0.487,389.068,0.389
9,3.26,240.07,0.487,391.311,0.391
9,3.248,240.088,0.486,390.498,0.39
9,3.239,240.105,0.487,389.035,0.389
9,3.238,240.084,0.487,388.679,0.389
9,3.245,240.058,0.486,389.288,0.389
9,3.256,240.024,0.488,390.826,0.391
9,3.27,239.97,0.488,393.528,0.394
9,3.245,239.936,0.487,390.103,0.39
9,3.247,239.922,0.487,390.183,0.39
9,3.252,239.888,0.487,391.019,0.391
9,3.25,239.837,0.487,390.247,0.39
9,3.266,239.837,0.487,392.043,0.392
9,3.257,239.854,0.487,392.107,0.392
9,3.239,239.866,0.488,389.445,0.389
9,3.237,239.851,0.488,388.909,0.389
9,3.247,239.872,0.487,390.075,0.39
9,3.256,239.872,0.488,391.169,0.391
9,3.264,239.878,0.489,393.419,0.393
9,3.246,239.891,0.488,391.229,0.391
9,3.243,239.863,0.488,390.333,0.39
9,3.256,239.867,0.488,391.386,0.391
9,3.254,239.885,0.489,391.533,0.392
9,3.272,239.87,0.489,393.706,0.394
9,3.267,239.902,0.489,393.342,0.393
9,3.259,239.907,0.487,391.198,0.391
9,3.261,239.927,0.488,392.183,0.392
9,3.271,239.958,0.488,393.01,0.393
9,3.275,239.966,0.487,392.621,0.393
9,3.29,240.004,0.488,396.154,0.396
9,3.265,240.024,0.486,392.177,0.392
9,3.262,240.034,0.487,391.164,0.391
9,3.275,240.079,0.487,392.862,0.393
9,3.267,240.073,0.487,391.999,0.392
9,3.282,240.074,0.488,394.07,0.394
9,3.275,240.099,0.487,393.492,0.393
9,3.259,240.125,0.487,391.703,0.392
9,3.257,240.174,0.488,391.947,0.392
9,3.267,240.172,0.487,392.185,0.392
9,3.267,240.151,0.488,392.726,0.393
9,3.281,240.105,0.488,395.442,0.395
9,3.259,240.08,0.488,392.612,0.393
9,3.265,240.069,0.487,391.897,0.392
9,3.274,240.047,0.487,393.162,0.393
9,3.268,240.049,0.488,393.681,0.394
9,3.297,240.004,0.487,394.759,0.395
9,3.291,239.979,0.486,394.467,0.394
9,3.266,240.001,0.487,392.525,0.393
9,3.266,240.018,0.487,392.422,0.392
9,3.271,239.985,0.487,392.38,0.392
9,3.269,239.967,0.487,392.363,0.392
9,3.287,239.973,0.488,395.716,0.396
9,3.268,239.985,0.487,392.614,0.393
9,3.271,240.023,0.487,392.036,0.392
9,3.282,240.036,0.488,394.085,0.394
9,3.273,240.038,0.487,393.366,0.393
9,3.291,240.044,0.486,393.764,0.394
9,3.291,240.046,0.488,394.676,0.395
9,3.268,240.035,0.487,392.188,0.392
9,3.265,240.017,0.487,392.284,0.392
9,3.274,240.02,0.487,392.185,0.392
9,3.27,240.007,0.487,392.414,0.392
9,3.289,239.961,0.488,395.488,0.395
9,3.273,239.959,0.487,393.213,0.393
9,3.275,239.946,0.487,392.392,0.392
9,3.277,239.938,0.487,393.365,0.393
9,3.274,239.925,0.486,392.766,0.393
9,3.292,239.896,0.487,394.523,0.395
9,3.289,239.862,0.487,394.37,0.394
9,3.265,239.84,0.487,392.374,0.392
9,3.272,239.786,0.486,392.672,0.393
9,3.282,239.753,0.486,392.171,0.392
9,3.267,239.772,0.486,391.605,0.392
9,3.293,239.771,0.487,395.773,0.396
9,3.272,239.755,0.486,392.942,0.393
9,3.266,239.754,0.486,391.588,0.392
9,3.272,239.752,0.486,392.281,0.392
9,3.269,239.783,0.487,393.008,0.393
9,3.284,239.793,0.486,393.313,0.393
9,3.28,239.8,0.487,394.879,0.395
9,3.257,239.83,0.486,392.077,0.392
9,3.256,239.887,0.488,391.795,0.392
9,3.265,239.94,0.486,390.675,0.391
9,3.259,239.997,0.487,391.242,0.391
9,3.289,239.894,0.486,394.907,0.394
9,3.289,239.894,0.486,394.907,0.394
9,3.289,239.894,0.486,394.907,0.394
9,3.289,239.894,0.486,394.907,0.394
9,3.289,239.894,0.486,394.907,0.393
9,3.289,239.894,0.486,394.907,0.393
9,3.289,239.894,0.486,394.907,0.393
9,3.289,239.894,0.486,394.907,0.393
9,3.289,239.894,0.486,394.907,0.393
9,3.289,239.894,0.486,394.907,0.393
9,3.286,239.942,0.486,393.571,0.394
9,3.286,239.942,0.486,393.571,0.394
9,3.283,239.995,0.485,393.155,0.393
9,3.283,239.995,0.485,393.155,0.393
9,3.28,240.05,0.486,393.255,0.393
9,3.28,240.05,0.486,393.255,0.393
9,3.28,240.11,0.486,393.276,0.393
9,3.28,240.11,0.486,393.276,0.393
9,3.291,240.135,0.486,395.279,0.395
9,3.291,240.135,0.486,395.279,0.395
9,3.276,240.139,0.487,392.989,0.393
9,3.276,240.139,0.487,392.989,0.393
9,3.277,240.109,0.486,392.474,0.392
9,3.277,240.109,0.486,392.474,0.392
9,3.281,240.11,0.487,394.092,0.394
9,3.281,240.11,0.487,394.092,0.394
9,3.273,240.084,0.486,392.752,0.393
9,3.273,240.084,0.486,392.752,0.393
9,3.301,240.035,0.486,395.626,0.396
9,3.301,240.035,0.486,395.626,0.396
9,3.295,240.007,0.487,396.38,0.396
9,3.295,240.007,0.487,396.38,0.396
9,3.29,239.973,0.487,394.867,0.395
9,3.29,239.973,0.487,394.867,0.395
9,3.295,239.932,0.486,393.936,0.394
9,3.295,239.932,0.486,393.936,0.394
9,3.298,239.905,0.487,396,0.396
9,3.298,239.905,0.487,396,0.396
9,3.294,239.915,0.487,394.711,0.395
