WorkCellID,RmsVoltage(V),RmsCurrent(A),Power(W),NominalPower,Load
12,242.256,2.114,233.826,23.383,0
12,242.395,2.103,233.826,23.383,0
12,242.79,2.106,233.826,23.383,0
12,242.721,2.092,229.496,22.95,0
12,242.817,2.101,229.496,22.95,0
12,242.696,2.107,229.496,22.95,0
12,242.752,2.102,229.496,22.95,0
12,242.871,2.097,229.496,22.95,0
12,242.928,2.1,233.826,23.383,0
12,242.876,2.094,229.496,22.95,0
12,242.9,2.098,229.496,22.95,0
12,242.911,2.095,229.496,22.95,0
12,242.892,2.101,229.496,22.95,0
12,242.965,2.1,229.496,22.95,0
12,242.856,2.085,229.496,22.95,0
12,242.998,2.097,229.496,22.95,0
12,243.099,2.103,229.496,22.95,0
12,243.027,2.1,229.496,22.95,0
12,242.861,2.112,233.826,23.383,1
12,242.713,2.111,233.826,23.383,1
12,242.665,2.121,233.826,23.383,1
12,242.569,2.117,233.826,23.383,1
12,242.467,2.121,233.826,23.383,1
12,242.152,2.123,233.826,23.383,1
12,241.986,2.129,233.826,23.383,1
12,242.028,2.127,233.826,23.383,1
12,241.967,2.137,233.826,23.383,1
12,241.748,2.128,233.826,23.383,1
12,241.903,2.116,229.496,22.95,1
12,242.247,2.136,233.826,23.383,1
12,242.292,2.132,233.826,23.383,1
12,242.359,2.125,233.826,23.383,1
12,242.511,2.123,233.826,23.383,1
12,242.528,2.124,229.496,22.95,1
12,242.738,2.114,233.826,23.383,1
12,242.942,2.119,233.826,23.383,1
12,242.918,2.125,233.826,23.383,1
12,242.869,2.103,233.826,23.383,1
12,242.845,2.122,233.826,23.383,1
12,242.828,2.119,233.826,23.383,1
12,242.84,2.116,233.826,23.383,1
12,242.752,2.114,233.826,23.383,1
12,242.628,2.116,233.826,23.383,1
12,242.62,2.123,233.826,23.383,1
12,242.499,2.116,233.826,23.383,1
12,242.542,2.125,238.156,23.816,1
12,242.517,2.116,233.826,23.383,1
12,242.654,2.126,233.826,23.383,1
12,242.752,2.129,238.156,23.816,1
12,243.016,2.133,233.826,23.383,1
12,243.162,2.129,233.826,23.383,1
12,242.819,2.125,229.496,22.95,1
12,242.634,2.123,233.826,23.383,1
12,242.583,2.129,233.826,23.383,1
12,242.567,2.129,233.826,23.383,1
12,242.833,2.126,238.156,23.816,1
12,243.015,2.12,233.826,23.383,1
12,243.01,2.122,229.496,22.95,1
12,242.738,2.128,238.156,23.816,1
12,242.521,2.139,233.826,23.383,1
12,242.59,2.125,233.826,23.383,1
12,242.812,2.145,233.826,23.383,1
12,243.035,2.127,238.156,23.816,1
12,243.289,2.135,233.826,23.383,1
12,243.133,2.13,233.826,23.383,1
12,242.866,2.136,233.826,23.383,1
12,242.713,2.118,233.826,23.383,1
12,242.7,2.124,233.826,23.383,1
12,242.69,2.131,233.826,23.383,1
12,242.812,2.136,233.826,23.383,1
12,242.84,2.143,233.826,23.383,1
12,242.586,2.143,233.826,23.383,1
12,242.435,2.146,233.826,23.383,1
12,242.624,2.142,233.826,23.383,1
12,242.697,2.137,233.826,23.383,1
12,242.922,2.137,233.826,23.383,1
12,243.033,2.142,233.826,23.383,1
12,243.123,2.138,233.826,23.383,1
12,243.04,2.128,233.826,23.383,1
12,242.912,2.139,238.156,23.816,1
12,242.832,2.131,233.826,23.383,1
12,242.863,2.126,238.156,23.816,1
12,242.842,2.133,233.826,23.383,1
12,242.868,2.13,238.156,23.816,1
12,243.028,2.129,229.496,22.95,1
12,242.979,2.129,233.826,23.383,1
12,242.701,2.128,233.826,23.383,1
12,242.593,2.133,233.826,23.383,1
12,242.455,2.122,233.826,23.383,1
12,242.521,2.119,233.826,23.383,1
12,242.681,2.136,233.826,23.383,1
12,242.822,2.132,233.826,23.383,1
12,242.835,2.126,233.826,23.383,1
12,242.904,2.126,233.826,23.383,1
12,242.87,2.124,233.826,23.383,1
12,242.63,2.131,233.826,23.383,1
12,242.629,2.128,233.826,23.383,1
12,242.551,2.128,233.826,23.383,1
12,242.46,2.127,233.826,23.383,1
12,242.391,2.134,233.826,23.383,1
12,242.2,2.139,233.826,23.383,1
12,242.159,2.126,233.826,23.383,1
12,242.159,2.132,233.826,23.383,1
12,242.141,2.129,233.826,23.383,1
12,242.206,2.122,233.826,23.383,1
12,242.196,2.127,233.826,23.383,1
12,242.128,2.128,233.826,23.383,1
12,242.031,2.115,233.826,23.383,1
12,242.114,2.13,229.496,22.95,1
12,242.182,2.123,233.826,23.383,1
12,242.321,2.118,233.826,23.383,1
12,242.355,2.125,233.826,23.383,1
12,242.33,2.127,233.826,23.383,1
12,242.283,2.124,233.826,23.383,1
12,242.296,2.126,233.826,23.383,1
12,242.414,2.127,233.826,23.383,1
12,242.285,2.132,238.156,23.816,1
12,242.268,2.125,229.496,22.95,1
12,242.313,2.136,233.826,23.383,1
12,242.836,2.171,238.156,23.816,2
12,242.679,2.172,238.156,23.816,2
12,242.604,2.172,238.156,23.816,2
12,242.563,2.166,242.486,24.249,2
12,242.549,2.16,238.156,23.816,2
12,242.573,2.162,238.156,23.816,2
12,242.702,2.17,242.486,24.249,2
12,242.861,2.162,242.486,24.249,2
12,242.965,2.162,242.486,24.249,2
12,243.017,2.17,238.156,23.816,2
12,243.118,2.176,242.486,24.249,2
12,242.971,2.166,242.486,24.249,2
12,242.916,2.169,238.156,23.816,2
12,242.817,2.158,238.156,23.816,2
12,242.622,2.157,238.156,23.816,2
12,242.485,2.164,242.486,24.249,2
12,242.452,2.161,238.156,23.816,2
12,242.585,2.158,242.486,24.249,2
12,242.79,2.158,238.156,23.816,2
12,242.878,2.162,242.486,24.249,2
12,242.906,2.16,238.156,23.816,2
12,242.824,2.158,238.156,23.816,2
12,242.752,2.168,238.156,23.816,2
12,242.727,2.167,238.156,23.816,2
12,242.695,2.176,238.156,23.816,2
12,242.709,2.171,238.156,23.816,2
12,242.672,2.162,238.156,23.816,2
12,242.82,2.152,242.486,24.249,2
12,242.876,2.163,238.156,23.816,2
12,242.94,2.164,238.156,23.816,2
12,243.0,2.165,242.486,24.249,2
12,242.903,2.174,238.156,23.816,2
12,242.866,2.158,242.486,24.249,2
12,242.884,2.165,238.156,23.816,2
12,242.909,2.156,238.156,23.816,2
12,242.926,2.167,238.156,23.816,2
12,242.859,2.174,242.486,24.249,2
12,242.865,2.163,242.486,24.249,2
12,242.796,2.165,238.156,23.816,2
12,242.59,2.158,238.156,23.816,2
12,242.684,2.153,238.156,23.816,2
12,242.583,2.167,242.486,24.249,2
12,242.751,2.156,242.486,24.249,2
12,242.504,2.159,238.156,23.816,2
12,242.484,2.167,238.156,23.816,2
12,242.436,2.18,242.486,24.249,2
12,242.293,2.165,242.486,24.249,2
12,242.348,2.163,242.486,24.249,2
12,242.403,2.165,238.156,23.816,2
12,242.437,2.16,238.156,23.816,2
12,242.373,2.16,238.156,23.816,2
12,242.404,2.172,238.156,23.816,2
12,242.514,2.17,238.156,23.816,2
12,242.474,2.164,238.156,23.816,2
12,242.349,2.163,238.156,23.816,2
12,242.371,2.161,238.156,23.816,2
12,242.418,2.173,238.156,23.816,2
12,242.439,2.192,238.156,23.816,2
12,242.526,2.176,238.156,23.816,2
12,242.685,2.17,242.486,24.249,2
12,242.834,2.172,238.156,23.816,2
12,242.832,2.174,242.486,24.249,2
12,242.68,2.174,238.156,23.816,2
12,242.61,2.168,238.156,23.816,2
12,242.496,2.167,242.486,24.249,2
12,242.417,2.164,238.156,23.816,2
12,242.431,2.177,238.156,23.816,2
12,242.576,2.167,242.486,24.249,2
12,242.862,2.164,242.486,24.249,2
12,242.831,2.171,238.156,23.816,2
12,242.759,2.167,238.156,23.816,2
12,242.49,2.167,238.156,23.816,2
12,242.499,2.171,242.486,24.249,2
12,242.36,2.167,242.486,24.249,2
12,242.351,2.154,238.156,23.816,2
12,242.421,2.169,238.156,23.816,2
12,242.865,2.15,238.156,23.816,2
12,242.971,2.151,238.156,23.816,2
12,242.828,2.177,238.156,23.816,2
12,242.787,2.168,242.486,24.249,2
12,242.698,2.172,238.156,23.816,2
12,242.605,2.164,238.156,23.816,2
12,242.445,2.159,242.486,24.249,2
12,242.346,2.17,238.156,23.816,2
12,242.467,2.161,242.486,24.249,2
12,242.676,2.164,238.156,23.816,2
12,242.796,2.177,242.486,24.249,2
12,242.958,2.181,238.156,23.816,2
12,242.99,2.175,242.486,24.249,2
12,243.121,2.169,238.156,23.816,2
12,243.167,2.167,238.156,23.816,2
12,243.07,2.164,242.486,24.249,2
12,243.133,2.169,238.156,23.816,2
12,243.174,2.169,242.486,24.249,2
12,243.04,2.176,238.156,23.816,2
12,242.856,2.163,238.156,23.816,2
12,242.873,2.168,242.486,24.249,2
12,242.918,2.149,242.486,24.249,2
12,242.924,2.165,238.156,23.816,2
12,242.963,2.176,238.156,23.816,2
12,242.944,2.164,242.486,24.249,2
12,242.308,2.218,246.817,24.682,3
12,242.075,2.205,242.486,24.249,3
12,241.802,2.214,242.486,24.249,3
12,241.434,2.212,242.486,24.249,3
12,241.514,2.221,242.486,24.249,3
12,241.695,2.218,246.817,24.682,3
12,241.888,2.212,242.486,24.249,3
12,241.888,2.212,242.486,24.249,3
12,241.803,2.22,242.486,24.249,3
12,241.498,2.213,242.486,24.249,3
12,241.378,2.218,246.817,24.682,3
12,241.131,2.189,246.817,24.682,3
12,241.208,2.194,242.486,24.249,3
12,241.366,2.204,238.156,23.816,3
12,241.528,2.216,246.817,24.682,3
12,241.399,2.21,246.817,24.682,3
12,241.361,2.209,242.486,24.249,3
12,241.476,2.212,246.817,24.682,3
12,241.622,2.21,242.486,24.249,3
12,241.727,2.203,242.486,24.249,3
12,241.953,2.223,246.817,24.682,3
12,241.889,2.226,242.486,24.249,3
12,241.42,2.215,246.817,24.682,3
12,241.504,2.214,242.486,24.249,3
12,241.522,2.202,246.817,24.682,3
12,241.35,2.233,246.817,24.682,3
12,241.777,2.225,246.817,24.682,3
12,241.971,2.216,246.817,24.682,3
12,242.138,2.214,242.486,24.249,3
12,242.052,2.219,246.817,24.682,3
12,241.951,2.213,246.817,24.682,3
12,241.916,2.214,246.817,24.682,3
12,241.911,2.205,246.817,24.682,3
12,241.986,2.209,246.817,24.682,3
12,242.202,2.224,246.817,24.682,3
12,242.356,2.229,246.817,24.682,3
12,242.311,2.219,246.817,24.682,3
12,242.54,2.213,246.817,24.682,3
12,242.619,2.208,242.486,24.249,3
12,242.176,2.199,246.817,24.682,3
12,242.263,2.205,246.817,24.682,3
12,242.131,2.214,246.817,24.682,3
12,242.04,2.212,246.817,24.682,3
12,242.294,2.214,246.817,24.682,3
12,242.462,2.21,246.817,24.682,3
12,242.562,2.208,246.817,24.682,3
12,242.708,2.223,246.817,24.682,3
12,242.629,2.215,251.147,25.115,3
12,242.714,2.211,246.817,24.682,3
12,242.933,2.206,246.817,24.682,3
12,242.961,2.211,246.817,24.682,3
12,243.078,2.217,246.817,24.682,3
12,243.185,2.221,251.147,25.115,3
12,243.045,2.216,246.817,24.682,3
12,243.093,2.218,246.817,24.682,3
12,243.09,2.233,246.817,24.682,3
12,242.86,2.224,246.817,24.682,3
12,242.845,2.229,251.147,25.115,3
12,242.744,2.207,246.817,24.682,3
12,242.575,2.221,246.817,24.682,3
12,242.622,2.22,246.817,24.682,3
12,242.559,2.209,246.817,24.682,3
12,242.431,2.215,246.817,24.682,3
12,242.402,2.227,246.817,24.682,3
12,242.377,2.233,251.147,25.115,3
12,242.134,2.213,242.486,24.249,3
12,242.344,2.221,246.817,24.682,3
12,242.346,2.229,251.147,25.115,3
12,242.487,2.219,246.817,24.682,3
12,242.583,2.216,246.817,24.682,3
12,242.688,2.213,246.817,24.682,3
12,242.681,2.222,246.817,24.682,3
12,242.49,2.221,242.486,24.249,3
12,242.72,2.225,246.817,24.682,3
12,242.809,2.218,246.817,24.682,3
12,242.866,2.225,246.817,24.682,3
12,242.948,2.233,251.147,25.115,3
12,242.934,2.218,246.817,24.682,3
12,242.9,2.232,251.147,25.115,3
12,242.869,2.215,246.817,24.682,3
12,243.098,2.225,246.817,24.682,3
12,243.113,2.229,246.817,24.682,3
12,243.039,2.225,246.817,24.682,3
12,243.028,2.227,246.817,24.682,3
12,242.874,2.219,246.817,24.682,3
12,242.73,2.233,246.817,24.682,3
12,242.617,2.22,246.817,24.682,3
12,242.532,2.211,246.817,24.682,3
12,242.598,2.226,251.147,25.115,3
12,242.464,2.222,251.147,25.115,3
12,242.328,2.212,246.817,24.682,3
12,242.443,2.213,242.486,24.249,3
12,242.404,2.217,251.147,25.115,3
12,242.315,2.221,246.817,24.682,3
12,242.361,2.226,251.147,25.115,3
12,242.29,2.222,246.817,24.682,3
12,242.483,2.231,246.817,24.682,3
12,242.43,2.241,246.817,24.682,3
12,242.618,2.23,246.817,24.682,3
12,242.836,2.229,246.817,24.682,3
12,242.779,2.22,251.147,25.115,3
12,242.367,2.201,242.486,24.249,2
12,242.5,2.192,242.486,24.249,2
12,242.546,2.188,242.486,24.249,2
12,242.567,2.206,242.486,24.249,2
12,242.474,2.19,246.817,24.682,2
12,242.522,2.21,242.486,24.249,2
12,242.437,2.188,242.486,24.249,2
12,242.529,2.211,242.486,24.249,2
12,242.521,2.199,246.817,24.682,2
12,242.599,2.198,242.486,24.249,2
12,242.779,2.212,246.817,24.682,2
12,242.753,2.188,246.817,24.682,2
12,242.497,2.201,246.817,24.682,2
12,242.829,2.191,242.486,24.249,2
12,242.77,2.196,242.486,24.249,2
12,242.794,2.194,242.486,24.249,2
12,242.896,2.197,242.486,24.249,2
12,242.795,2.189,242.486,24.249,2
12,242.893,2.206,242.486,24.249,2
12,242.929,2.194,242.486,24.249,2
12,242.849,2.206,242.486,24.249,2
12,242.872,2.199,242.486,24.249,2
12,242.818,2.194,246.817,24.682,2
12,242.823,2.197,242.486,24.249,2
12,242.786,2.196,242.486,24.249,2
12,242.833,2.195,246.817,24.682,2
12,242.789,2.213,242.486,24.249,2
12,242.736,2.2,246.817,24.682,2
12,242.747,2.211,242.486,24.249,2
12,242.472,2.201,242.486,24.249,2
12,242.659,2.2,246.817,24.682,2
12,242.718,2.211,246.817,24.682,2
12,242.683,2.2,246.817,24.682,2
12,242.787,2.205,246.817,24.682,2
12,242.84,2.203,242.486,24.249,2
12,243.084,2.201,242.486,24.249,2
12,243.202,2.201,246.817,24.682,2
12,243.253,2.187,246.817,24.682,2
12,243.149,2.198,242.486,24.249,2
12,243.01,2.209,242.486,24.249,2
12,242.822,2.179,242.486,24.249,2
12,242.79,2.193,242.486,24.249,2
12,242.511,2.184,238.156,23.816,2
12,242.738,2.182,242.486,24.249,2
12,242.775,2.186,242.486,24.249,2
12,242.89,2.171,242.486,24.249,2
12,242.895,2.199,246.817,24.682,2
12,243.063,2.229,246.817,24.682,2
12,243.012,2.228,246.817,24.682,2
12,242.988,2.242,246.817,24.682,2
12,243.011,2.247,251.147,25.115,2
12,242.791,2.255,255.477,25.548,3
12,242.786,2.262,251.147,25.115,3
12,242.733,2.241,251.147,25.115,3
12,242.766,2.245,251.147,25.115,3
12,242.957,2.252,251.147,25.115,3
12,243.023,2.254,251.147,25.115,3
12,243.125,2.259,255.477,25.548,3
12,243.107,2.253,251.147,25.115,3
12,242.942,2.241,251.147,25.115,3
12,243.0,2.263,251.147,25.115,3
12,243.007,2.243,251.147,25.115,3
12,242.877,2.256,251.147,25.115,3
12,242.902,2.253,251.147,25.115,3
12,242.976,2.25,251.147,25.115,3
12,242.796,2.253,251.147,25.115,3
12,242.832,2.245,251.147,25.115,3
12,242.756,2.252,251.147,25.115,3
12,242.636,2.256,251.147,25.115,3
12,242.478,2.247,251.147,25.115,3
12,242.4,2.244,251.147,25.115,3
12,242.233,2.238,251.147,25.115,3
12,242.123,2.26,251.147,25.115,3
12,242.263,2.25,251.147,25.115,3
12,242.497,2.249,251.147,25.115,3
12,242.658,2.258,251.147,25.115,3
12,242.912,2.256,246.817,24.682,3
12,243.06,2.256,251.147,25.115,3
12,243.015,2.259,251.147,25.115,3
12,243.075,2.248,246.817,24.682,3
12,242.937,2.261,251.147,25.115,3
12,242.872,2.267,251.147,25.115,3
12,242.644,2.273,251.147,25.115,3
12,242.57,2.266,251.147,25.115,3
12,242.394,2.252,246.817,24.682,3
12,242.384,2.254,251.147,25.115,3
12,242.44,2.249,246.817,24.682,3
12,242.201,2.253,246.817,24.682,3
12,242.553,2.263,251.147,25.115,3
12,242.652,2.257,251.147,25.115,3
12,242.856,2.257,251.147,25.115,3
12,243.118,2.243,251.147,25.115,3
12,243.025,2.239,251.147,25.115,3
12,243.098,2.247,251.147,25.115,3
12,243.004,2.246,251.147,25.115,3
12,242.866,2.245,251.147,25.115,3
12,242.886,2.251,251.147,25.115,3
12,242.684,2.244,246.817,24.682,3
12,242.473,2.244,251.147,25.115,3
12,242.444,2.249,251.147,25.115,3
12,242.514,2.246,251.147,25.115,3
11,222.682,0.492,0.0,0.0,0
11,226.315,0.5,0.0,0.0,0
11,229.295,0.507,0.0,0.0,0
11,231.719,0.512,0.0,0.0,0
11,233.726,0.516,0.0,0.0,0
11,235.342,0.52,0.0,0.0,0
11,236.607,0.522,0.0,0.0,0
11,237.596,0.524,0.0,0.0,0
11,238.397,0.527,0.0,0.0,0
11,239.04,0.528,0.0,0.0,0
11,239.667,0.529,0.0,0.0,0
11,240.175,0.53,0.0,0.0,0
11,240.555,0.531,0.0,0.0,0
11,240.822,0.532,0.0,0.0,0
11,240.999,0.533,0.0,0.0,0
11,241.164,0.533,0.0,0.0,0
11,241.32,0.534,0.0,0.0,0
11,241.442,0.534,0.0,0.0,0
11,241.551,0.534,0.0,0.0,0
11,241.714,0.535,0.0,0.0,0
11,241.879,0.535,0.0,0.0,0
11,241.964,0.929,49.119,4.912,0
11,242.082,0.862,41.336,4.134,0
11,242.154,0.801,33.669,3.367,0
11,242.172,0.752,27.423,2.742,0
11,242.161,0.712,22.336,2.234,0
11,242.129,0.679,18.193,1.819,0
11,242.086,0.652,14.818,1.482,0
11,242.054,0.631,12.07,1.207,0
11,242.012,0.613,9.831,0.983,0
11,241.986,0.599,8.007,0.801,0
11,241.962,0.587,6.522,0.652,0
11,241.944,0.577,5.312,0.531,0
11,241.942,0.569,4.327,0.433,0
11,241.949,0.562,3.524,0.352,0
11,241.962,0.557,2.87,0.287,0
11,241.987,0.553,2.338,0.234,0
11,242.006,0.549,1.904,0.19,0
11,242.064,0.546,1.551,0.155,0
11,242.122,0.544,1.263,0.126,0
11,242.171,0.543,1.029,0.103,0
11,242.213,0.541,0.838,0.084,0
11,242.258,0.541,0.683,0.068,0
11,242.296,0.54,0.556,0.056,0
11,242.332,0.539,0.453,0.045,0
11,242.329,0.539,0.369,0.037,0
11,242.33,0.538,0.3,0.03,0
11,242.331,0.538,0.245,0.025,0
11,242.323,0.537,0.199,0.02,0
11,242.315,0.537,0.162,0.016,0
11,242.295,0.537,0.132,0.013,0
11,242.239,0.537,0.108,0.011,0
11,242.167,0.537,0.088,0.009,0
11,242.093,0.537,0.071,0.007,0
11,242.035,0.537,0.058,0.006,0
11,241.985,0.537,0.047,0.005,0
11,241.946,0.537,0.039,0.004,0
11,241.925,0.537,0.032,0.003,0
11,241.931,0.537,0.026,0.003,0
11,241.954,0.537,0.021,0.002,0
11,242.006,0.537,0.017,0.002,0
11,242.064,0.537,0.014,0.001,0
11,242.104,0.537,0.011,0.001,0
11,242.151,0.537,0.009,0.001,0
11,242.198,0.537,0.007,0.001,0
11,242.231,0.537,0.006,0.001,0
11,242.248,0.537,0.005,0.001,0
11,242.235,0.537,0.004,0.0,0
11,242.221,0.537,0.003,0.0,0
11,242.2,0.537,0.003,0.0,0
11,242.195,0.537,0.002,0.0,0
11,242.221,0.536,0.002,0.0,0
11,242.256,0.536,0.001,0.0,0
11,242.317,0.536,0.001,0.0,0
11,242.382,0.536,0.001,0.0,0
11,242.398,0.536,0.001,0.0,0
11,242.371,0.536,0.001,0.0,0
11,242.299,0.536,0.001,0.0,0
11,242.222,0.536,0.0,0.0,0
11,242.197,0.537,0.0,0.0,0
11,242.233,0.537,0.0,0.0,0
11,242.3,0.537,0.0,0.0,0
11,242.38,0.537,0.0,0.0,0
11,242.418,0.537,0.0,0.0,0
11,242.389,0.537,0.0,0.0,0
11,242.328,0.537,0.0,0.0,0
11,242.256,0.537,0.0,0.0,0
11,242.215,0.537,0.0,0.0,0
11,242.201,0.537,0.0,0.0,0
11,242.231,0.537,0.0,0.0,0
11,242.25,0.537,0.0,0.0,0
11,242.285,0.537,0.0,0.0,0
11,242.33,0.537,0.0,0.0,0
11,242.363,0.537,0.0,0.0,0
11,242.394,0.536,0.0,0.0,0
11,242.428,0.536,0.0,0.0,0
11,242.469,0.536,0.0,0.0,0
11,242.524,0.537,0.0,0.0,0
11,242.588,0.536,0.0,0.0,0
11,242.639,0.536,0.0,0.0,0
11,242.68,0.536,0.0,0.0,0
11,242.14,0.536,0.0,0.0,0
11,242.089,0.536,0.0,0.0,0
11,242.045,0.536,0.0,0.0,0
11,242.056,0.536,0.0,0.0,0
11,242.15,0.536,0.0,0.0,0
11,242.233,0.536,0.0,0.0,0
11,242.292,0.536,0.0,0.0,0
11,242.319,0.536,0.0,0.0,0
11,242.327,0.536,0.0,0.0,0
11,242.322,0.536,0.0,0.0,0
11,242.307,0.536,0.0,0.0,0
11,242.294,0.536,0.0,0.0,0
11,242.291,0.536,0.0,0.0,0
11,242.298,0.536,0.0,0.0,0
11,242.312,0.536,0.0,0.0,0
11,242.339,0.536,0.0,0.0,0
11,242.357,0.536,0.0,0.0,0
11,242.386,0.535,0.0,0.0,0
11,242.405,0.535,0.0,0.0,0
11,242.393,0.536,0.0,0.0,0
11,242.387,0.536,0.0,0.0,0
11,242.383,0.536,0.0,0.0,0
11,242.367,0.536,0.0,0.0,0
11,242.352,0.536,0.0,0.0,0
11,242.323,0.536,0.0,0.0,0
11,242.298,0.536,0.0,0.0,0
11,242.252,0.536,0.0,0.0,0
11,242.191,0.536,0.0,0.0,0
11,242.137,0.535,0.0,0.0,0
11,242.105,0.535,0.0,0.0,0
11,242.101,0.535,0.0,0.0,0
11,242.122,0.535,0.0,0.0,0
11,242.151,0.535,0.0,0.0,0
11,242.185,0.535,0.0,0.0,0
11,242.222,0.535,0.0,0.0,0
11,242.253,0.535,0.0,0.0,0
11,242.263,0.535,0.0,0.0,0
11,242.279,0.535,0.0,0.0,0
11,242.276,0.536,0.0,0.0,0
11,242.252,0.535,0.0,0.0,0
11,242.237,0.535,0.0,0.0,0
11,242.241,0.535,0.0,0.0,0
11,242.239,0.536,0.0,0.0,1
11,242.229,0.535,0.0,0.0,0
11,242.225,0.535,0.0,0.0,0
11,242.247,0.535,0.0,0.0,1
11,242.296,0.535,0.0,0.0,1
11,242.406,0.535,0.0,0.0,0
11,242.509,0.535,0.0,0.0,0
11,242.586,0.535,0.0,0.0,0
11,242.634,0.535,0.0,0.0,0
11,242.657,0.535,0.0,0.0,0
11,242.661,0.536,0.0,0.0,0
11,242.646,0.536,0.0,0.0,0
11,242.614,0.536,0.0,0.0,0
11,242.619,0.537,0.186,0.019,0
11,242.609,0.537,0.151,0.015,0
11,242.65,0.54,0.556,0.056,0
11,242.641,0.539,0.453,0.045,0
11,242.622,0.539,0.369,0.037,0
11,242.602,0.538,0.301,0.03,0
11,242.6,0.538,0.245,0.025,0
11,242.595,0.538,0.199,0.02,0
11,242.592,0.537,0.162,0.016,0
11,242.587,0.537,0.132,0.013,0
11,242.57,0.537,0.108,0.011,0
11,242.551,0.536,0.088,0.009,0
11,242.544,0.536,0.071,0.007,0
11,242.546,0.536,0.058,0.006,0
11,242.55,0.536,0.047,0.005,0
11,242.545,0.536,0.039,0.004,0
11,242.545,0.536,0.032,0.003,0
11,242.539,0.536,0.026,0.003,1
11,242.533,0.536,0.021,0.002,1
11,242.526,0.536,0.017,0.002,1
11,242.508,0.535,0.014,0.001,1
11,242.468,0.536,0.011,0.001,1
11,242.448,0.536,0.009,0.001,1
11,242.44,0.536,0.007,0.001,1
11,242.465,0.536,0.006,0.001,1
11,242.482,0.536,0.005,0.001,0
11,242.488,0.537,0.004,0.0,0
11,242.54,0.537,0.003,0.0,0
11,242.572,0.536,0.003,0.0,0
11,242.592,0.536,0.002,0.0,0
11,242.626,0.536,0.002,0.0,0
11,242.649,0.536,0.001,0.0,0
11,242.662,0.536,0.001,0.0,0
11,242.684,0.536,0.001,0.0,0
11,242.695,0.536,0.001,0.0,0
11,242.737,0.536,0.001,0.0,0
11,242.771,0.536,0.001,0.0,0
11,242.806,0.536,0.0,0.0,0
11,242.831,0.536,0.0,0.0,0
11,242.839,0.536,0.0,0.0,0
11,242.821,0.536,0.0,0.0,0
11,242.786,0.536,0.0,0.0,0
11,242.737,0.536,0.0,0.0,0
11,242.678,0.536,0.0,0.0,0
11,242.607,0.536,0.0,0.0,0
11,242.534,0.536,0.0,0.0,0
11,242.0,1.568,151.287,15.129,1
11,241.964,1.568,151.337,15.134,1
11,241.951,1.569,151.377,15.138,1
11,241.986,1.57,151.616,15.162,1
11,242.014,1.571,151.604,15.16,1
11,242.035,1.571,151.595,15.16,1
11,242.068,1.571,151.587,15.159,1
11,242.103,1.573,151.581,15.158,1
11,242.176,1.574,151.782,15.178,1
11,242.264,1.574,151.74,15.174,1
11,242.351,1.574,151.705,15.171,1
11,242.436,1.574,151.677,15.168,1
11,242.485,1.574,151.654,15.165,1
11,242.495,1.574,151.636,15.164,1
11,242.529,1.548,148.106,14.811,1
11,242.561,1.551,148.746,14.875,1
11,242.583,1.554,149.05,14.905,1
11,242.598,1.556,149.515,14.951,1
11,242.585,1.557,149.698,14.97,1
11,242.58,1.557,149.836,14.984,1
11,242.546,1.559,149.949,14.995,1
11,242.563,1.559,150.031,15.003,1
11,242.599,1.56,150.097,15.01,1
11,242.609,1.56,150.161,15.016,1
11,242.609,1.56,150.42,15.042,1
11,242.637,1.561,150.228,15.023,1
11,242.684,1.561,150.474,15.047,1
11,242.702,1.56,150.479,15.048,1
11,242.737,1.559,150.483,15.048,1
11,242.759,1.559,150.496,15.05,1
11,242.757,1.557,150.507,15.051,1
11,242.783,1.557,150.515,15.051,1
11,242.782,1.557,150.513,15.051,1
11,242.812,1.558,150.5,15.05,1
11,242.799,1.558,150.479,15.048,1
9,240.962,1.159,98.207,9.821,1
9,240.994,1.159,98.258,9.826,1
9,241.068,1.159,98.3,9.83,1
9,241.151,1.16,98.345,9.835,1
9,241.192,1.159,98.185,9.819,1
9,241.217,1.159,98.034,9.803,1
9,241.233,1.158,97.901,9.79,1
9,241.259,1.157,97.793,9.779,1
9,241.273,1.157,97.921,9.792,1
9,241.28,1.157,97.84,9.784,1
9,241.287,1.157,97.959,9.796,1
9,241.258,1.157,97.85,9.785,1
9,241.21,1.158,97.968,9.797,1
9,241.139,1.157,97.867,9.787,1
9,241.064,1.157,97.775,9.777,1
9,241.0,1.156,97.907,9.791,1
9,240.955,1.157,97.828,9.783,1
9,240.946,1.157,97.774,9.777,1
9,240.918,1.157,97.731,9.773,1
9,240.907,1.157,97.695,9.769,1
9,240.894,1.157,97.656,9.766,1
9,240.886,1.157,97.603,9.76,1
9,240.87,1.158,97.767,9.777,1
9,240.852,1.157,97.714,9.771,1
9,240.827,1.158,97.651,9.765,1
9,240.82,1.158,97.599,9.76,1
9,240.798,1.159,97.568,9.757,1
9,240.797,1.159,97.541,9.754,1
9,240.795,1.16,97.314,9.731,1
9,240.82,1.16,97.531,9.753,1
9,240.842,1.16,97.511,9.751,1
9,240.851,1.161,97.506,9.751,1
9,240.855,1.162,97.491,9.749,1
9,240.849,1.162,97.469,9.747,1
9,240.84,1.161,97.451,9.745,1
9,240.832,1.16,97.447,9.745,1
9,240.811,1.159,97.237,9.724,1
9,240.776,1.158,97.262,9.726,1
