WorkCellID,RmsVoltage(V),RmsCurrent(A),Power(W),NominalPower,Load
9,240.761,1.158,97.294,9.729,1
9,240.753,1.158,97.329,9.733,1
9,240.762,1.158,97.368,9.737,1
9,240.796,1.158,97.173,9.717,1
9,240.823,1.159,97.426,9.743,1
9,240.81,1.159,97.23,9.723,1
9,240.821,1.158,97.257,9.726,1
9,240.802,1.157,97.288,9.729,1
9,240.791,1.156,97.314,9.731,1
9,240.795,1.155,97.129,9.713,1
9,240.82,1.154,97.174,9.717,1
9,240.872,1.153,97.232,9.723,1
9,240.916,1.153,97.082,9.708,1
9,240.937,1.153,97.156,9.716,1
9,240.888,1.153,97.011,9.701,1
9,240.816,1.153,97.089,9.709,1
9,240.76,1.153,97.162,9.716,1
9,240.717,1.154,97.015,9.702,1
9,240.72,1.154,97.092,9.709,1
9,240.787,1.155,96.958,9.696,1
9,240.802,1.154,96.839,9.684,1
9,240.793,1.154,96.938,9.694,1
9,240.826,1.153,97.029,9.703,1
9,240.886,1.153,96.897,9.69,1
9,240.965,1.152,96.996,9.7,1
9,241.01,1.152,97.086,9.709,1
9,241.002,1.152,96.944,9.694,1
9,240.984,1.152,97.023,9.702,1
9,240.971,1.151,97.108,9.711,1
9,240.981,1.15,96.961,9.696,1
9,241.031,1.149,97.048,9.705,1
9,241.098,1.149,96.923,9.692,1
9,241.14,1.148,96.81,9.681,1
9,241.147,1.148,96.925,9.692,1
9,241.124,1.148,96.823,9.682,1
9,241.082,1.148,96.945,9.694,1
9,241.046,1.149,96.839,9.684,1
9,241.029,1.149,96.938,9.694,1
9,241.021,1.149,96.813,9.681,1
9,240.992,1.149,96.916,9.692,1
9,240.976,1.149,96.805,9.681,1
9,240.982,1.148,96.921,9.692,1
9,240.992,1.148,96.809,9.681,1
9,241.024,1.148,96.717,9.672,1
9,241.061,1.148,96.85,9.685,1
9,241.101,1.149,96.751,9.675,1
9,241.133,1.15,96.877,9.688,1
9,241.151,1.149,96.989,9.699,1
9,241.16,1.15,96.875,9.688,1
9,241.176,1.15,96.988,9.699,1
9,241.193,1.15,96.874,9.687,1
9,241.199,1.149,96.78,9.678,1
9,241.201,1.148,96.694,9.669,1
9,241.192,1.148,96.614,9.661,1
9,241.18,1.147,96.549,9.655,1
9,241.167,1.147,96.713,9.671,1
9,241.177,1.147,96.649,9.665,1
9,241.151,1.148,96.588,9.659,1
9,241.126,1.148,96.733,9.673,1
9,241.098,1.147,96.656,9.666,1
9,241.054,1.147,96.593,9.659,1
9,241.055,1.147,96.748,9.675,1
9,241.074,1.147,96.689,9.669,1
9,240.807,1.217,105.256,10.526,2
9,240.781,1.216,105.411,10.541,2
9,240.77,1.216,105.352,10.535,2
9,240.793,1.216,105.282,10.528,2
9,240.83,1.216,105.421,10.542,2
9,240.856,1.216,105.329,10.533,2
9,240.866,1.216,105.459,10.546,2
9,240.851,1.216,105.566,10.557,2
9,240.817,1.216,105.456,10.546,2
9,240.755,1.215,105.563,10.556,2
9,240.685,1.216,105.454,10.545,2
9,240.644,1.214,105.572,10.557,2
9,240.633,1.213,105.483,10.548,2
9,240.648,1.212,105.41,10.541,2
9,240.718,1.211,105.351,10.535,2
9,240.816,1.212,105.498,10.55,2
9,240.908,1.213,105.411,10.541,2
9,240.963,1.213,105.526,10.553,2
9,240.975,1.213,105.424,10.542,2
9,240.954,1.213,105.548,10.555,2
9,240.96,1.213,105.442,10.544,2
9,241.006,1.212,105.551,10.555,2
9,241.076,1.211,105.455,10.545,2
9,241.154,1.21,105.366,10.537,2
9,241.193,1.209,105.304,10.53,2
9,241.172,1.21,105.243,10.524,2
9,241.113,1.21,105.401,10.54,2
9,241.047,1.21,105.332,10.533,2
9,240.99,1.209,105.473,10.547,2
9,240.952,1.209,105.391,10.539,2
9,240.934,1.209,105.541,10.554,2
9,240.913,1.209,105.446,10.545,2
9,240.905,1.209,105.369,10.537,2
9,240.89,1.209,105.101,10.51,2
9,240.825,1.21,105.068,10.507,2
9,240.724,1.211,105.041,10.504,2
9,240.609,1.214,105.029,10.503,2
9,240.517,1.215,105.01,10.501,2
9,240.478,1.216,105.199,10.52,2
9,240.466,1.216,105.168,10.517,2
9,240.446,1.216,105.123,10.512,2
9,240.406,1.216,105.096,10.51,2
9,240.371,1.217,105.28,10.528,2
9,240.361,1.217,105.245,10.524,2
9,240.314,1.217,105.0,10.5,2
9,240.266,1.217,105.006,10.501,2
9,240.227,1.217,105.01,10.501,2
9,240.205,1.217,105.014,10.501,2
9,240.192,1.217,105.018,10.502,2
9,240.183,1.218,105.0,10.5,2
9,240.174,1.218,105.202,10.52,2
9,240.175,1.218,104.965,10.497,2
9,240.201,1.218,105.153,10.515,2
9,240.187,1.216,105.12,10.512,2
9,240.19,1.215,104.898,10.49,2
9,240.281,1.213,104.903,10.49,2
9,240.341,1.211,104.721,10.472,2
9,240.344,1.212,104.768,10.477,2
9,240.313,1.212,104.807,10.481,2
9,240.295,1.213,104.849,10.485,2
9,240.277,1.214,104.893,10.489,2
9,240.23,1.214,104.713,10.471,2
9,240.178,1.213,104.969,10.497,2
9,240.122,1.213,104.775,10.478,2
9,240.123,1.212,104.812,10.481,2
9,240.268,1.212,104.833,10.483,2
9,240.424,1.211,104.859,10.486,2
9,240.604,1.212,104.686,10.469,2
9,240.769,1.213,104.946,10.495,2
9,240.871,1.212,104.756,10.476,2
9,240.92,1.213,105.014,10.501,2
9,240.971,1.213,105.028,10.503,2
9,241.041,1.213,105.039,10.504,2
9,241.121,1.213,105.038,10.504,2
9,241.216,1.213,105.048,10.505,2
9,241.297,1.213,104.839,10.484,2
9,241.373,1.213,104.855,10.486,2
9,241.398,1.211,104.898,10.49,2
9,241.388,1.211,104.934,10.493,2
9,241.346,1.21,104.746,10.475,2
9,241.298,1.21,104.779,10.478,2
9,241.261,1.209,105.022,10.502,2
9,241.244,1.208,105.035,10.504,2
9,241.239,1.208,104.829,10.483,2
9,241.229,1.209,104.846,10.485,2
9,241.231,1.209,104.861,10.486,2
9,241.24,1.209,104.872,10.487,2
9,241.236,1.209,104.902,10.49,2
9,241.255,1.208,104.73,10.473,2
9,241.264,1.209,104.776,10.478,2
9,241.285,1.209,104.803,10.48,2
9,241.29,1.209,105.042,10.504,2
9,241.267,1.209,105.051,10.505,2
9,241.234,1.21,105.058,10.506,2
9,241.232,1.211,105.064,10.506,2
9,241.226,1.212,105.058,10.506,2
9,241.203,1.211,105.053,10.505,2
9,241.198,1.21,104.843,10.484,2
9,241.221,1.209,104.858,10.486,2
9,241.284,1.207,104.891,10.489,2
9,241.362,1.207,104.928,10.493,2
9,240.29,1.257,111.394,11.139,3
9,240.294,1.257,111.213,11.121,3
9,240.307,1.258,111.261,11.126,3
9,240.318,1.258,111.29,11.129,3
9,240.32,1.259,111.53,11.153,3
9,240.331,1.259,111.539,11.154,3
9,240.349,1.258,111.321,11.132,3
9,240.365,1.256,111.154,11.115,3
9,240.4,1.255,111.018,11.102,3
9,240.448,1.254,110.906,11.091,3
9,240.494,1.254,110.816,11.082,3
9,240.537,1.253,110.753,11.075,3
9,240.579,1.252,110.495,11.05,3
9,240.593,1.253,110.687,11.069,3
9,240.598,1.255,110.833,11.083,3
9,240.603,1.257,110.962,11.096,3
9,240.592,1.256,111.067,11.107,3
9,240.578,1.255,110.957,11.096,3
9,240.573,1.255,111.073,11.107,3
9,240.589,1.255,110.951,11.095,3
9,240.582,1.255,111.048,11.105,3
9,240.573,1.256,111.127,11.113,3
9,240.566,1.255,111.191,11.119,3
9,240.577,1.255,111.038,11.104,3
9,240.56,1.255,111.119,11.112,3
9,240.566,1.255,111.185,11.119,3
9,240.602,1.255,111.249,11.125,3
9,240.636,1.254,111.301,11.13,3
9,240.661,1.252,111.147,11.115,3
9,240.685,1.251,111.011,11.101,3
9,240.709,1.252,111.097,11.11,3
9,240.738,1.253,111.177,11.118,3
9,240.775,1.253,111.253,11.125,3
9,240.818,1.252,111.108,11.111,3
9,240.865,1.252,110.97,11.097,3
9,240.921,1.253,111.052,11.105,3
9,240.965,1.253,111.141,11.114,3
9,240.985,1.254,111.192,11.119,3
9,240.972,1.253,111.028,11.103,3
9,240.904,1.251,110.904,11.09,3
9,240.824,1.251,110.815,11.082,3
9,240.777,1.251,110.731,11.073,3
9,240.769,1.251,110.869,11.087,3
9,240.785,1.251,110.785,11.079,3
9,240.795,1.25,110.706,11.071,3
9,240.776,1.249,110.642,11.064,3
9,240.702,1.249,110.59,11.059,3
9,240.618,1.249,110.538,11.054,3
9,240.575,1.249,110.712,11.071,3
9,240.571,1.248,110.658,11.066,3
9,240.599,1.248,110.634,11.063,3
9,240.675,1.248,110.614,11.061,3
9,240.737,1.249,110.588,11.059,3
9,240.732,1.249,110.556,11.056,3
9,240.688,1.249,110.52,11.052,3
9,240.639,1.249,110.491,11.049,3
9,240.616,1.25,110.467,11.047,3
9,240.629,1.25,110.437,11.044,3
9,240.662,1.251,110.63,11.063,3
9,240.709,1.25,110.59,11.059,3
9,240.743,1.249,110.352,11.035,3
9,240.753,1.248,110.364,11.036,3
9,240.731,1.248,110.167,11.017,3
9,240.685,1.248,110.41,11.041,3
9,240.63,1.248,110.422,11.042,3
9,240.563,1.248,110.215,11.022,3
9,240.531,1.247,110.242,11.024,3
9,240.546,1.247,110.264,11.026,3
9,240.591,1.247,110.293,11.029,3
9,240.662,1.247,110.523,11.052,3
9,240.733,1.246,110.514,11.051,3
9,240.781,1.245,110.29,11.029,3
9,240.791,1.245,110.313,11.031,3
9,240.762,1.245,110.343,11.034,3
9,240.699,1.246,110.356,11.036,3
9,240.676,1.247,110.574,11.057,3
9,240.703,1.248,110.349,11.035,3
9,240.745,1.247,110.351,11.035,3
9,240.771,1.247,110.57,11.057,3
9,240.779,1.247,110.562,11.056,3
9,240.744,1.247,110.546,11.055,3
9,240.715,1.246,110.532,11.053,3
9,240.706,1.245,110.326,11.033,3
9,240.728,1.244,110.344,11.034,3
9,240.804,1.245,110.564,11.056,3
9,240.887,1.245,110.547,11.055,3
9,240.954,1.246,110.533,11.053,3
9,241.006,1.246,110.316,11.032,3
9,241.047,1.246,110.325,11.033,3
9,241.087,1.245,110.341,11.034,3
9,241.09,1.246,110.366,11.037,3
9,241.082,1.246,110.365,11.036,3
9,241.07,1.245,110.376,11.038,3
9,241.062,1.245,110.187,11.019,3
9,241.071,1.245,110.231,11.023,3
9,241.104,1.246,110.276,11.028,3
9,241.134,1.246,110.312,11.031,3
9,241.168,1.246,110.331,11.033,3
9,241.196,1.246,110.358,11.036,3
9,241.206,1.246,110.163,11.016,3
9,241.196,1.247,110.406,11.041,3
9,241.924,1.241,108.634,10.863,3
9,241.914,1.24,108.563,10.856,3
9,241.894,1.24,108.506,10.851,3
9,241.86,1.24,108.459,10.846,3
9,241.842,1.241,108.421,10.842,3
9,241.832,1.242,108.606,10.861,3
9,241.835,1.241,108.54,10.854,3
9,241.853,1.241,108.693,10.869,3
9,241.884,1.24,108.415,10.842,3
9,241.916,1.239,108.385,10.839,3
9,241.952,1.24,108.556,10.856,3
9,241.99,1.241,108.685,10.869,3
9,242.019,1.24,108.41,10.841,3
9,242.061,1.24,108.38,10.838,3
9,242.093,1.239,108.357,10.836,3
9,242.11,1.24,108.338,10.834,3
9,242.122,1.241,108.517,10.852,3
9,242.134,1.242,108.468,10.847,3
9,242.141,1.24,108.428,10.843,3
9,242.129,1.237,108.179,10.818,3
9,242.101,1.235,108.193,10.819,3
9,242.053,1.237,108.39,10.839,3
9,241.974,1.238,108.364,10.836,3
9,241.908,1.239,108.127,10.813,3
9,241.85,1.24,108.14,10.814,3
9,241.801,1.239,108.15,10.815,3
9,241.754,1.239,108.386,10.839,3
9,241.719,1.238,108.361,10.836,3
9,241.699,1.237,108.341,10.834,3
9,241.7,1.236,108.325,10.832,3
9,241.74,1.234,108.311,10.831,3
9,241.798,1.234,108.331,10.833,3
9,241.861,1.234,108.306,10.831,3
9,241.883,1.232,108.296,10.83,3
9,241.88,1.232,108.082,10.808,3
9,241.84,1.232,108.104,10.81,3
9,241.772,1.231,108.131,10.813,3
9,241.735,1.233,108.154,10.815,3
9,241.731,1.233,108.378,10.838,3
9,241.75,1.234,108.355,10.836,3
9,241.757,1.235,108.336,10.834,3
9,241.758,1.235,108.32,10.832,3
9,241.79,1.238,108.514,10.851,3
9,241.841,1.239,108.444,10.844,3
9,241.933,1.234,107.584,10.758,3
9,242.068,1.225,106.504,10.65,3
9,242.157,1.22,106.036,10.604,3
9,242.213,1.226,106.838,10.684,3
9,242.251,1.23,107.492,10.749,3
9,242.259,1.235,108.024,10.802,3
9,242.244,1.237,108.262,10.826,3
9,242.229,1.24,108.446,10.845,3
9,242.263,1.241,108.802,10.88,3
9,242.293,1.244,109.112,10.911,3
9,242.305,1.247,109.364,10.936,3
9,242.295,1.249,109.364,10.936,3
9,242.269,1.249,109.57,10.957,3
9,242.231,1.25,109.531,10.953,3
9,242.192,1.251,109.696,10.97,3
9,242.174,1.253,109.84,10.984,3
9,242.204,1.256,110.154,11.015,2
9,242.263,1.255,109.987,10.999,2
9,242.336,1.253,109.676,10.968,2
9,242.382,1.251,109.412,10.941,2
9,242.389,1.252,109.403,10.94,2
9,242.392,1.251,109.189,10.919,2
9,242.39,1.249,109.016,10.902,2
9,242.385,1.247,108.874,10.887,2
9,242.374,1.247,108.954,10.895,2
9,242.362,1.248,108.824,10.882,2
9,242.369,1.249,108.904,10.89,2
9,242.381,1.248,108.989,10.899,2
9,242.404,1.247,108.853,10.885,2
9,242.433,1.246,108.752,10.875,2
9,242.447,1.247,108.679,10.868,2
9,242.436,1.248,108.806,10.881,2
9,242.428,1.248,108.703,10.87,2
9,242.43,1.246,108.414,10.841,2
9,242.409,1.24,107.581,10.758,2
9,242.387,1.235,106.902,10.69,2
9,242.366,1.226,105.742,10.574,2
9,242.35,1.22,105.002,10.5,2
9,242.348,1.216,104.596,10.46,2
9,242.332,1.214,104.276,10.428,2
9,242.342,1.211,103.819,10.382,2
9,242.378,1.208,103.427,10.343,2
9,242.398,1.208,103.302,10.33,2
9,242.432,1.208,103.417,10.342,2
9,242.415,1.212,104.119,10.412,2
9,242.381,1.221,105.318,10.532,2
9,242.327,1.23,106.263,10.626,3
9,242.278,1.238,107.219,10.722,3
9,242.259,1.244,107.997,10.8,3
9,242.245,1.248,108.436,10.844,3
9,242.26,1.252,109.0,10.9,3
9,242.313,1.255,109.252,10.925,3
9,242.385,1.257,109.665,10.967,3
9,242.473,1.26,109.986,10.999,3
9,242.472,1.261,110.066,11.007,3
9,242.452,1.261,110.121,11.012,3
9,242.443,1.263,110.361,11.036,3
9,242.479,1.265,110.567,11.057,3
9,242.556,1.266,110.725,11.072,3
9,242.635,1.266,110.874,11.087,3
9,242.671,1.266,110.8,11.08,3
9,242.669,1.266,110.729,11.073,3
9,242.646,1.266,110.878,11.088,3
9,242.652,1.266,110.803,11.08,3
9,242.71,1.265,110.721,11.072,3
9,242.744,1.266,110.664,11.066,3
9,242.726,1.266,110.618,11.062,3
9,242.665,1.265,110.777,11.078,3
9,242.612,1.267,110.926,11.093,3
9,242.617,1.27,111.419,11.142,3
9,242.637,1.269,111.244,11.124,3
9,242.628,1.268,111.297,11.13,3
9,242.586,1.267,111.154,11.115,3
9,242.521,1.266,111.028,11.103,3
9,242.466,1.265,110.925,11.092,3
9,242.434,1.264,110.832,11.083,3
9,242.452,1.264,110.765,11.076,3
9,242.502,1.264,110.711,11.071,3
9,242.556,1.264,110.863,11.086,3
9,242.573,1.264,110.996,11.1,3
9,242.572,1.264,110.91,11.091,3
9,242.545,1.264,110.829,11.083,3
9,242.503,1.263,110.752,11.075,3
9,242.47,1.263,110.69,11.069,3
9,242.43,1.262,110.619,11.062,2
9,242.445,1.259,110.365,11.036,2
9,242.462,1.257,109.973,10.997,2
9,242.455,1.256,109.871,10.987,2
9,242.413,1.256,109.787,10.979,2
9,242.34,1.257,109.719,10.972,2
9,242.249,1.257,109.643,10.964,2
9,242.128,1.257,109.59,10.959,2
9,242.018,1.257,109.342,10.934,2
9,241.932,1.256,109.119,10.912,2
9,241.89,1.257,109.144,10.914,2
9,241.88,1.258,109.164,10.916,2
9,241.857,1.257,108.995,10.9,2
9,241.85,1.257,109.063,10.906,2
9,241.852,1.256,108.923,10.892,2
9,241.83,1.257,109.004,10.9,2
9,241.835,1.257,109.07,10.907,2
9,241.874,1.255,109.114,10.911,2
9,241.963,1.249,108.532,10.853,2
9,242.064,1.243,107.677,10.768,2
9,242.122,1.234,106.775,10.678,2
9,242.129,1.232,106.277,10.628,2
9,242.117,1.232,106.046,10.605,2
9,242.096,1.238,107.052,10.705,2
9,242.121,1.245,107.882,10.788,2
9,242.174,1.252,108.754,10.875,3
9,242.201,1.258,109.464,10.946,3
9,242.178,1.262,110.043,11.004,3
9,242.12,1.265,110.514,11.051,3
9,242.081,1.267,110.692,11.069,3
9,242.09,1.269,111.053,11.105,3
9,242.157,1.271,111.141,11.114,3
9,242.208,1.272,111.408,11.141,3
9,242.2,1.274,111.42,11.142,3
9,242.16,1.274,111.43,11.143,3
9,242.119,1.274,111.438,11.144,3
9,242.1,1.276,111.651,11.165,3
9,242.133,1.277,111.824,11.182,3
9,242.171,1.278,111.975,11.197,3
9,242.194,1.278,111.902,11.19,3
9,242.185,1.278,111.833,11.183,3
9,242.142,1.278,111.765,11.177,3
9,242.097,1.279,111.917,11.192,3
9,242.041,1.279,111.835,11.183,3
9,242.002,1.278,111.757,11.176,3
9,241.988,1.278,111.705,11.171,3
9,242.014,1.277,111.651,11.165,3
6,211.839,0.626,-9.489,-0.949,0
6,216.166,0.639,-9.14,-0.914,0
6,219.689,0.65,-8.659,-0.866,0
6,222.561,0.658,-8.257,-0.826,0
6,224.912,0.665,-7.92,-0.792,0
6,226.83,0.67,-7.852,-0.785,0
6,228.394,0.675,-7.61,-0.761,0
6,229.68,0.679,-7.403,-0.74,0
6,230.745,0.682,-7.224,-0.722,0
6,231.625,0.685,-7.295,-0.73,0
6,232.329,0.686,-7.157,-0.716,0
6,232.897,0.688,-7.034,-0.703,0
6,233.366,0.689,-6.924,-0.692,0
6,233.773,0.69,-7.05,-0.705,0
6,234.096,0.691,-6.958,-0.696,0
6,234.304,0.691,-6.677,-0.668,0
6,234.439,0.692,-6.642,-0.664,0
6,234.526,0.692,-6.605,-0.661,0
6,234.551,0.692,-6.574,-0.657,0
6,234.531,0.692,-6.755,-0.675,0
6,234.501,0.693,-6.717,-0.672,0
6,234.496,0.693,-6.666,-0.667,0
6,234.538,0.693,-6.84,-0.684,0
6,234.638,0.694,-6.787,-0.679,0
6,234.757,0.694,-6.722,-0.672,0
6,234.868,0.694,-6.876,-0.688,0
6,234.95,0.694,-6.816,-0.682,0
6,234.228,2.126,197.793,19.779,0
6,234.21,2.128,197.66,19.766,0
6,234.219,2.13,197.747,19.775,0
6,234.23,2.13,197.798,19.78,0
6,234.238,2.13,197.849,19.785,0
6,234.246,2.13,198.097,19.81,0
6,234.227,2.129,198.104,19.81,0
6,234.21,2.13,198.304,19.83,0
6,234.208,2.128,198.272,19.827,0
6,234.233,2.124,197.844,19.784,0
6,234.288,2.122,197.702,19.77,0
6,234.35,2.122,197.586,19.759,0
6,234.423,2.124,197.882,19.788,0
6,234.459,2.126,198.124,19.812,0
6,234.474,2.125,198.126,19.813,0
6,234.476,2.125,198.127,19.813,0
6,234.439,2.122,197.715,19.771,0
6,234.383,2.12,197.576,19.758,0
6,234.331,2.12,197.463,19.746,0
6,234.278,2.122,197.782,19.778,0
6,234.23,2.125,198.053,19.805,0
6,234.197,2.127,198.458,19.846,0
6,234.174,2.127,198.593,19.859,0
6,234.174,2.125,198.487,19.849,0
6,234.196,2.12,198.214,19.821,0
6,234.218,2.117,197.807,19.781,0
6,234.234,2.116,197.66,19.766,0
6,234.252,2.113,197.542,19.754,0
6,234.228,2.11,197.26,19.726,0
6,234.219,2.11,197.02,19.702,0
6,234.236,2.111,197.01,19.701,0
6,234.261,2.113,197.218,19.722,0
6,234.277,2.114,197.191,19.719,0
6,234.315,2.114,197.356,19.736,0
6,234.348,2.115,197.293,19.729,0
6,234.375,2.115,197.222,19.722,0
6,234.387,2.117,197.586,19.759,0
6,234.408,2.118,197.883,19.788,0
6,234.415,2.118,197.919,19.792,0
6,234.432,2.12,198.154,19.815,0
6,234.455,2.122,198.345,19.834,0
6,234.455,2.123,198.501,19.85,0
6,234.436,2.124,198.628,19.863,0
6,234.37,2.129,198.731,19.873,0
6,234.297,2.135,199.227,19.923,0
6,234.231,2.14,199.642,19.964,0
6,234.178,2.146,199.979,19.998,0
6,234.159,2.149,200.419,20.042,0
6,234.119,2.147,200.19,20.019,0
6,234.094,2.143,199.592,19.959,0
6,234.055,2.138,199.105,19.91,0
6,234.01,2.134,198.522,19.852,0
6,233.958,2.132,198.244,19.824,0
6,233.928,2.131,198.016,19.802,0
6,233.926,2.129,198.017,19.802,0
6,233.942,2.128,198.017,19.802,0
6,233.967,2.127,198.028,19.803,0
6,233.982,2.127,198.057,19.806,0
6,233.994,2.129,198.472,19.847,0
6,234.012,2.129,198.604,19.86,0
6,234.03,2.129,198.496,19.85,0
6,234.05,2.129,198.624,19.862,0
6,234.052,2.128,198.511,19.851,0
6,234.056,2.129,198.636,19.864,0
6,234.076,2.127,198.533,19.853,0
6,234.1,2.126,198.458,19.846,0
6,234.12,2.123,198.202,19.82,0
6,234.147,2.119,197.767,19.777,0
6,234.183,2.118,197.618,19.762,0
6,234.223,2.117,197.682,19.768,0
6,234.258,2.115,197.57,19.757,0
6,234.295,2.116,197.684,19.768,0
6,234.346,2.12,198.168,19.817,0
6,234.401,2.124,198.759,19.876,0
6,234.456,2.128,199.044,19.904,0
6,234.493,2.13,199.07,19.907,0
6,234.53,2.131,199.287,19.929,0
6,234.566,2.131,199.268,19.927,0
6,234.601,2.13,199.263,19.926,0
6,234.637,2.131,199.259,19.926,0
6,234.663,2.131,199.029,19.903,0
6,234.696,2.13,199.058,19.906,0
6,234.733,2.127,198.69,19.869,0
6,234.758,2.124,198.391,19.839,0
6,234.754,2.123,197.941,19.794,0
6,234.74,2.123,197.76,19.776,0
6,234.73,2.122,197.829,19.783,0
6,234.713,2.123,197.678,19.768,0
6,234.694,2.124,197.958,19.796,0
6,234.67,2.127,198.186,19.819,0
6,234.634,2.132,198.958,19.896,0
6,234.583,2.134,199.186,19.919,0
6,234.519,2.132,198.99,19.899,0
6,234.457,2.129,198.635,19.863,0
6,234.413,2.129,198.542,19.854,0
6,234.411,2.132,198.661,19.866,0
6,234.439,2.132,198.542,19.854,0
6,234.457,2.133,198.466,19.847,0
6,234.449,2.134,198.208,19.821,0
6,234.4,2.137,198.4,19.84,0
6,234.356,2.142,198.741,19.874,0
6,234.254,2.148,201.693,20.169,1
6,234.291,2.15,202.031,20.203,1
6,234.355,2.15,202.111,20.211,1
6,234.427,2.149,201.754,20.175,1
6,234.474,2.147,201.679,20.168,1
6,234.517,2.147,201.629,20.163,1
6,234.517,2.15,201.979,20.198,1
6,234.487,2.151,202.068,20.207,1
6,234.448,2.152,202.141,20.214,1
6,234.404,2.151,202.005,20.2,1
6,234.365,2.15,201.873,20.187,1
6,234.329,2.152,201.983,20.198,1
6,234.294,2.154,202.267,20.227,1
6,234.277,2.155,202.52,20.252,1
6,234.272,2.157,202.519,20.252,1
6,234.263,2.158,202.704,20.27,1
6,234.261,2.158,202.638,20.264,1
6,234.271,2.159,202.801,20.28,1
6,234.262,2.16,202.933,20.293,1
6,234.238,2.162,203.258,20.326,1
6,234.204,2.166,203.717,20.372,1
6,234.181,2.167,203.855,20.385,1
6,234.181,2.164,203.586,20.359,1
6,234.19,2.16,202.965,20.297,1
6,234.231,2.157,202.46,20.246,1
6,234.302,2.158,202.46,20.246,1
6,234.34,2.16,202.656,20.266,1
6,234.334,2.16,202.61,20.261,1
6,234.259,2.158,202.377,20.238,1
6,234.164,2.158,201.98,20.198,1
6,234.07,2.16,202.461,20.246,1
6,233.973,2.164,203.069,20.307,1
6,233.916,2.163,202.76,20.276,1
6,233.908,2.161,202.509,20.251,1
6,233.954,2.16,202.304,20.23,1
6,234.03,2.16,202.138,20.214,1
6,234.066,2.162,202.579,20.258,1
6,234.094,2.16,202.547,20.255,1
6,234.103,2.157,202.346,20.235,1
6,234.069,2.154,201.976,20.198,1
6,234.041,2.153,202.077,20.208,1
6,234.031,2.156,202.354,20.235,1
6,234.014,2.157,202.57,20.257,1
6,234.023,2.158,202.745,20.274,1
6,234.016,2.162,203.083,20.308,1
6,233.999,2.163,203.369,20.337,1
6,233.991,2.166,203.819,20.382,1
6,233.992,2.169,204.174,20.417,1
6,234.005,2.168,204.258,20.426,1
6,234.015,2.168,204.12,20.412,1
6,234.035,2.166,204.008,20.401,1
6,234.055,2.166,203.71,20.371,1
6,234.07,2.167,203.869,20.387,1
6,234.107,2.167,203.989,20.399,1
6,234.141,2.167,203.901,20.39,1
6,234.166,2.168,204.046,20.405,1
6,234.175,2.168,204.154,20.415,1
6,234.193,2.171,204.447,20.445,1
6,234.21,2.169,204.274,20.427,1
6,234.229,2.166,203.928,20.393,1
6,234.273,2.161,203.44,20.344,1
6,234.33,2.156,202.836,20.284,1
6,234.374,2.152,202.345,20.235,1
6,234.396,2.151,202.356,20.236,1
6,234.406,2.15,202.18,20.218,1
6,234.402,2.152,202.242,20.224,1
6,234.363,2.153,202.262,20.226,1
6,234.288,2.152,202.082,20.208,1
6,234.235,2.151,201.936,20.194,1
6,234.202,2.153,202.024,20.202,1
6,234.205,2.155,202.105,20.21,1
6,234.246,2.155,202.171,20.217,1
6,234.297,2.156,202.256,20.226,1
6,234.296,2.158,202.5,20.25,1
6,234.266,2.155,202.286,20.229,1
6,234.275,2.155,202.319,20.232,1
6,234.354,2.153,202.335,20.234,1
6,234.434,2.151,202.173,20.217,1
6,234.442,2.152,202.236,20.224,1
6,234.406,2.152,202.278,20.228,1
6,234.376,2.151,202.117,20.212,1
6,234.378,2.152,202.376,20.238,1
6,234.423,2.152,202.402,20.24,1
6,234.468,2.152,202.423,20.242,1
6,234.481,2.157,202.831,20.283,1
6,234.478,2.158,202.958,20.296,1
6,234.493,2.155,202.67,20.267,1
6,234.525,2.154,202.436,20.244,1
6,234.554,2.154,202.441,20.244,1
6,234.603,2.154,202.424,20.242,1
6,234.693,2.152,202.214,20.221,1
6,234.759,2.152,202.044,20.204,1
6,234.775,2.154,202.317,20.232,1
6,234.741,2.158,202.539,20.254,1
6,234.72,2.16,202.689,20.269,1
6,234.662,2.16,202.616,20.262,1
6,234.614,2.156,202.166,20.217,1
6,234.595,2.154,202.015,20.201,1
6,234.602,2.154,201.902,20.19,1
6,234.59,2.155,201.996,20.2,1
6,234.602,2.156,202.278,20.228,1
6,234.517,2.219,210.482,21.048,2
6,234.48,2.22,210.591,21.059,2
6,234.459,2.218,210.484,21.048,2
6,234.454,2.215,210.211,21.021,2
6,234.472,2.211,209.565,20.956,2
6,234.494,2.208,209.246,20.925,2
6,234.513,2.208,209.192,20.919,2
6,234.548,2.205,208.942,20.894,2
6,234.569,2.202,208.739,20.874,2
6,234.575,2.199,208.388,20.839,2
6,234.552,2.199,208.287,20.829,2
6,234.513,2.2,208.205,20.82,2
6,234.462,2.201,208.139,20.814,2
6,234.452,2.204,208.486,20.849,2
6,234.435,2.207,208.77,20.877,2
6,234.409,2.209,208.794,20.879,2
6,234.398,2.212,209.205,20.921,2
6,234.382,2.217,209.941,20.994,2
6,234.35,2.221,210.139,21.014,2
6,234.327,2.222,210.3,21.03,2
6,234.304,2.222,210.247,21.025,2
6,234.291,2.221,209.987,20.999,2
6,234.282,2.22,209.992,20.999,2
6,234.291,2.218,209.8,20.98,2
6,234.333,2.217,209.654,20.965,2
6,234.408,2.216,209.524,20.952,2
