WorkCellID,RmsVoltage(V),RmsCurrent(A),Power(W),NominalPower,%BeltTension,ActiveZones,LoadCombination,Load
10,239.744,2.503,279.103,27.91,95,0111,7,3
10,239.731,2.504,279.345,27.934,95,0111,7,3
10,239.731,2.504,279.345,27.934,95,0111,7,3
10,239.715,2.505,279.542,27.954,95,0111,7,3
10,239.707,2.506,279.516,27.952,95,0111,7,3
10,239.701,2.506,279.485,27.949,95,0111,7,3
10,239.685,2.504,279.46,27.946,95,0111,7,3
10,239.671,2.503,279.233,27.923,95,0111,7,3
10,239.669,2.502,279.245,27.925,95,0111,7,3
10,239.661,2.503,279.047,27.905,95,0111,7,3
10,239.665,2.501,278.887,27.889,95,0111,7,3
10,239.681,2.5,278.961,27.896,95,0111,7,3
10,239.695,2.501,279.033,27.903,95,0111,7,3
10,239.697,2.502,279.081,27.908,95,0111,7,3
10,239.702,2.504,279.11,27.911,95,0111,7,3
10,239.693,2.504,279.133,27.913,95,0111,7,3
10,239.689,2.505,279.162,27.916,95,0111,7,3
10,239.673,2.506,279.197,27.92,95,0111,7,3
10,239.645,2.505,279.225,27.922,95,0111,7,3
10,239.606,2.507,279.02,27.902,95,0111,7,3
10,239.509,2.51,279.071,27.907,95,0111,7,3
10,239.405,2.512,278.711,27.871,95,0111,7,3
10,239.3,2.515,278.612,27.861,95,0111,7,3
10,239.201,2.519,278.749,27.875,95,0111,7,3
10,239.118,2.522,278.654,27.865,95,0111,7,3
10,239.082,2.523,278.762,27.876,95,0111,7,3
10,239.079,2.52,278.84,27.884,95,0111,7,3
10,239.14,2.518,279.06,27.906,95,0111,7,3
10,239.16,2.516,279.077,27.908,95,0111,7,3
10,239.196,2.516,279.313,27.931,95,0111,7,3
10,239.227,2.514,279.319,27.932,95,0111,7,3
10,239.265,2.511,278.913,27.891,95,0111,7,3
10,239.301,2.51,278.984,27.898,95,0111,7,3
10,239.35,2.51,278.835,27.884,95,0111,7,3
10,239.391,2.509,278.91,27.891,95,0111,7,3
10,239.444,2.509,278.991,27.899,95,0111,7,3
10,239.502,2.509,279.057,27.906,95,0111,7,3
10,239.551,2.508,278.895,27.89,95,0111,7,3
10,239.57,2.509,278.979,27.898,95,0111,7,3
10,239.598,2.508,278.841,27.884,95,0111,7,3
10,239.633,2.507,278.926,27.893,95,0111,7,3
10,239.668,2.506,278.787,27.879,95,0111,7,3
10,239.692,2.503,278.685,27.869,95,0111,7,3
10,239.705,2.503,278.613,27.861,95,0111,7,3
10,239.711,2.503,278.543,27.854,95,0111,7,3
10,239.722,2.503,278.683,27.868,95,0111,7,3
10,239.742,2.503,278.589,27.859,95,0111,7,3
10,239.766,2.503,278.71,27.871,95,0111,7,3
10,239.783,2.503,278.828,27.883,95,0111,7,3
10,239.796,2.503,278.718,27.872,95,0111,7,3
10,239.819,2.501,278.815,27.881,95,0111,7,3
10,239.828,2.5,279.099,27.91,95,0111,7,3
10,239.832,2.499,278.939,27.894,95,0111,7,3
10,239.842,2.497,278.809,27.881,95,0111,7,3
10,239.848,2.498,278.909,27.891,95,0111,7,3
10,239.852,2.499,278.784,27.878,95,0111,7,3
10,239.86,2.501,278.868,27.887,95,0111,7,3
10,239.868,2.503,279.143,27.914,95,0111,7,3
10,239.881,2.503,278.953,27.895,95,0111,7,3
10,239.903,2.504,279.212,27.921,95,0111,7,3
10,239.908,2.508,279.021,27.902,95,0111,7,3
10,239.903,2.509,279.278,27.928,95,0111,7,3
10,239.894,2.511,279.291,27.929,95,0111,7,3
10,239.876,2.511,279.075,27.907,95,0111,7,3
10,239.839,2.511,279.116,27.912,95,0111,7,3
10,239.795,2.512,279.159,27.916,95,0111,7,3
10,239.74,2.513,279.183,27.918,95,0111,7,3
10,239.672,2.512,279.41,27.941,95,0111,7,3
10,239.612,2.513,279.398,27.94,95,0111,7,3
10,239.549,2.511,279.368,27.937,95,0111,7,3
10,239.491,2.511,279.365,27.937,95,0111,7,3
10,239.451,2.511,279.351,27.935,95,0111,7,3
10,239.417,2.511,279.33,27.933,95,0111,7,3
10,239.397,2.51,279.333,27.933,95,0111,7,3
10,239.406,2.508,279.13,27.913,95,0111,7,3
10,239.424,2.507,278.954,27.895,95,0111,7,3
10,239.445,2.508,278.996,27.9,95,0111,7,3
10,239.483,2.508,279.257,27.926,95,0111,7,3
10,239.528,2.51,279.48,27.948,95,0111,7,3
10,239.557,2.51,279.249,27.925,95,0111,7,3
10,239.148,2.496,275.97,27.597,95,0110,6,2
10,239.181,2.493,275.999,27.6,95,0110,6,2
10,239.225,2.491,275.817,27.582,95,0110,6,2
10,239.256,2.488,275.648,27.565,95,0110,6,2
10,239.302,2.484,275.531,27.553,95,0110,6,2
10,239.343,2.483,275.446,27.545,95,0110,6,2
10,239.384,2.482,275.346,27.535,95,0110,6,2
10,239.429,2.48,275.46,27.546,95,0110,6,2
10,239.455,2.481,275.553,27.555,95,0110,6,2
10,239.482,2.482,275.856,27.586,95,0110,6,2
10,239.524,2.481,275.69,27.569,95,0110,6,2
10,239.571,2.48,275.771,27.577,95,0110,6,2
10,239.619,2.478,275.631,27.563,95,0110,6,2
10,239.667,2.478,275.692,27.569,95,0110,6,2
10,239.717,2.478,275.742,27.574,95,0110,6,2
10,239.762,2.476,275.597,27.56,95,0110,6,2
10,239.784,2.477,275.469,27.547,95,0110,6,2
10,239.779,2.477,275.571,27.557,95,0110,6,2
10,239.763,2.478,275.654,27.565,95,0110,6,2
10,239.749,2.478,275.711,27.571,95,0110,6,2
10,239.728,2.479,275.973,27.597,95,0110,6,2
10,239.68,2.479,275.807,27.581,95,0110,6,2
10,239.63,2.48,275.856,27.586,95,0110,6,2
10,239.584,2.478,275.906,27.591,95,0110,6,2
10,239.551,2.478,275.937,27.594,95,0110,6,2
10,239.528,2.478,275.746,27.575,95,0110,6,2
10,239.537,2.476,275.58,27.558,95,0110,6,2
10,239.555,2.477,275.651,27.565,95,0110,6,2
10,239.58,2.477,275.936,27.594,95,0110,6,2
10,239.604,2.478,275.755,27.575,95,0110,6,2
10,239.617,2.48,275.999,27.6,95,0110,6,2
10,239.621,2.479,276.22,27.622,95,0110,6,2
10,239.604,2.48,276.202,27.62,95,0110,6,2
10,239.571,2.481,276.168,27.617,95,0110,6,2
10,239.536,2.48,276.336,27.634,95,0110,6,2
10,239.501,2.48,276.483,27.648,95,0110,6,2
10,239.486,2.48,276.407,27.641,95,0110,6,2
10,239.508,2.48,276.355,27.636,95,0110,6,2
10,239.533,2.481,276.303,27.63,95,0110,6,2
10,239.542,2.483,276.476,27.648,95,0110,6,2
10,239.556,2.487,276.412,27.641,95,0110,6,2
10,239.565,2.49,276.544,27.654,95,0110,6,2
10,239.562,2.491,276.663,27.666,95,0110,6,2
10,239.567,2.494,276.554,27.655,95,0110,6,2
10,239.587,2.493,276.661,27.666,95,0110,6,2
10,239.59,2.492,276.747,27.675,95,0110,6,2
10,239.588,2.492,276.818,27.682,95,0110,6,2
10,239.589,2.49,276.886,27.689,95,0110,6,2
10,239.608,2.489,276.745,27.675,95,0110,6,2
10,239.637,2.491,277.002,27.7,95,0110,6,2
10,239.652,2.492,277.437,27.744,95,0110,6,2
10,239.678,2.492,277.38,27.738,95,0110,6,2
10,239.709,2.493,277.518,27.752,95,0110,6,2
10,239.738,2.491,277.641,27.764,95,0110,6,2
10,239.775,2.492,277.741,27.774,95,0110,6,2
10,239.822,2.494,278.03,27.803,95,0110,6,2
10,239.87,2.495,278.058,27.806,95,0110,6,2
10,239.914,2.496,278.081,27.808,95,0110,6,2
10,239.957,2.496,278.109,27.811,95,0110,6,2
10,239.996,2.497,278.133,27.813,95,0110,6,2
10,240.025,2.498,278.338,27.834,95,0110,6,2
10,240.042,2.499,278.711,27.871,95,0110,6,2
10,240.06,2.501,278.818,27.882,95,0110,6,2
10,240.069,2.502,278.906,27.891,95,0110,6,2
10,240.076,2.503,278.967,27.897,95,0110,6,2
10,240.083,2.503,279.233,27.923,95,0110,6,2
10,240.085,2.504,279.265,27.926,95,0110,6,2
10,240.085,2.505,279.28,27.928,95,0110,6,2
10,240.093,2.507,279.489,27.949,95,0110,6,2
10,240.095,2.506,279.246,27.925,95,0110,6,2
10,240.094,2.507,279.461,27.946,95,0110,6,2
10,240.088,2.509,279.429,27.943,95,0110,6,2
10,240.065,2.51,279.6,27.96,95,0110,6,2
10,240.037,2.511,279.532,27.953,95,0110,6,2
10,240.018,2.514,279.684,27.968,95,0110,6,2
10,239.989,2.516,279.611,27.961,95,0110,6,2
10,239.909,2.518,279.748,27.975,95,0110,6,2
10,239.884,2.519,280.065,28.007,95,0110,6,2
10,239.86,2.52,280.137,28.014,95,0110,6,2
10,239.828,2.519,279.981,27.998,95,0110,6,2
10,239.81,2.517,279.853,27.985,95,0110,6,2
10,239.809,2.519,279.934,27.993,95,0110,6,2
10,239.803,2.52,280.011,28.001,95,0110,6,2
10,239.808,2.523,280.279,28.028,95,0110,6,2
10,239.832,2.523,280.302,28.03,95,0110,6,2
10,239.85,2.522,280.115,28.012,95,0110,6,2
10,239.845,2.522,280.158,28.016,95,0110,6,2
10,239.832,2.521,280.193,28.019,95,0110,6,2
10,239.804,2.521,280.222,28.022,95,0110,6,2
10,239.776,2.521,280.256,28.026,95,0110,6,2
10,239.757,2.523,280.067,28.007,95,0110,6,2
10,239.74,2.523,279.903,27.99,95,0110,6,2
10,239.713,2.525,279.975,27.998,95,0110,6,2
10,239.685,2.527,280.064,28.006,95,0110,6,2
10,239.659,2.528,279.92,27.992,95,0110,6,2
10,239.633,2.529,280.0,28.0,95,0110,6,2
10,239.618,2.529,279.879,27.988,95,0110,6,2
10,239.603,2.529,279.76,27.976,95,0110,6,2
10,239.612,2.53,279.869,27.987,95,0110,6,2
10,239.614,2.531,279.762,27.976,95,0110,6,2
10,239.609,2.532,279.674,27.967,95,0110,6,2
10,240.216,2.487,275.428,27.543,95,0101,5,2
10,240.28,2.488,275.548,27.555,95,0101,5,2
10,240.343,2.489,275.645,27.564,95,0101,5,2
10,240.377,2.49,275.735,27.573,95,0101,5,2
10,240.366,2.49,275.591,27.559,95,0101,5,2
10,240.323,2.491,275.659,27.566,95,0101,5,2
10,240.279,2.491,275.932,27.593,95,0101,5,2
10,240.257,2.492,275.751,27.575,95,0101,5,2
10,240.275,2.492,275.811,27.581,95,0101,5,2
10,240.31,2.492,275.664,27.566,95,0101,5,2
10,240.355,2.491,275.338,27.534,95,0101,5,2
10,240.383,2.492,275.681,27.568,95,0101,5,2
10,240.394,2.492,275.547,27.555,95,0101,5,2
10,240.38,2.493,275.624,27.562,95,0101,5,2
10,240.348,2.493,275.697,27.57,95,0101,5,2
10,240.31,2.492,275.56,27.556,95,0101,5,2
10,240.269,2.491,275.841,27.584,95,0101,5,2
10,240.223,2.489,275.688,27.569,95,0101,5,2
10,240.196,2.489,275.543,27.554,95,0101,5,2
10,240.187,2.489,275.632,27.563,95,0101,5,2
10,240.188,2.487,275.508,27.551,95,0101,5,2
10,240.204,2.487,275.427,27.543,95,0101,5,2
10,240.214,2.489,275.568,27.557,95,0101,5,2
10,240.211,2.489,275.249,27.525,95,0101,5,2
10,240.205,2.49,275.402,27.54,95,0101,5,2
10,240.204,2.49,275.331,27.533,95,0101,5,2
10,240.219,2.491,275.252,27.525,95,0101,5,2
10,240.246,2.493,275.59,27.559,95,0101,5,2
10,240.27,2.492,275.484,27.548,95,0101,5,2
10,240.298,2.491,275.161,27.516,95,0101,5,2
10,240.325,2.491,275.32,27.532,95,0101,5,2
10,240.344,2.489,274.862,27.486,95,0101,5,2
10,240.328,2.49,274.87,27.487,95,0101,5,2
10,240.293,2.495,274.897,27.49,95,0101,5,2
10,240.253,2.499,274.899,27.49,95,0101,5,2
10,240.218,2.503,274.901,27.49,95,0101,5,2
10,240.205,2.502,274.922,27.492,95,0101,5,2
10,240.227,2.501,274.929,27.493,95,0101,5,2
10,240.25,2.5,275.142,27.514,95,0101,5,2
10,240.252,2.497,275.119,27.512,95,0101,5,2
10,240.246,2.496,274.894,27.489,95,0101,5,2
10,240.224,2.493,274.907,27.491,95,0101,5,2
10,240.201,2.49,274.505,27.45,95,0101,5,2
10,240.173,2.489,274.579,27.458,95,0101,5,2
10,240.14,2.488,274.846,27.485,95,0101,5,2
10,240.123,2.489,274.662,27.466,95,0101,5,2
10,240.102,2.488,274.707,27.471,95,0101,5,2
10,240.083,2.488,274.734,27.473,95,0101,5,2
10,240.069,2.489,274.961,27.496,95,0101,5,2
10,240.059,2.489,274.962,27.496,95,0101,5,2
10,240.049,2.489,274.972,27.497,95,0101,5,2
10,240.049,2.489,274.775,27.477,95,0101,5,2
10,240.071,2.488,274.81,27.481,95,0101,5,2
10,240.114,2.487,274.437,27.444,95,0101,5,2
10,240.152,2.487,274.73,27.473,95,0101,5,2
10,240.164,2.485,274.783,27.478,95,0101,5,2
10,240.178,2.485,274.806,27.481,95,0101,5,2
10,240.176,2.486,274.836,27.484,95,0101,5,2
10,240.17,2.485,274.87,27.487,95,0101,5,2
10,240.156,2.486,274.887,27.489,95,0101,5,2
10,240.139,2.486,274.902,27.49,95,0101,5,2
10,240.116,2.484,274.717,27.472,95,0101,5,2
10,240.078,2.484,274.567,27.457,95,0101,5,2
10,240.035,2.482,274.455,27.445,95,0101,5,2
10,240.007,2.481,274.147,27.415,95,0101,5,2
10,239.976,2.481,274.288,27.429,95,0101,5,2
10,239.973,2.479,274.414,27.441,95,0101,5,2
10,239.979,2.48,274.32,27.432,95,0101,5,2
10,239.988,2.482,274.429,27.443,95,0101,5,2
10,240.013,2.483,274.517,27.452,95,0101,5,2
10,240.052,2.483,274.59,27.459,95,0101,5,2
10,240.125,2.485,274.855,27.486,95,0101,5,2
10,240.211,2.486,274.668,27.467,95,0101,5,2
10,240.274,2.485,274.713,27.471,95,0101,5,2
10,240.327,2.485,274.574,27.457,95,0101,5,2
10,240.373,2.484,274.461,27.446,95,0101,5,2
10,240.386,2.483,274.574,27.457,95,0101,5,2
10,240.347,2.486,274.451,27.445,95,0101,5,2
10,240.278,2.488,274.34,27.434,95,0101,5,2
10,240.211,2.492,274.456,27.446,95,0101,5,2
10,240.149,2.496,274.354,27.435,95,0101,5,2
10,240.093,2.498,274.456,27.446,95,0101,5,2
10,240.048,2.499,274.344,27.434,95,0101,5,2
10,239.995,2.499,274.057,27.406,95,0101,5,2
10,239.969,2.5,274.226,27.423,95,0101,5,2
10,239.96,2.499,273.765,27.376,95,0101,5,2
10,239.954,2.498,273.585,27.358,95,0101,5,2
10,239.956,2.499,273.841,27.384,95,0101,5,2
10,239.949,2.498,273.657,27.366,95,0101,5,2
10,239.926,2.496,273.487,27.349,95,0101,5,2
10,239.899,2.496,273.545,27.355,95,0101,5,2
10,239.849,2.496,273.395,27.34,95,0101,5,2
10,239.787,2.495,273.47,27.347,95,0101,5,2
10,239.731,2.495,273.551,27.355,95,0101,5,2
10,239.73,2.494,273.411,27.341,95,0101,5,2
10,239.767,2.49,273.483,27.348,95,0101,5,2
10,239.868,2.486,273.356,27.336,95,0101,5,2
10,239.982,2.482,273.438,27.344,95,0101,5,2
10,240.095,2.481,273.721,27.372,95,0101,5,2
10,240.19,2.48,273.745,27.375,95,0101,5,2
10,240.239,2.478,273.775,27.377,95,0101,5,2
10,240.208,2.507,275.88,27.588,95,0011,3,2
10,240.163,2.506,275.896,27.59,95,0011,3,2
10,240.13,2.504,275.928,27.593,95,0011,3,2
10,240.106,2.502,275.739,27.574,95,0011,3,2
10,240.071,2.501,275.812,27.581,95,0011,3,2
10,240.016,2.501,275.468,27.547,95,0011,3,2
10,239.945,2.501,275.375,27.537,95,0011,3,2
10,239.902,2.502,275.309,27.531,95,0011,3,2
10,239.88,2.501,275.244,27.524,95,0011,3,2
10,239.887,2.501,275.398,27.54,95,0011,3,2
10,239.891,2.501,275.327,27.533,95,0011,3,2
10,239.885,2.499,275.249,27.525,95,0011,3,2
10,239.888,2.5,275.413,27.541,95,0011,3,2
10,239.894,2.5,275.123,27.512,95,0011,3,2
10,239.904,2.5,275.279,27.528,95,0011,3,2
10,239.904,2.501,275.231,27.523,95,0011,3,2
10,239.898,2.501,275.18,27.518,95,0011,3,2
10,239.893,2.5,275.13,27.513,95,0011,3,2
10,239.885,2.501,275.304,27.53,95,0011,3,2
10,239.866,2.499,275.251,27.525,95,0011,3,2
10,239.843,2.499,275.403,27.54,95,0011,3,2
10,239.822,2.5,275.125,27.512,95,0011,3,2
10,239.806,2.498,275.085,27.508,95,0011,3,2
10,239.788,2.496,275.279,27.528,95,0011,3,2
10,239.768,2.495,275.034,27.503,95,0011,3,2
10,239.75,2.493,275.011,27.501,95,0011,3,2
10,239.733,2.494,275.012,27.501,95,0011,3,2
10,239.723,2.493,275.002,27.5,95,0011,3,2
10,239.721,2.494,275.201,27.52,95,0011,3,2
10,239.724,2.498,275.177,27.518,95,0011,3,2
10,239.734,2.499,275.147,27.515,95,0011,3,2
10,239.746,2.502,275.308,27.531,95,0011,3,2
10,239.762,2.504,275.244,27.524,95,0011,3,2
10,239.784,2.504,275.181,27.518,95,0011,3,2
10,239.862,2.504,275.357,27.536,95,0011,3,2
10,239.93,2.503,275.283,27.528,95,0011,3,2
10,239.976,2.503,275.43,27.543,95,0011,3,2
10,239.992,2.504,275.354,27.535,95,0011,3,2
10,239.988,2.501,275.085,27.508,95,0011,3,2
10,239.962,2.5,275.052,27.505,95,0011,3,2
10,239.925,2.501,275.025,27.502,95,0011,3,2
10,239.886,2.499,275.003,27.5,95,0011,3,2
10,239.857,2.499,275.202,27.52,95,0011,3,2
10,239.839,2.499,274.951,27.495,95,0011,3,2
10,239.835,2.5,275.15,27.515,95,0011,3,2
10,239.857,2.502,275.342,27.534,95,0011,3,2
10,239.88,2.501,275.075,27.508,95,0011,3,2
10,239.926,2.5,275.241,27.524,95,0011,3,2
10,239.979,2.502,275.199,27.52,95,0011,3,2
10,240.019,2.501,275.145,27.514,95,0011,3,2
10,240.049,2.502,275.328,27.533,95,0011,3,2
10,240.058,2.503,275.054,27.505,95,0011,3,2
10,240.057,2.503,275.232,27.523,95,0011,3,2
10,240.017,2.506,275.399,27.54,95,0011,3,2
10,239.96,2.507,275.122,27.512,95,0011,3,2
10,239.92,2.51,275.082,27.508,95,0011,3,2
10,239.882,2.513,275.267,27.527,95,0011,3,2
10,239.851,2.513,275.014,27.501,95,0011,3,2
10,239.83,2.515,275.211,27.521,95,0011,3,2
10,239.826,2.519,274.968,27.497,95,0011,3,2
10,239.859,2.516,274.957,27.496,95,0011,3,2
10,239.906,2.516,274.959,27.496,95,0011,3,2
10,239.953,2.517,274.959,27.496,95,0011,3,2
10,239.992,2.516,275.145,27.514,95,0011,3,2
10,240.009,2.515,275.121,27.512,95,0011,3,2
10,240.01,2.515,274.896,27.49,95,0011,3,2
10,239.986,2.515,275.115,27.511,95,0011,3,2
10,239.93,2.515,274.89,27.489,95,0011,3,2
10,239.869,2.513,274.893,27.489,95,0011,3,2
10,239.809,2.512,274.917,27.492,95,0011,3,2
10,239.758,2.513,274.739,27.474,95,0011,3,2
10,239.712,2.511,274.77,27.477,95,0011,3,2
10,239.688,2.513,275.033,27.503,95,0011,3,2
10,239.668,2.514,274.824,27.482,95,0011,3,2
10,239.656,2.512,274.839,27.484,95,0011,3,2
10,239.654,2.512,274.862,27.486,95,0011,3,2
10,239.658,2.512,274.685,27.469,95,0011,3,2
10,239.69,2.512,274.726,27.473,95,0011,3,2
10,239.748,2.51,274.78,27.478,95,0011,3,2
10,239.787,2.506,274.618,27.462,95,0011,3,2
10,239.835,2.506,274.692,27.469,95,0011,3,2
10,239.881,2.506,274.536,27.454,95,0011,3,2
10,239.918,2.503,274.811,27.481,95,0011,3,2
10,239.947,2.504,274.849,27.485,95,0011,3,2
10,239.97,2.504,274.869,27.487,95,0011,3,2
10,239.985,2.505,275.093,27.509,95,0011,3,2
10,239.989,2.505,275.079,27.508,95,0011,3,2
10,240.003,2.504,274.851,27.485,95,0011,3,2
10,239.999,2.503,275.068,27.507,95,0011,3,2
10,239.98,2.503,274.852,27.485,95,0011,3,2
10,239.961,2.5,274.862,27.486,95,0011,3,2
10,239.923,2.5,274.685,27.469,95,0011,3,2
10,239.875,2.499,274.53,27.453,95,0011,3,2
10,239.817,2.497,274.395,27.439,95,0011,3,2
10,239.766,2.497,274.51,27.451,95,0011,3,2
10,239.731,2.496,274.398,27.44,95,0011,3,2
10,239.694,2.495,274.287,27.429,95,0011,3,2
10,239.657,2.494,274.206,27.421,95,0011,3,2
10,239.631,2.491,274.15,27.415,95,0011,3,2
10,239.613,2.493,274.311,27.431,95,0011,3,2
10,239.59,2.492,274.02,27.402,95,0011,3,2
10,240.015,2.528,275.929,27.593,95,1011,11,3
10,240.05,2.529,276.161,27.616,95,1011,11,3
10,240.074,2.527,276.155,27.615,95,1011,11,3
10,240.086,2.526,276.151,27.615,95,1011,11,3
10,240.089,2.526,275.93,27.593,95,1011,11,3
10,240.108,2.524,275.935,27.593,95,1011,11,3
10,240.133,2.523,275.961,27.596,95,1011,11,3
10,240.144,2.524,275.775,27.578,95,1011,11,3
10,240.146,2.524,276.016,27.602,95,1011,11,3
10,240.145,2.524,276.026,27.603,95,1011,11,3
10,240.141,2.524,276.024,27.602,95,1011,11,3
10,240.14,2.525,276.023,27.602,95,1011,11,3
10,240.15,2.528,276.021,27.602,95,1011,11,3
10,240.151,2.526,276.01,27.601,95,1011,11,3
10,240.176,2.527,276.228,27.623,95,1011,11,3
10,240.216,2.527,275.993,27.599,95,1011,11,3
10,240.267,2.525,275.997,27.6,95,1011,11,3
10,240.318,2.524,276.022,27.602,95,1011,11,3
10,240.361,2.523,275.825,27.582,95,1011,11,3
10,240.375,2.525,276.046,27.605,95,1011,11,3
10,240.395,2.525,276.051,27.605,95,1011,11,3
10,240.395,2.523,276.024,27.602,95,1011,11,3
10,240.363,2.523,276.013,27.601,95,1011,11,3
10,240.333,2.522,276.004,27.6,95,1011,11,3
10,240.305,2.518,275.81,27.581,95,1011,11,3
10,240.25,2.518,275.849,27.585,95,1011,11,3
10,240.184,2.515,275.478,27.548,95,1011,11,3
10,240.123,2.514,275.569,27.557,95,1011,11,3
10,240.048,2.513,275.467,27.547,95,1011,11,3
10,239.97,2.512,275.568,27.557,95,1011,11,3
10,239.909,2.513,275.652,27.565,95,1011,11,3
10,239.867,2.513,275.513,27.551,95,1011,11,3
10,239.83,2.513,275.803,27.58,95,1011,11,3
10,239.8,2.515,275.854,27.585,95,1011,11,3
10,239.78,2.515,275.688,27.569,95,1011,11,3
10,239.764,2.514,275.729,27.573,95,1011,11,3
10,239.761,2.516,275.792,27.579,95,1011,11,3
10,239.766,2.516,275.638,27.564,95,1011,11,3
10,239.784,2.516,275.915,27.592,95,1011,11,3
10,239.8,2.516,275.758,27.576,95,1011,11,3
10,239.816,2.515,275.806,27.581,95,1011,11,3
10,239.84,2.516,275.846,27.585,95,1011,11,3
10,239.853,2.516,275.681,27.568,95,1011,11,3
10,239.867,2.515,275.743,27.574,95,1011,11,3
10,239.889,2.514,275.825,27.582,95,1011,11,3
10,239.906,2.514,275.469,27.547,95,1011,11,3
10,239.929,2.513,275.767,27.577,95,1011,11,3
10,239.953,2.514,275.638,27.564,95,1011,11,3
10,239.972,2.512,275.502,27.55,95,1011,11,3
10,239.993,2.513,275.598,27.56,95,1011,11,3
10,240.016,2.513,275.48,27.548,95,1011,11,3
10,240.034,2.512,275.579,27.558,95,1011,11,3
10,240.052,2.515,275.877,27.588,95,1011,11,3
10,240.07,2.516,275.707,27.571,95,1011,11,3
10,240.086,2.513,275.97,27.597,95,1011,11,3
10,240.106,2.515,275.989,27.599,95,1011,11,3
10,240.115,2.516,275.787,27.579,95,1011,11,3
10,240.122,2.517,276.026,27.603,95,1011,11,3
10,240.126,2.517,275.839,27.584,95,1011,11,3
10,240.109,2.514,275.45,27.545,95,1011,11,3
10,240.073,2.514,275.36,27.536,95,1011,11,3
10,240.004,2.513,275.08,27.508,95,1011,11,3
10,239.938,2.513,275.45,27.545,95,1011,11,3
10,239.862,2.516,275.576,27.558,95,1011,11,3
10,239.77,2.516,275.256,27.526,95,1011,11,3
10,239.705,2.518,275.593,27.559,95,1011,11,3
10,239.664,2.521,275.682,27.568,95,1011,11,3
10,239.652,2.521,275.548,27.555,95,1011,11,3
10,239.682,2.523,275.635,27.563,95,1011,11,3
10,239.709,2.525,275.51,27.551,95,1011,11,3
10,239.706,2.523,275.398,27.54,95,1011,11,3
10,239.682,2.524,275.524,27.552,95,1011,11,3
10,239.637,2.525,275.419,27.542,95,1011,11,3
10,239.589,2.525,275.541,27.554,95,1011,11,3
10,239.575,2.527,275.66,27.566,95,1011,11,3
10,239.608,2.524,275.324,27.532,95,1011,11,3
10,239.684,2.524,275.649,27.565,95,1011,11,3
10,239.75,2.526,275.727,27.573,95,1011,11,3
10,239.784,2.524,275.77,27.577,95,1011,11,3
10,239.78,2.524,276.033,27.603,95,1011,11,3
10,239.766,2.523,275.628,27.563,95,1011,11,3
10,239.748,2.519,275.69,27.569,95,1011,11,3
10,239.748,2.518,275.566,27.557,95,1011,11,3
10,239.786,2.517,275.639,27.564,95,1011,11,3
10,239.83,2.517,275.72,27.572,95,1011,11,3
10,239.89,2.518,275.785,27.579,95,1011,11,3
10,239.935,2.515,275.622,27.562,95,1011,11,3
10,239.952,2.518,275.912,27.591,95,1011,11,3
10,239.935,2.521,275.735,27.573,95,1011,11,3
10,239.893,2.519,275.787,27.579,95,1011,11,3
10,239.882,2.518,275.83,27.583,95,1011,11,3
10,239.866,2.518,275.669,27.567,95,1011,11,3
10,239.848,2.514,275.527,27.553,95,1011,11,3
10,239.85,2.514,275.628,27.563,95,1011,11,3
10,239.853,2.514,275.7,27.57,95,1011,11,3
10,239.858,2.515,275.955,27.596,95,1011,11,3
10,239.868,2.515,275.781,27.578,95,1011,11,3
10,239.887,2.514,275.825,27.582,95,1011,11,3
10,239.909,2.515,275.861,27.586,95,1011,11,3
10,239.928,2.516,275.9,27.59,95,1011,11,3
10,239.953,2.513,275.716,27.572,95,1011,11,3
10,240.558,2.163,236.271,23.627,85,0000,0,0
10,240.533,2.164,236.415,23.641,85,0000,0,0
10,240.733,2.181,237.898,23.79,85,0000,0,0
10,240.701,2.18,237.946,23.795,85,0000,0,0
10,240.682,2.18,237.985,23.799,85,0000,0,0
10,240.652,2.18,238.017,23.802,85,0000,0,0
10,240.602,2.179,237.837,23.784,85,0000,0,0
10,240.581,2.179,237.896,23.79,85,0000,0,0
10,240.565,2.18,237.728,23.773,85,0000,0,0
10,240.537,2.179,237.807,23.781,85,0000,0,0
10,240.515,2.178,237.687,23.769,85,0000,0,0
10,240.464,2.179,237.785,23.779,85,0000,0,0
10,240.428,2.18,237.864,23.786,85,0000,0,0
10,240.409,2.182,237.723,23.772,85,0000,0,0
10,240.41,2.182,237.803,23.78,85,0000,0,0
10,240.414,2.182,237.663,23.766,85,0000,0,0
10,240.421,2.182,237.538,23.754,85,0000,0,0
10,240.428,2.181,237.653,23.765,85,0000,0,0
10,240.432,2.179,237.561,23.756,85,0000,0,0
10,240.447,2.179,237.476,23.748,85,0000,0,0
10,240.46,2.178,237.602,23.76,85,0000,0,0
10,240.479,2.178,237.519,23.752,85,0000,0,0
10,240.481,2.178,237.421,23.742,85,0000,0,0
10,240.487,2.178,237.557,23.756,85,0000,0,0
10,240.503,2.179,237.668,23.767,85,0000,0,0
10,240.527,2.18,237.759,23.776,85,0000,0,0
10,240.556,2.18,238.028,23.803,85,0000,0,0
10,240.589,2.18,238.062,23.806,85,0000,0,0
10,240.613,2.18,237.884,23.788,85,0000,0,0
10,240.622,2.179,237.728,23.773,85,0000,0,0
10,240.626,2.179,237.807,23.781,85,0000,0,0
10,240.629,2.18,237.666,23.767,85,0000,0,0
