RMS Current (A),RMS Voltage (V),PF,Power(KW),Power (W),%Power/Nominal_Power,Label,Class,Time
2.212,236.918,0.438,0.236,235.731,23.573,2,2,"04/30/2021, 17:11:23"
2.211,236.892,0.438,0.236,235.836,23.584,2,2,"04/30/2021, 17:11:24"
2.211,236.864,0.438,0.236,235.865,23.587,2,2,"04/30/2021, 17:11:25"
2.21,236.833,0.438,0.236,235.808,23.581,2,2,"04/30/2021, 17:11:26"
2.21,236.787,0.438,0.236,235.784,23.578,2,2,"04/30/2021, 17:11:27"
2.212,236.771,0.437,0.236,235.825,23.582,2,2,"04/30/2021, 17:11:28"
2.213,236.788,0.437,0.236,235.858,23.586,2,2,"04/30/2021, 17:11:29"
2.215,236.849,0.437,0.236,235.885,23.588,2,2,"04/30/2021, 17:11:30"
2.217,236.911,0.437,0.236,235.906,23.591,2,2,"04/30/2021, 17:11:31"
2.217,236.944,0.437,0.236,235.802,23.58,2,2,"04/30/2021, 17:11:32"
2.217,236.973,0.437,0.236,235.835,23.584,2,2,"04/30/2021, 17:11:33"
2.218,236.991,0.436,0.236,235.801,23.58,2,2,"04/30/2021, 17:11:34"
2.217,236.995,0.437,0.236,235.82,23.582,2,2,"04/30/2021, 17:11:35"
2.218,237.036,0.437,0.236,235.875,23.587,2,2,"04/30/2021, 17:11:36"
2.218,237.072,0.437,0.236,235.954,23.595,2,2,"04/30/2021, 17:11:37"
2.218,237.082,0.437,0.236,235.959,23.596,2,2,"04/30/2021, 17:11:38"
2.218,237.08,0.437,0.236,235.963,23.596,2,2,"04/30/2021, 17:11:39"
2.217,237.081,0.437,0.236,235.927,23.593,2,2,"04/30/2021, 17:11:40"
2.215,237.073,0.437,0.236,235.918,23.592,2,2,"04/30/2021, 17:11:41"
2.215,237.04,0.437,0.236,235.792,23.579,2,2,"04/30/2021, 17:11:42"
2.214,237.046,0.437,0.236,235.827,23.583,2,2,"04/30/2021, 17:11:43"
2.214,237.051,0.437,0.236,235.855,23.585,2,2,"04/30/2021, 17:11:44"
2.214,237.062,0.437,0.236,235.942,23.594,2,2,"04/30/2021, 17:11:45"
2.213,237.073,0.437,0.236,235.952,23.595,2,2,"04/30/2021, 17:11:46"
2.212,237.089,0.438,0.236,235.895,23.59,2,2,"04/30/2021, 17:11:47"
2.213,237.101,0.437,0.236,235.911,23.591,2,2,"04/30/2021, 17:11:48"
2.213,237.09,0.437,0.236,235.902,23.59,2,2,"04/30/2021, 17:11:49"
2.213,237.075,0.437,0.236,235.861,23.586,2,2,"04/30/2021, 17:11:50"
2.213,237.064,0.437,0.236,235.823,23.582,2,2,"04/30/2021, 17:11:51"
2.214,237.036,0.436,0.236,235.735,23.573,2,2,"04/30/2021, 17:11:52"
2.215,237.009,0.436,0.236,235.622,23.562,2,2,"04/30/2021, 17:11:53"
2.217,236.986,0.436,0.236,235.633,23.563,2,2,"04/30/2021, 17:11:54"
2.218,236.986,0.436,0.236,235.579,23.558,2,2,"04/30/2021, 17:11:55"
2.217,237.004,0.436,0.236,235.776,23.578,2,2,"04/30/2021, 17:11:56"
2.217,237.02,0.436,0.236,235.754,23.575,2,2,"04/30/2021, 17:11:57"
2.216,237.015,0.436,0.236,235.739,23.574,2,2,"04/30/2021, 17:11:58"
2.215,237.015,0.436,0.236,235.784,23.578,2,2,"04/30/2021, 17:11:59"
2.214,237.007,0.437,0.236,235.82,23.582,2,2,"04/30/2021, 17:12:00"
2.214,237.009,0.437,0.236,235.85,23.585,2,2,"04/30/2021, 17:12:01"
2.215,236.994,0.436,0.236,235.852,23.585,2,2,"04/30/2021, 17:12:02"
2.216,236.985,0.436,0.236,235.821,23.582,2,2,"04/30/2021, 17:12:03"
2.215,236.982,0.436,0.236,235.854,23.585,2,2,"04/30/2021, 17:12:04"
2.216,236.984,0.436,0.236,235.882,23.588,2,2,"04/30/2021, 17:12:05"
2.217,236.976,0.436,0.236,235.926,23.593,2,2,"04/30/2021, 17:12:06"
2.218,236.97,0.436,0.236,235.995,23.6,2,2,"04/30/2021, 17:12:07"
2.218,236.978,0.436,0.236,236.115,23.612,2,2,"04/30/2021, 17:12:08"
2.218,236.979,0.436,0.236,236.094,23.609,2,2,"04/30/2021, 17:12:09"
2.217,236.978,0.436,0.236,236.078,23.608,2,2,"04/30/2021, 17:12:10"
2.218,236.966,0.436,0.236,236.085,23.609,2,2,"04/30/2021, 17:12:11"
2.22,236.945,0.436,0.236,236.125,23.613,2,2,"04/30/2021, 17:12:12"
2.22,236.942,0.436,0.236,236.098,23.61,2,2,"04/30/2021, 17:12:13"
2.219,236.951,0.436,0.236,236.199,23.62,2,2,"04/30/2021, 17:12:14"
2.218,236.957,0.436,0.236,236.184,23.618,2,2,"04/30/2021, 17:12:15"
2.218,236.96,0.436,0.236,236.206,23.621,2,2,"04/30/2021, 17:12:16"
2.218,236.974,0.436,0.236,236.25,23.625,2,2,"04/30/2021, 17:12:17"
2.219,236.981,0.436,0.236,236.316,23.632,2,2,"04/30/2021, 17:12:18"
2.219,236.984,0.436,0.236,236.318,23.632,2,2,"04/30/2021, 17:12:19"
2.219,236.984,0.436,0.236,236.338,23.634,2,2,"04/30/2021, 17:12:20"
2.218,236.998,0.437,0.237,236.475,23.648,2,2,"04/30/2021, 17:12:21"
2.218,237.012,0.437,0.236,236.507,23.651,2,2,"04/30/2021, 17:12:22"
2.218,237.04,0.437,0.237,236.53,23.653,2,2,"04/30/2021, 17:12:23"
2.217,237.059,0.437,0.236,236.447,23.645,2,2,"04/30/2021, 17:12:24"
2.217,237.076,0.437,0.236,236.321,23.632,2,2,"04/30/2021, 17:12:25"
2.216,237.092,0.436,0.236,236.239,23.624,2,2,"04/30/2021, 17:12:26"
2.215,237.092,0.437,0.236,236.176,23.618,2,2,"04/30/2021, 17:12:27"
2.212,237.102,0.437,0.236,236.144,23.614,2,2,"04/30/2021, 17:12:28"
2.212,237.133,0.437,0.236,236.178,23.618,2,2,"04/30/2021, 17:12:29"
2.211,237.156,0.438,0.236,236.219,23.622,2,2,"04/30/2021, 17:12:30"
2.211,237.184,0.438,0.236,236.118,23.612,2,2,"04/30/2021, 17:12:31"
2.212,237.214,0.438,0.236,236.092,23.609,2,2,"04/30/2021, 17:12:32"
2.21,237.202,0.438,0.236,236.011,23.601,2,2,"04/30/2021, 17:12:33"
2.209,237.198,0.438,0.236,235.847,23.585,2,2,"04/30/2021, 17:12:34"
2.208,237.183,0.438,0.236,235.672,23.567,2,2,"04/30/2021, 17:12:35"
2.209,237.143,0.438,0.236,235.673,23.567,2,2,"04/30/2021, 17:12:36"
2.209,237.097,0.437,0.235,235.59,23.559,2,2,"04/30/2021, 17:12:37"
2.21,237.035,0.437,0.236,235.607,23.561,2,2,"04/30/2021, 17:12:38"
2.21,236.982,0.437,0.236,235.68,23.568,2,2,"04/30/2021, 17:12:39"
2.21,236.969,0.437,0.236,235.676,23.568,2,2,"04/30/2021, 17:12:40"
2.211,237.005,0.437,0.236,235.676,23.568,2,2,"04/30/2021, 17:12:41"
2.211,237.059,0.437,0.236,235.732,23.573,2,2,"04/30/2021, 17:12:42"
2.211,237.094,0.438,0.236,235.739,23.574,2,2,"04/30/2021, 17:12:43"
2.212,237.068,0.437,0.236,235.764,23.576,2,2,"04/30/2021, 17:12:44"
2.212,237.032,0.437,0.236,235.726,23.573,2,2,"04/30/2021, 17:12:45"
2.211,236.98,0.438,0.236,235.775,23.578,2,2,"04/30/2021, 17:12:46"
2.209,236.96,0.438,0.236,235.757,23.576,2,2,"04/30/2021, 17:12:47"
2.208,236.963,0.438,0.236,235.798,23.58,2,2,"04/30/2021, 17:12:48"
2.208,237.006,0.438,0.236,235.896,23.59,2,2,"04/30/2021, 17:12:49"
2.208,237.063,0.438,0.236,235.913,23.591,2,2,"04/30/2021, 17:12:50"
2.209,237.106,0.439,0.236,236.008,23.601,2,2,"04/30/2021, 17:12:51"
2.209,237.133,0.438,0.236,236.063,23.606,2,2,"04/30/2021, 17:12:52"
2.209,237.15,0.439,0.236,236.047,23.605,2,2,"04/30/2021, 17:12:53"
2.211,237.143,0.438,0.236,236.035,23.604,2,2,"04/30/2021, 17:12:54"
2.212,237.128,0.438,0.236,236.147,23.615,2,2,"04/30/2021, 17:12:55"
2.21,237.09,0.438,0.236,236.057,23.606,2,2,"04/30/2021, 17:12:56"
2.209,237.037,0.438,0.236,235.986,23.599,2,2,"04/30/2021, 17:12:57"
2.209,236.993,0.438,0.236,235.946,23.595,2,2,"04/30/2021, 17:12:58"
2.208,236.947,0.438,0.236,236.057,23.606,2,2,"04/30/2021, 17:12:59"
2.209,236.906,0.438,0.236,236.143,23.614,2,2,"04/30/2021, 17:13:00"
2.209,236.88,0.438,0.236,236.114,23.611,2,2,"04/30/2021, 17:13:01"
2.209,236.852,0.438,0.236,236.053,23.605,2,2,"04/30/2021, 17:13:02"
2.209,236.828,0.438,0.236,236.044,23.604,2,2,"04/30/2021, 17:13:03"
2.209,236.839,0.438,0.236,236.057,23.606,2,2,"04/30/2021, 17:13:04"
2.209,236.857,0.438,0.236,236.103,23.61,2,2,"04/30/2021, 17:13:05"
2.21,236.895,0.438,0.236,236.203,23.62,2,2,"04/30/2021, 17:13:06"
2.21,236.937,0.438,0.236,236.165,23.616,2,2,"04/30/2021, 17:13:07"
2.211,237.001,0.438,0.236,236.196,23.62,2,2,"04/30/2021, 17:13:08"
2.211,237.079,0.438,0.236,236.297,23.63,2,2,"04/30/2021, 17:13:09"
2.212,237.138,0.438,0.236,236.242,23.624,2,2,"04/30/2021, 17:13:10"
2.211,237.196,0.438,0.236,236.258,23.626,2,2,"04/30/2021, 17:13:11"
2.212,237.214,0.438,0.236,236.37,23.637,2,2,"04/30/2021, 17:13:12"
2.213,237.198,0.438,0.236,236.421,23.642,2,2,"04/30/2021, 17:13:13"
2.213,237.162,0.438,0.236,236.4,23.64,2,2,"04/30/2021, 17:13:14"
2.212,237.138,0.438,0.236,236.387,23.639,2,2,"04/30/2021, 17:13:15"
2.213,237.142,0.438,0.237,236.474,23.647,2,2,"04/30/2021, 17:13:16"
2.213,237.172,0.438,0.236,236.442,23.644,2,2,"04/30/2021, 17:13:17"
2.213,237.231,0.438,0.236,236.42,23.642,2,2,"04/30/2021, 17:13:18"
2.213,237.279,0.438,0.236,236.399,23.64,2,2,"04/30/2021, 17:13:19"
2.212,237.329,0.438,0.236,236.387,23.639,2,2,"04/30/2021, 17:13:20"
2.212,237.356,0.438,0.237,236.474,23.647,2,2,"04/30/2021, 17:13:21"
2.212,237.363,0.438,0.236,236.442,23.644,2,2,"04/30/2021, 17:13:22"
2.213,237.358,0.438,0.237,236.501,23.65,2,2,"04/30/2021, 17:13:23"
2.212,237.345,0.438,0.236,236.464,23.646,2,2,"04/30/2021, 17:13:24"
2.211,237.326,0.438,0.236,236.438,23.644,2,2,"04/30/2021, 17:13:25"
2.21,237.307,0.439,0.237,236.474,23.647,2,2,"04/30/2021, 17:13:26"
2.21,237.277,0.438,0.236,236.524,23.652,2,2,"04/30/2021, 17:13:27"
2.209,237.253,0.439,0.237,236.488,23.649,2,2,"04/30/2021, 17:13:28"
2.211,237.226,0.439,0.237,236.556,23.656,2,2,"04/30/2021, 17:13:29"
2.212,237.199,0.438,0.237,236.509,23.651,2,2,"04/30/2021, 17:13:30"
2.214,237.193,0.438,0.236,236.475,23.648,2,2,"04/30/2021, 17:13:31"
2.217,237.192,0.437,0.236,236.444,23.644,2,2,"04/30/2021, 17:13:32"
2.22,237.194,0.436,0.236,236.362,23.636,2,2,"04/30/2021, 17:13:33"
2.223,237.196,0.436,0.236,236.317,23.632,2,2,"04/30/2021, 17:13:34"
2.223,237.185,0.436,0.236,236.275,23.628,2,2,"04/30/2021, 17:13:35"
2.221,237.179,0.436,0.236,236.262,23.626,2,2,"04/30/2021, 17:13:36"
2.221,237.132,0.436,0.236,236.332,23.633,2,2,"04/30/2021, 17:13:37"
2.221,237.07,0.436,0.236,236.293,23.629,2,2,"04/30/2021, 17:13:38"
2.22,237.062,0.436,0.236,236.358,23.636,2,2,"04/30/2021, 17:13:39"
2.219,237.087,0.437,0.236,236.349,23.635,2,2,"04/30/2021, 17:13:40"
2.217,237.134,0.437,0.236,236.345,23.634,2,2,"04/30/2021, 17:13:41"
2.215,237.186,0.437,0.236,236.419,23.642,2,2,"04/30/2021, 17:13:42"
2.214,237.232,0.438,0.236,236.363,23.636,2,2,"04/30/2021, 17:13:43"
2.214,237.255,0.438,0.236,236.416,23.642,2,2,"04/30/2021, 17:13:44"
2.213,237.222,0.438,0.237,236.417,23.642,2,2,"04/30/2021, 17:13:45"
2.212,237.178,0.438,0.236,236.396,23.64,2,2,"04/30/2021, 17:13:46"
2.211,237.117,0.438,0.236,236.319,23.632,2,2,"04/30/2021, 17:13:47"
2.21,237.069,0.438,0.236,236.32,23.632,2,2,"04/30/2021, 17:13:48"
2.209,237.043,0.438,0.236,236.318,23.632,2,2,"04/30/2021, 17:13:49"
2.209,237.059,0.438,0.236,236.259,23.626,2,2,"04/30/2021, 17:13:50"
2.209,237.082,0.438,0.236,236.148,23.615,2,2,"04/30/2021, 17:13:51"
2.209,237.112,0.438,0.236,236.06,23.606,2,2,"04/30/2021, 17:13:52"
2.209,237.15,0.438,0.236,236.045,23.604,2,2,"04/30/2021, 17:13:53"
2.209,237.183,0.438,0.236,236.097,23.61,2,2,"04/30/2021, 17:13:54"
2.208,237.183,0.438,0.236,235.992,23.599,2,2,"04/30/2021, 17:13:55"
2.208,237.188,0.438,0.236,235.934,23.593,2,2,"04/30/2021, 17:13:56"
2.21,237.179,0.438,0.236,235.947,23.595,2,2,"04/30/2021, 17:13:57"
2.209,237.153,0.438,0.236,235.957,23.596,2,2,"04/30/2021, 17:13:58"
2.209,237.12,0.438,0.236,235.966,23.597,2,2,"04/30/2021, 17:13:59"
2.209,237.085,0.438,0.236,235.972,23.597,2,2,"04/30/2021, 17:14:00"
2.208,237.081,0.438,0.236,236.0,23.6,2,2,"04/30/2021, 17:14:01"
2.211,237.104,0.438,0.236,236.141,23.614,2,2,"04/30/2021, 17:14:02"
2.212,237.116,0.438,0.236,236.292,23.629,2,2,"04/30/2021, 17:14:03"
2.213,237.131,0.438,0.236,236.419,23.642,2,2,"04/30/2021, 17:14:04"
2.215,237.127,0.438,0.237,236.541,23.654,2,2,"04/30/2021, 17:14:05"
2.214,237.11,0.438,0.237,236.577,23.658,2,2,"04/30/2021, 17:14:06"
2.215,237.14,0.438,0.237,236.63,23.663,2,2,"04/30/2021, 17:14:07"
2.214,237.168,0.437,0.237,236.632,23.663,2,2,"04/30/2021, 17:14:08"
2.214,237.189,0.437,0.237,236.633,23.663,2,2,"04/30/2021, 17:14:09"
2.215,237.224,0.438,0.237,236.777,23.678,2,2,"04/30/2021, 17:14:10"
2.217,237.274,0.437,0.237,236.834,23.683,2,2,"04/30/2021, 17:14:11"
2.217,237.34,0.437,0.237,236.879,23.688,2,2,"04/30/2021, 17:14:12"
2.217,237.398,0.437,0.237,236.853,23.685,2,2,"04/30/2021, 17:14:13"
2.219,237.458,0.437,0.237,236.853,23.685,2,2,"04/30/2021, 17:14:14"
2.221,237.503,0.437,0.237,236.934,23.693,2,2,"04/30/2021, 17:14:15"
2.222,237.539,0.437,0.237,236.92,23.692,2,2,"04/30/2021, 17:14:16"
2.222,237.539,0.436,0.237,236.87,23.687,2,2,"04/30/2021, 17:14:17"
2.222,237.495,0.437,0.237,236.826,23.683,2,2,"04/30/2021, 17:14:18"
2.221,237.421,0.437,0.237,236.688,23.669,2,2,"04/30/2021, 17:14:19"
2.222,237.33,0.436,0.237,236.62,23.662,2,2,"04/30/2021, 17:14:20"
2.221,237.262,0.436,0.236,236.562,23.656,2,2,"04/30/2021, 17:14:21"
2.22,237.214,0.437,0.237,236.519,23.652,2,2,"04/30/2021, 17:14:22"
2.219,237.193,0.437,0.236,236.56,23.656,2,2,"04/30/2021, 17:14:23"
2.218,237.194,0.437,0.237,236.517,23.652,2,2,"04/30/2021, 17:14:24"
2.218,237.206,0.437,0.237,236.581,23.658,2,2,"04/30/2021, 17:14:25"
2.219,237.245,0.437,0.237,236.529,23.653,2,2,"04/30/2021, 17:14:26"
2.219,237.278,0.437,0.236,236.491,23.649,2,2,"04/30/2021, 17:14:27"
2.218,237.288,0.437,0.236,236.457,23.646,2,2,"04/30/2021, 17:14:28"
2.218,237.272,0.437,0.236,236.433,23.643,2,2,"04/30/2021, 17:14:29"
2.218,237.224,0.437,0.237,236.512,23.651,2,2,"04/30/2021, 17:14:30"
2.219,237.18,0.437,0.236,236.537,23.654,2,2,"04/30/2021, 17:14:31"
2.219,237.15,0.437,0.237,236.516,23.652,2,2,"04/30/2021, 17:14:32"
2.22,237.145,0.437,0.236,236.476,23.648,2,2,"04/30/2021, 17:14:33"
2.219,237.159,0.437,0.236,236.507,23.651,2,2,"04/30/2021, 17:14:34"
2.219,237.193,0.437,0.237,236.435,23.643,2,2,"04/30/2021, 17:14:35"
2.22,237.252,0.437,0.236,236.474,23.647,2,2,"04/30/2021, 17:14:36"
2.22,237.299,0.437,0.237,236.465,23.646,2,2,"04/30/2021, 17:14:37"
2.221,237.348,0.436,0.236,236.498,23.65,2,2,"04/30/2021, 17:14:38"
2.221,237.367,0.436,0.236,236.463,23.646,2,2,"04/30/2021, 17:14:39"
2.221,237.347,0.436,0.236,236.399,23.64,2,2,"04/30/2021, 17:14:40"
2.22,237.319,0.437,0.237,236.467,23.647,2,2,"04/30/2021, 17:14:41"
2.219,237.282,0.437,0.236,236.557,23.656,2,2,"04/30/2021, 17:14:42"
2.219,237.257,0.437,0.237,236.532,23.653,2,2,"04/30/2021, 17:14:43"
2.219,237.254,0.437,0.237,236.575,23.657,2,2,"04/30/2021, 17:14:44"
2.22,237.268,0.437,0.237,236.666,23.667,2,2,"04/30/2021, 17:14:45"
2.22,237.28,0.436,0.237,236.655,23.666,2,2,"04/30/2021, 17:14:46"
2.22,237.287,0.436,0.237,236.653,23.665,2,2,"04/30/2021, 17:14:47"
2.223,237.304,0.436,0.237,236.593,23.659,2,2,"04/30/2021, 17:14:48"
2.227,237.335,0.435,0.237,236.681,23.668,2,2,"04/30/2021, 17:14:49"
2.229,237.356,0.435,0.237,236.692,23.669,2,2,"04/30/2021, 17:14:50"
2.229,237.397,0.435,0.237,236.625,23.663,2,2,"04/30/2021, 17:14:51"
2.228,237.44,0.435,0.237,236.668,23.667,2,2,"04/30/2021, 17:14:52"
2.227,237.481,0.436,0.237,236.686,23.669,2,2,"04/30/2021, 17:14:53"
2.227,237.497,0.436,0.237,236.735,23.674,2,2,"04/30/2021, 17:14:54"
2.228,237.475,0.435,0.237,236.716,23.672,2,2,"04/30/2021, 17:14:55"
2.23,237.432,0.435,0.237,236.598,23.66,2,2,"04/30/2021, 17:14:56"
2.231,237.395,0.434,0.236,236.548,23.655,2,2,"04/30/2021, 17:14:57"
2.231,237.375,0.434,0.237,236.628,23.663,2,2,"04/30/2021, 17:14:58"
2.23,237.343,0.435,0.237,236.648,23.665,2,2,"04/30/2021, 17:14:59"
2.231,237.307,0.435,0.237,236.687,23.669,2,2,"04/30/2021, 17:15:00"
2.231,237.281,0.435,0.237,236.76,23.676,2,2,"04/30/2021, 17:15:01"
2.23,237.261,0.435,0.237,236.76,23.676,2,2,"04/30/2021, 17:15:02"
2.23,237.251,0.435,0.237,236.876,23.688,2,2,"04/30/2021, 17:15:03"
2.23,237.251,0.435,0.237,236.892,23.689,2,2,"04/30/2021, 17:15:04"
2.229,237.286,0.435,0.237,236.788,23.679,2,2,"04/30/2021, 17:15:05"
2.227,237.329,0.435,0.237,236.801,23.68,2,2,"04/30/2021, 17:15:06"
2.228,237.388,0.435,0.237,236.794,23.679,2,2,"04/30/2021, 17:15:07"
2.23,237.449,0.435,0.237,236.823,23.682,2,2,"04/30/2021, 17:15:08"
2.231,237.487,0.435,0.237,236.852,23.685,2,2,"04/30/2021, 17:15:09"
2.231,237.531,0.435,0.237,236.916,23.692,2,2,"04/30/2021, 17:15:10"
2.23,237.553,0.435,0.237,236.963,23.696,2,2,"04/30/2021, 17:15:11"
2.229,237.565,0.436,0.237,236.982,23.698,2,2,"04/30/2021, 17:15:12"
2.228,237.572,0.436,0.237,237.057,23.706,2,2,"04/30/2021, 17:15:13"
2.226,237.554,0.436,0.237,237.164,23.716,2,2,"04/30/2021, 17:15:14"
2.225,237.533,0.436,0.237,237.17,23.717,2,2,"04/30/2021, 17:15:15"
2.224,237.513,0.436,0.237,237.17,23.717,2,2,"04/30/2021, 17:15:16"
2.223,237.508,0.436,0.237,237.129,23.713,2,2,"04/30/2021, 17:15:17"
2.223,237.508,0.437,0.237,237.123,23.712,2,2,"04/30/2021, 17:15:18"
2.223,237.502,0.437,0.237,237.19,23.719,2,2,"04/30/2021, 17:15:19"
2.225,237.476,0.436,0.237,237.025,23.703,2,2,"04/30/2021, 17:15:20"
2.227,237.458,0.436,0.237,236.976,23.698,2,2,"04/30/2021, 17:15:21"
2.229,237.436,0.435,0.237,236.851,23.685,2,2,"04/30/2021, 17:15:22"
2.228,237.407,0.435,0.237,236.753,23.675,2,2,"04/30/2021, 17:15:23"
2.23,237.405,0.435,0.237,236.795,23.679,2,2,"04/30/2021, 17:15:24"
2.23,237.446,0.435,0.237,236.869,23.687,2,2,"04/30/2021, 17:15:25"
2.23,237.506,0.436,0.237,237.023,23.702,2,2,"04/30/2021, 17:15:26"
2.229,237.559,0.436,0.237,237.031,23.703,2,2,"04/30/2021, 17:15:27"
2.228,237.607,0.436,0.237,237.038,23.704,2,2,"04/30/2021, 17:15:28"
2.229,237.659,0.436,0.237,237.107,23.711,2,2,"04/30/2021, 17:15:29"
2.228,237.695,0.436,0.237,237.102,23.71,2,2,"04/30/2021, 17:15:30"
2.227,237.731,0.436,0.237,237.034,23.703,2,2,"04/30/2021, 17:15:31"
2.226,237.762,0.436,0.237,237.041,23.704,2,2,"04/30/2021, 17:15:32"
2.226,237.786,0.436,0.237,236.948,23.695,2,2,"04/30/2021, 17:15:33"
2.225,237.811,0.436,0.237,236.97,23.697,2,2,"04/30/2021, 17:15:34"
2.225,237.828,0.436,0.237,236.967,23.697,2,2,"04/30/2021, 17:15:35"
2.225,237.839,0.436,0.237,236.905,23.691,2,2,"04/30/2021, 17:15:36"
2.224,237.843,0.436,0.237,236.875,23.688,2,2,"04/30/2021, 17:15:37"
2.224,237.836,0.436,0.237,236.774,23.677,2,2,"04/30/2021, 17:15:38"
2.224,237.843,0.436,0.237,236.828,23.683,2,2,"04/30/2021, 17:15:39"
2.224,237.842,0.436,0.237,236.937,23.694,2,2,"04/30/2021, 17:15:40"
2.223,237.835,0.436,0.237,236.963,23.696,2,2,"04/30/2021, 17:15:41"
2.222,237.819,0.437,0.237,236.882,23.688,2,2,"04/30/2021, 17:15:42"
2.222,237.793,0.437,0.237,236.919,23.692,2,2,"04/30/2021, 17:15:43"
2.222,237.76,0.436,0.237,236.868,23.687,2,2,"04/30/2021, 17:15:44"
2.223,237.724,0.436,0.237,236.889,23.689,2,2,"04/30/2021, 17:15:45"
2.224,237.677,0.436,0.237,236.924,23.692,2,2,"04/30/2021, 17:15:46"
2.225,237.644,0.436,0.237,236.953,23.695,2,2,"04/30/2021, 17:15:47"
2.226,237.617,0.436,0.237,236.912,23.691,2,2,"04/30/2021, 17:15:48"
2.226,237.594,0.436,0.237,236.902,23.69,2,2,"04/30/2021, 17:15:49"
2.226,237.574,0.436,0.237,236.974,23.697,2,2,"04/30/2021, 17:15:50"
2.226,237.535,0.436,0.237,236.992,23.699,2,2,"04/30/2021, 17:15:51"
2.226,237.507,0.436,0.237,237.006,23.701,2,2,"04/30/2021, 17:15:52"
2.226,237.478,0.436,0.237,236.979,23.698,2,2,"04/30/2021, 17:15:53"
2.227,237.458,0.436,0.237,236.997,23.7,2,2,"04/30/2021, 17:15:54"
2.226,237.483,0.436,0.237,237.051,23.705,2,2,"04/30/2021, 17:15:55"
2.226,237.532,0.436,0.237,237.119,23.712,2,2,"04/30/2021, 17:15:56"
2.226,237.579,0.436,0.237,237.111,23.711,2,2,"04/30/2021, 17:15:57"
2.226,237.63,0.436,0.237,237.042,23.704,2,2,"04/30/2021, 17:15:58"
2.227,237.65,0.435,0.237,237.007,23.701,2,2,"04/30/2021, 17:15:59"
2.229,237.644,0.435,0.237,236.94,23.694,2,2,"04/30/2021, 17:16:00"
2.23,237.608,0.435,0.237,236.845,23.684,2,2,"04/30/2021, 17:16:01"
2.23,237.573,0.435,0.237,236.888,23.689,2,2,"04/30/2021, 17:16:02"
2.23,237.541,0.435,0.237,236.924,23.692,2,2,"04/30/2021, 17:16:03"
2.23,237.51,0.435,0.237,236.953,23.695,2,2,"04/30/2021, 17:16:04"
2.23,237.481,0.435,0.237,236.976,23.698,2,2,"04/30/2021, 17:16:05"
2.229,237.483,0.435,0.237,236.995,23.7,2,2,"04/30/2021, 17:16:06"
2.228,237.526,0.435,0.237,237.011,23.701,2,2,"04/30/2021, 17:16:07"
2.227,237.571,0.435,0.237,236.943,23.694,2,2,"04/30/2021, 17:16:08"
2.228,237.573,0.435,0.237,236.886,23.689,2,2,"04/30/2021, 17:16:09"
2.229,237.538,0.435,0.237,236.881,23.688,2,2,"04/30/2021, 17:16:10"
2.228,237.507,0.435,0.237,236.918,23.692,2,2,"04/30/2021, 17:16:11"
2.228,237.465,0.435,0.237,236.948,23.695,2,2,"04/30/2021, 17:16:12"
2.228,237.478,0.435,0.237,237.075,23.707,2,2,"04/30/2021, 17:16:13"
2.228,237.513,0.435,0.237,236.973,23.697,2,2,"04/30/2021, 17:16:14"
2.227,237.562,0.436,0.237,236.934,23.693,2,2,"04/30/2021, 17:16:15"
2.228,237.567,0.436,0.237,236.959,23.696,2,2,"04/30/2021, 17:16:16"
2.229,237.538,0.435,0.237,236.979,23.698,2,2,"04/30/2021, 17:16:17"
2.228,237.493,0.435,0.237,236.974,23.697,2,2,"04/30/2021, 17:16:18"
2.228,237.48,0.435,0.237,236.997,23.7,2,2,"04/30/2021, 17:16:19"
2.228,237.505,0.435,0.237,237.007,23.701,2,2,"04/30/2021, 17:16:20"
2.228,237.549,0.435,0.237,236.938,23.694,2,2,"04/30/2021, 17:16:21"
2.228,237.58,0.435,0.237,237.026,23.703,2,2,"04/30/2021, 17:16:22"
2.228,237.56,0.435,0.237,236.972,23.697,2,2,"04/30/2021, 17:16:23"
2.229,237.487,0.435,0.237,236.929,23.693,2,2,"04/30/2021, 17:16:24"
2.229,237.39,0.435,0.237,236.779,23.678,2,2,"04/30/2021, 17:16:25"
2.229,237.302,0.435,0.237,236.69,23.669,2,2,"04/30/2021, 17:16:26"
2.231,237.227,0.434,0.237,236.623,23.662,2,2,"04/30/2021, 17:16:27"
2.235,237.193,0.434,0.236,236.603,23.66,2,2,"04/30/2021, 17:16:28"
2.237,237.199,0.434,0.237,236.511,23.651,2,2,"04/30/2021, 17:16:29"
2.237,237.211,0.433,0.236,236.495,23.649,2,2,"04/30/2021, 17:16:30"
2.238,237.196,0.433,0.236,236.46,23.646,2,2,"04/30/2021, 17:16:31"
2.236,237.188,0.434,0.236,236.5,23.65,2,2,"04/30/2021, 17:16:32"
2.234,237.192,0.434,0.237,236.629,23.663,2,2,"04/30/2021, 17:16:33"
2.233,237.198,0.434,0.237,236.708,23.671,2,2,"04/30/2021, 17:16:34"
2.231,237.204,0.435,0.237,236.694,23.669,2,2,"04/30/2021, 17:16:35"
2.231,237.238,0.435,0.237,236.827,23.683,2,2,"04/30/2021, 17:16:36"
2.231,237.278,0.435,0.237,236.771,23.677,2,2,"04/30/2021, 17:16:37"
2.232,237.328,0.435,0.237,236.77,23.677,2,2,"04/30/2021, 17:16:38"
